data,pressao,temp,umidade,ventodir,ventovel,prec,tmin,tmax,urmin,urmax,amplitude_t,wind_chill,heat_index,infarto_agudo_miocardio
2001-10-05,1018.33,19.4,81.67,17.0,6.9479999999999995,6.5,18.0,22.0,71.0,91.0,4.0,66.2531787057713,69.14775599614646,3.0
2001-10-20,1007.43,26.27,65.67,5.67,10.548,0.0,23.6,31.2,51.0,85.0,7.599999999999998,81.93977884918687,81.4683172465725,3.0
2001-10-25,1019.27,25.17,58.0,21.0,6.228,0.0,19.4,32.1,47.0,65.0,12.700000000000005,79.66776715035527,79.0012549322785,1.0
2001-10-26,1015.47,25.97,64.67,16.67,11.268,0.0,21.0,32.3,48.0,81.0,11.299999999999995,81.18461784563505,80.71199326753516,4.0
2001-10-27,1012.6,27.8,65.0,9.33,2.52,0.0,23.4,34.8,45.0,75.0,11.4,85.83386255441502,85.4549665904321,1.0
2001-11-20,1014.03,26.6,63.33,7.67,5.04,0.0,22.4,33.2,38.0,77.0,10.800000000000004,83.02598429668674,82.01952751713813,0.0
2001-11-21,1011.5,28.57,66.33,12.33,9.360000000000001,0.0,23.2,34.0,54.0,83.0,10.8,87.45034939511372,88.22068494516493,2.0
2001-12-06,1008.7,22.53,82.67,24.0,11.268,2.9,20.2,26.6,64.0,96.0,6.400000000000002,72.90011026652084,72.11877357642564,0.0
2001-12-08,1012.0,23.23,78.67,15.67,16.092,0.0,22.2,25.1,74.0,87.0,2.900000000000002,74.17346530351205,74.35394428249266,2.0
2001-12-10,1017.43,20.2,77.33,15.0,6.228,0.0,17.0,24.4,72.0,86.0,7.399999999999999,68.27864975003877,71.2414456517409,3.0
2001-12-12,1013.33,27.2,76.67,12.33,4.428,0.0,23.4,32.2,56.0,89.0,8.800000000000004,84.41191908182694,85.72011625828682,3.0
2001-12-13,1009.47,26.47,80.33,11.67,7.5600000000000005,0.0,24.2,30.2,66.0,88.0,6.0,82.56513623789427,83.52659969406447,4.0
2001-12-21,1007.53,25.73,79.33,12.33,5.652,14.0,20.2,32.6,62.0,96.0,12.400000000000002,81.0043745788301,80.8482270992698,4.0
2002-01-04,1011.23,25.47,69.33,23.0,5.508,0.0,24.0,28.2,57.0,77.0,4.199999999999999,80.42854389513167,79.80658040707586,3.0
2002-01-10,1021.43,26.13,72.67,12.0,11.16,0.0,23.8,28.8,65.0,79.0,5.0,81.5750090959952,81.67618724308763,2.0
2002-01-13,1010.9,26.4,76.0,13.67,5.292,0.7,25.0,27.4,69.0,86.0,2.3999999999999986,82.55521233626123,82.80789081676802,5.0
2002-01-16,1016.43,22.8,61.0,12.33,8.892000000000001,0.0,20.7,25.6,53.0,67.0,4.900000000000002,73.83233286294842,76.32734281123197,0.0
2002-01-19,1016.83,25.0,58.33,10.67,6.48,0.0,21.2,30.0,45.0,69.0,8.8,79.2507131341321,78.76319764781402,3.0
2002-01-25,1007.7,25.27,80.33,13.67,3.492,11.5,22.4,29.4,61.0,91.0,7.0,80.2506486419082,79.39013906455874,3.0
2002-02-01,1009.6,24.87,86.33,29.0,9.251999999999999,0.0,23.2,28.0,83.0,93.0,4.800000000000001,78.6880901579056,77.8830041238944,3.0
2002-02-05,1013.77,26.0,62.33,7.67,3.132,0.0,22.4,31.2,44.0,73.0,8.8,81.89726214544243,80.62300751903376,5.0
2002-02-06,1015.6,22.87,86.0,18.0,2.7720000000000002,4.5,20.8,24.0,81.0,95.0,3.1999999999999997,75.22510583393,72.0001404064182,5.0
2002-02-11,1012.83,25.67,67.67,33.33,3.3480000000000003,3.7,22.4,30.6,52.0,79.0,8.200000000000003,81.14741468512524,80.20620395641743,4.0
2002-02-12,1015.57,25.67,78.0,13.67,8.028,0.0,23.4,29.2,69.0,85.0,5.800000000000001,80.66714874082894,80.60557867169445,1.0
2002-02-13,1014.03,25.13,80.0,16.67,2.52,11.1,22.6,29.8,61.0,93.0,7.199999999999999,80.1374249811914,78.96136508029979,2.0
2002-02-14,1012.17,25.77,75.33,18.33,3.492,17.8,22.0,31.0,55.0,94.0,9.0,81.34458400491657,80.7986536788568,3.0
2002-02-27,1012.87,29.13,56.67,19.67,6.012,0.0,26.0,34.4,45.0,69.0,8.399999999999999,88.73942987088074,87.3383997974192,0.0
2002-03-01,1014.87,25.13,84.33,24.0,3.492,24.1,22.0,29.4,64.0,95.0,7.399999999999999,79.94434674026584,78.87131190763881,1.0
2002-03-11,1013.87,30.2,60.0,10.67,2.7720000000000002,0.0,29.8,30.8,58.0,61.0,1.0,90.97794357882009,91.79160302627224,2.0
2002-03-13,1014.2,27.17,78.67,9.0,2.7720000000000002,0.0,25.2,30.8,59.0,90.0,5.600000000000001,84.46619755330619,85.97135385854105,2.0
2002-03-15,1011.33,30.2,65.33,21.33,1.9080000000000001,0.0,27.2,35.4,48.0,82.0,8.2,90.8871438469263,93.9109747598624,4.0
2002-03-16,1011.13,30.53,64.33,16.67,2.7720000000000002,0.0,27.6,35.6,51.0,73.0,8.0,91.68714364100475,94.80699649453402,0.0
2002-03-19,1009.8,27.13,80.0,10.67,7.920000000000001,0.0,25.0,29.6,71.0,87.0,4.600000000000001,84.08793724568892,86.05549705487579,2.0
2002-03-31,1014.33,21.77,90.33,22.67,3.8520000000000003,35.2,21.2,22.5,86.0,93.0,1.3000000000000007,72.47618697186272,68.08704071699619,2.0
2002-04-04,1021.1,22.17,74.33,16.67,6.012,0.0,18.6,26.6,62.0,81.0,8.0,72.83605525449357,73.61689017357065,3.0
2002-04-05,1019.5,24.3,68.67,12.0,7.308,0.0,21.4,28.3,53.0,79.0,6.900000000000002,77.54093197276427,77.46372957803969,4.0
2002-04-13,1020.7,20.77,84.67,12.0,7.452,1.3,19.8,21.7,79.0,94.0,1.8999999999999984,69.31461395501002,68.71921559834877,2.0
2002-04-16,1015.97,24.0,85.33,12.33,5.508,0.0,21.0,28.6,72.0,93.0,7.600000000000001,77.09349117211963,75.16128522913125,3.0
2002-04-20,1012.03,21.63,89.0,24.33,2.7720000000000002,36.4,20.1,23.4,84.0,97.0,3.299999999999997,72.56023287299362,68.30928943789743,4.0
2002-04-28,1017.37,17.23,78.67,10.67,2.8800000000000003,0.0,12.4,24.5,56.0,98.0,12.1,63.03185561968382,71.64020606485704,4.0
2002-05-08,1018.7,19.5,92.0,9.33,2.4120000000000004,0.4,18.0,21.5,84.0,97.0,3.5,68.1909035082038,63.557959453900125,2.0
2002-05-10,1021.0,19.73,86.0,9.0,2.988,0.1,15.7,26.3,65.0,98.0,10.6,68.36556462344168,67.13425892315085,5.0
2002-05-11,1020.17,23.0,80.67,4.67,1.1880000000000002,0.0,19.7,28.5,62.0,92.0,8.8,76.24660817340654,73.5116506585774,5.0
2002-05-14,1014.33,25.23,67.33,15.0,4.932,0.0,20.4,30.9,50.0,81.0,10.5,79.95356961724474,79.25034579343892,6.0
2002-05-16,1012.23,19.63,88.0,21.33,4.212,28.700000000000003,18.2,21.9,77.0,97.0,3.6999999999999993,67.6164076161639,65.99609271741608,3.0
2002-05-17,1014.27,19.43,93.67,12.33,3.6,0.1,17.7,21.0,89.0,98.0,3.3000000000000007,67.42516312490238,62.4368139826078,2.0
2002-05-23,1026.53,17.9,76.33,6.0,3.6,0.0,15.5,22.6,57.0,86.0,7.100000000000001,64.06972927683739,72.22249067897272,2.0
2002-06-01,1021.4,16.97,85.33,10.67,6.732,0.0,12.9,23.8,66.0,96.0,10.9,60.7047836168213,67.76029925822162,2.0
2002-06-02,1017.33,19.1,88.0,7.67,2.988,0.4,19.0,19.2,84.0,93.0,0.1999999999999993,67.00379685058287,65.65433828161213,3.0
2002-06-04,1013.3,22.93,81.67,13.67,2.988,0.0,19.2,30.0,56.0,96.0,10.8,75.28248029510546,73.15534903671745,2.0
2002-06-17,1018.67,18.67,89.67,3.0,1.1880000000000002,0.0,15.2,24.0,75.0,98.0,8.8,67.50668417804097,64.43349369774322,6.0
2002-06-22,1032.8,9.63,66.33,24.33,8.028,0.0,7.2,12.3,53.0,76.0,5.1000000000000005,43.1303908841469,100.38424416341253,1.0
2002-06-24,1030.67,9.87,74.33,19.67,4.932,0.0,6.8,12.4,58.0,88.0,5.6000000000000005,45.41511902005984,95.81011382927551,4.0
2002-06-27,1021.97,14.83,82.0,6.33,5.652,0.1,8.4,23.4,59.0,98.0,14.999999999999998,56.22320281454204,73.3464897841352,4.0
2002-06-28,1017.23,20.37,71.0,6.33,3.6,0.0,14.6,27.9,53.0,84.0,13.3,69.4866715021449,73.41578902646275,3.0
2002-06-29,1013.57,23.47,68.0,21.0,2.4120000000000004,0.0,20.3,28.7,55.0,77.0,8.399999999999999,76.6327510412709,76.25263140062071,4.0
2002-07-05,1020.93,18.7,89.33,6.0,2.4120000000000004,0.0,16.0,22.5,79.0,98.0,6.5,66.4897755418427,64.6633128084786,4.0
2002-07-16,1020.2,14.73,78.0,22.67,4.212,0.0,10.4,20.2,61.0,95.0,9.8,56.73632368410444,76.27390864481924,1.0
2002-07-18,1027.37,15.03,79.0,7.67,8.28,0.0,11.9,20.0,58.0,94.0,8.1,55.68479041072511,74.96416885654457,6.0
2002-07-19,1021.17,16.0,73.67,12.33,3.9600000000000004,0.0,11.8,21.0,59.0,88.0,9.2,59.693492109308025,76.07744622283046,4.0
2002-07-21,1015.43,17.27,89.67,9.0,3.24,8.8,16.3,19.1,85.0,95.0,2.8000000000000007,62.8930207576059,64.45182154396133,3.0
2002-07-28,1024.77,12.73,71.67,34.67,7.920000000000001,0.0,8.7,15.4,55.0,83.0,6.700000000000001,50.427178892515165,85.64497854580848,1.0
2002-07-29,1025.53,11.73,73.33,4.67,6.012,0.0,6.7,18.9,45.0,92.0,12.2,48.98099332991281,88.39247124903292,3.0
2002-08-03,1020.33,13.27,89.67,17.0,4.212,32.4,10.6,16.8,77.0,97.0,6.200000000000001,53.494502757409194,70.61674859869836,5.0
2002-08-09,1015.53,17.53,84.33,22.67,19.08,42.0,17.3,18.0,64.0,98.0,0.6999999999999993,59.59437022103697,68.0155286244954,1.0
2002-08-11,1019.77,15.33,75.33,10.67,2.52,0.0,11.2,22.2,53.0,90.0,11.0,59.22915224052043,76.52242646402172,4.0
2002-08-12,1018.1,17.4,80.67,16.67,3.6,0.0,14.8,22.0,64.0,90.0,7.199999999999999,62.97318226766582,70.34200250148172,2.0
2002-08-14,1022.3,14.43,82.33,14.0,3.6,11.2,12.2,16.4,62.0,95.0,4.199999999999999,56.45969303318675,74.00275109959144,2.0
2002-09-05,1014.93,18.53,67.0,19.67,7.092,0.0,13.6,28.0,34.0,84.0,14.4,64.2016600714992,75.38054491002629,1.0
2002-09-11,1017.5,18.33,92.0,10.67,7.452,31.4,17.8,19.0,90.0,95.0,1.1999999999999993,63.639827515231964,62.72801100692409,1.0
2002-09-14,1016.2,16.7,67.33,18.33,4.428,0.0,15.0,19.9,54.0,78.0,4.899999999999999,61.004517977396695,77.57307853127189,1.0
2002-09-16,1019.07,17.23,78.67,15.33,4.428,0.0,12.8,22.5,68.0,86.0,9.7,62.18603441409649,71.64020606485704,3.0
2002-09-19,1007.93,20.13,90.67,12.33,7.092,60.8,19.6,21.0,84.0,96.0,1.3999999999999986,67.90759178846719,65.06187245901437,3.0
2002-09-22,1019.43,15.43,61.67,30.33,4.32,0.0,12.2,20.8,41.0,80.0,8.600000000000001,58.23136342421571,81.79524857815079,0.0
2002-09-29,1015.0,21.13,78.0,15.33,3.492,0.7,19.4,22.2,71.0,87.0,2.8000000000000007,71.19286383619873,71.56880631183992,1.0
2002-09-30,1013.73,17.2,95.33,13.67,4.32,30.6,17.0,17.4,93.0,98.0,0.3999999999999986,62.16943158661733,59.93238432028866,4.0
2002-10-03,1009.7,23.6,74.0,12.33,11.16,53.5,21.5,26.8,65.0,84.0,5.300000000000001,75.48706645993283,75.75425552377602,4.0
2002-10-05,1011.5,21.67,90.67,10.67,4.32,3.3,21.2,22.4,88.0,93.0,1.1999999999999993,72.11472236963161,67.73456636679288,2.0
2002-10-13,1014.4,27.0,64.33,12.33,4.932,0.0,22.8,32.7,50.0,74.0,9.900000000000002,83.93358638527971,83.1252906553899,4.0
2002-10-15,1012.6,27.93,66.67,23.0,4.932,0.0,24.8,32.0,55.0,79.0,7.199999999999999,86.02478163628115,86.20506674625463,2.0
2002-10-27,1013.2,22.13,85.0,9.0,2.988,0.0,20.6,24.8,77.0,92.0,4.199999999999999,73.55325137718953,70.68464313466988,5.0
2002-11-10,1009.0,19.87,88.0,24.33,9.107999999999999,20.7,18.6,21.8,74.0,96.0,3.1999999999999997,66.87444920508017,66.20227070191194,4.0
2002-11-14,1013.97,25.93,62.33,27.0,6.84,0.0,21.9,30.6,55.0,74.0,8.700000000000003,81.36060901753399,80.48194864815795,0.0
2002-11-17,1009.3,27.73,61.33,12.33,5.508,0.0,24.5,32.4,53.0,73.0,7.899999999999999,85.55590386384401,84.54871814807996,4.0
2002-11-21,1015.77,22.2,86.33,19.67,7.308,1.6,20.6,23.2,76.0,97.0,2.599999999999998,72.6647957941274,70.40720767054275,7.0
2002-11-22,1022.6,21.63,66.0,9.33,11.16,0.0,18.6,24.5,59.0,77.0,5.899999999999999,70.74665262869058,74.95651117254306,1.0
2002-11-25,1007.33,26.87,74.33,18.0,3.6,0.4,25.6,28.6,70.0,81.0,3.0,83.74178262137521,84.16387807339525,2.0
2002-11-30,1009.83,26.13,78.67,17.0,7.452,0.3,22.4,30.2,68.0,88.0,7.800000000000001,81.78053826534213,82.14740345860093,2.0
2002-12-05,1009.8,25.93,86.33,6.0,6.12,9.4,22.2,30.8,74.0,96.0,8.600000000000001,81.41838068856762,81.93221722042554,2.0
2002-12-06,1009.03,25.83,83.0,18.0,5.508,37.1,22.2,28.5,65.0,95.0,6.300000000000001,81.24529150076725,81.36132081454554,2.0
2002-12-08,1015.03,22.07,67.67,16.67,12.96,2.4,20.6,23.4,58.0,86.0,2.799999999999997,71.59931241215745,74.8909438970032,3.0
2002-12-10,1019.27,24.07,64.67,9.0,9.972,0.0,21.0,27.4,56.0,75.0,6.399999999999999,76.72399064818175,77.33330245303185,2.0
2002-12-16,1008.33,27.8,72.0,16.67,6.84,0.0,24.8,33.0,52.0,87.0,8.2,85.67899119829856,86.95895669046429,1.0
2002-12-17,1012.53,26.4,68.33,30.0,7.308,0.0,25.6,28.0,62.0,77.0,2.3999999999999986,82.4170681514011,82.03632853862192,1.0
2002-12-23,1007.17,23.83,87.67,19.67,13.068,11.1,21.9,27.0,75.0,95.0,5.100000000000001,75.8807751411068,74.28746458365119,4.0
2002-12-30,1010.77,28.47,71.67,13.67,4.32,0.0,26.1,32.9,62.0,79.0,6.799999999999997,87.24402378450793,89.36538499151577,5.0
2003-01-05,1006.97,27.33,70.0,20.0,8.028,0.0,25.4,31.0,56.0,79.0,5.600000000000001,84.55187555143317,84.96593808287894,1.0
2003-01-08,1014.4,26.0,64.0,12.0,6.12,0.0,22.6,31.4,52.0,70.0,8.799999999999997,81.57856132087542,80.7331647336002,1.0
2003-01-09,1011.17,28.47,66.0,15.33,8.028,0.0,24.6,33.6,50.0,81.0,9.0,87.21969998763129,87.79541764959427,3.0
2003-01-13,1014.33,26.8,61.0,18.33,6.12,0.0,23.6,31.0,47.0,75.0,7.399999999999999,83.40919711867917,82.21684881955187,3.0
2003-01-16,1013.37,28.2,59.33,13.67,6.12,0.0,24.2,33.0,48.0,68.0,8.8,86.61280976483567,85.40609808857363,2.0
2003-01-30,1013.67,27.67,65.67,13.67,4.32,0.0,23.6,33.4,52.0,80.0,9.799999999999995,85.46410597099307,85.20265611374981,2.0
2003-02-03,1015.57,29.2,69.33,17.0,9.972,0.7,26.0,34.8,49.0,83.0,8.799999999999997,88.95042671293967,91.46949735910925,1.0
2003-02-04,1012.8,31.8,62.33,15.0,5.652,0.0,28.8,37.4,39.0,75.0,8.599999999999998,94.80453169894281,99.1519246139371,2.0
2003-02-06,1008.73,29.53,65.0,25.67,7.452,0.0,28.0,32.6,61.0,68.0,4.600000000000001,89.6880275666722,91.20831728560448,3.0
2003-02-07,1010.63,29.77,73.67,27.33,5.508,5.6,26.2,33.6,59.0,90.0,7.400000000000002,90.18414029577906,95.62975658191463,2.0
2003-02-09,1013.83,25.4,90.67,13.67,2.988,16.0,24.6,25.8,88.0,93.0,1.1999999999999993,80.62147457917092,79.82618251436978,3.0
2003-02-11,1008.9,26.93,78.67,16.67,4.32,0.0,25.6,29.4,61.0,89.0,3.799999999999997,83.81768199349182,85.04068566259669,2.0
2003-02-16,1007.83,24.83,76.67,28.67,4.212,15.1,21.4,27.1,66.0,93.0,5.700000000000003,79.1626191359004,78.21147241653402,5.0
2003-03-06,1012.47,28.67,74.67,15.33,4.932,0.0,25.4,34.4,54.0,86.0,9.0,87.68874344890595,91.09979586990998,4.0
2003-03-07,1012.3,27.17,83.0,18.0,4.32,2.1,24.5,30.2,69.0,96.0,5.699999999999999,84.35165733754627,86.78997759804946,4.0
2003-03-10,1008.97,28.57,72.0,12.33,5.508,0.0,25.8,32.4,57.0,83.0,6.599999999999998,87.46164827699373,89.85278659654836,3.0
2003-04-15,1021.37,21.8,68.0,25.67,3.6,0.0,18.4,27.4,50.0,78.0,9.0,72.62279594837558,74.65483707404795,3.0
2003-04-17,1016.6,22.8,73.67,7.67,2.4120000000000004,0.0,18.6,29.4,48.0,91.0,10.799999999999995,75.20805636944345,74.54074533707858,1.0
2003-04-22,1020.07,23.33,72.0,10.67,3.132,0.0,19.2,30.8,55.0,82.0,11.6,76.10491292093971,75.5718185822905,6.0
2003-04-26,1016.9,21.27,92.67,10.67,3.6,4.1,20.6,22.6,91.0,94.0,2.0,71.46045611865372,66.01677266924601,3.0
2003-04-30,1014.63,20.63,92.0,4.67,1.8,15.7,19.4,22.4,88.0,96.0,3.0,70.96489911634157,65.11203704459297,3.0
2003-05-01,1015.4,21.07,85.0,27.33,8.028,8.0,20.1,22.3,70.0,95.0,2.1999999999999997,69.90224312108221,68.95840920648435,2.0
2003-05-02,1020.23,17.93,70.0,21.33,9.251999999999999,0.0,15.0,20.8,50.0,80.0,5.800000000000001,62.2524502807918,74.91926288395564,2.0
2003-05-10,1024.5,18.23,80.0,10.67,4.212,0.0,15.2,24.0,55.0,96.0,8.8,64.50781220700404,70.15047067632055,6.0
2003-05-18,1017.57,22.4,76.67,19.67,5.508,0.0,20.9,25.0,61.0,86.0,4.100000000000001,73.4635018137392,73.37247924026254,0.0
2003-05-23,1006.17,18.87,83.67,28.67,12.348,28.4,17.6,19.8,62.0,96.0,2.1999999999999997,63.89913444852425,68.04609501448945,4.0
2003-05-25,1012.27,13.07,65.67,32.0,22.788,0.0,11.0,15.2,56.0,73.0,4.199999999999999,47.716470438058195,87.01522997332088,0.0
2003-05-28,1023.33,13.2,78.67,16.67,2.988,0.0,9.2,19.8,54.0,97.0,10.6,54.250733580952804,79.96861994660192,4.0
2003-07-16,1025.67,14.43,77.33,10.67,2.52,5.7,11.7,16.0,48.0,98.0,4.300000000000001,57.309004743928206,77.4178691097392,5.0
2003-07-20,1013.53,22.8,69.33,22.67,4.932,0.0,18.2,30.4,41.0,87.0,12.2,74.489478800112,75.26637459925036,3.0
2003-08-02,1021.77,18.03,79.33,12.0,1.1880000000000002,0.0,12.5,26.4,53.0,96.0,13.9,66.2148709316128,70.61351803554504,6.0
2003-08-03,1021.47,19.0,85.33,15.0,4.32,0.0,16.0,21.2,77.0,98.0,5.199999999999999,66.17424666702576,67.15075616284759,5.0
2003-08-05,1009.27,20.63,71.33,19.67,4.932,0.7,19.1,22.0,67.0,78.0,2.8999999999999986,69.61002321444198,73.36227425487493,1.0
2003-08-07,1017.5,14.3,61.0,32.0,20.412,0.0,11.7,17.5,49.0,68.0,5.800000000000001,51.230358809270605,84.71173905355197,3.0
2003-08-09,1023.4,11.27,71.67,21.33,11.052,0.0,8.6,13.6,62.0,77.0,5.0,45.852224000745,91.07698611821054,5.0
2003-08-13,1022.77,15.17,73.67,4.67,1.8,0.0,10.0,22.5,45.0,92.0,12.5,59.60640879604368,77.76047466481435,1.0
2003-08-17,1026.13,12.67,63.0,28.67,9.828,0.0,8.5,16.6,44.0,80.0,8.100000000000001,49.60120090892293,89.11418579940946,0.0
2003-08-24,1015.3,15.33,92.67,19.67,3.708,38.2,13.0,19.0,88.0,95.0,6.0,58.36547742810681,63.59914208301798,2.0
2003-08-25,1025.27,12.17,75.0,28.67,4.932,11.2,10.6,14.5,53.0,95.0,3.9,50.58689222146124,85.79024019699716,3.0
2003-08-28,1030.6,10.73,77.33,25.67,3.6,0.0,9.4,12.7,76.0,79.0,3.299999999999999,48.345245165317195,90.03834336839002,4.0
2003-08-29,1030.7,13.5,78.33,18.0,10.44,4.699999999999999,11.3,16.0,60.0,92.0,4.699999999999999,51.39089196591951,79.2968164220149,4.0
2003-09-01,1026.2,13.17,83.33,9.0,4.32,0.1,9.4,18.7,65.0,97.0,9.3,53.20309560103624,76.57304949282134,2.0
2003-10-05,1014.2,21.03,87.67,19.67,3.6,14.7,19.2,23.9,80.0,94.0,4.699999999999999,70.93411355425137,67.79303665276373,3.0
2003-10-08,1009.1,25.33,68.67,19.67,8.028,0.0,18.2,33.6,49.0,88.0,15.400000000000002,79.87148180371722,79.47937717585728,2.0
2003-10-15,1025.17,20.43,73.67,10.67,4.932,0.0,16.3,25.8,66.0,85.0,9.5,69.16030380562447,72.59705751316332,2.0
2003-10-17,1015.67,24.77,55.33,22.67,6.12,0.0,19.1,32.6,31.0,79.0,13.5,78.76395878175221,78.43809354542819,1.0
2003-10-20,1017.2,20.07,76.67,18.33,7.452,0.0,18.6,22.2,65.0,88.0,3.599999999999998,67.68660145179501,71.45182912317301,3.0
2003-10-23,1016.73,21.67,48.0,10.67,5.508,0.0,18.2,27.4,36.0,58.0,9.2,71.80731916897815,76.95684210298245,2.0
2003-10-25,1011.63,22.2,84.67,6.0,8.64,78.6,19.8,26.2,60.0,97.0,6.399999999999999,72.45306038124511,70.9203282833234,4.0
2003-10-29,1020.37,21.73,74.67,13.67,11.052,0.0,17.6,25.8,65.0,80.0,8.2,71.00119760596436,73.08079668409648,2.0
2003-11-01,1018.2,18.87,90.33,18.33,9.251999999999999,52.0,14.8,21.4,85.0,96.0,6.599999999999998,64.478603232447,64.1019846777304,4.0
2003-11-08,1013.87,24.47,65.0,7.67,3.132,0.0,19.8,29.8,48.0,83.0,10.0,78.57805079207569,77.90855789277208,1.0
2003-11-09,1012.5,23.23,78.67,19.67,5.4,0.0,21.0,26.0,74.0,82.0,5.0,75.36638968783146,74.35394428249266,3.0
2003-11-13,1010.63,18.63,84.33,31.67,11.772,30.8,15.6,21.1,64.0,96.0,5.500000000000002,63.416726615625066,67.67255772993597,4.0
2003-11-24,1009.63,24.57,78.0,6.0,3.708,20.3,21.3,28.6,61.0,93.0,7.300000000000001,78.67672808941315,77.47328611572186,2.0
2003-11-25,1010.0,22.6,86.67,18.33,4.212,3.5,21.2,25.4,78.0,92.0,4.199999999999999,74.21107073416727,71.1836206926692,1.0
2003-11-27,1007.73,25.63,80.0,21.0,4.32,0.1,24.2,28.4,64.0,89.0,4.199999999999999,80.92531554653016,80.54359542484377,3.0
2003-12-01,1008.47,25.2,72.33,19.67,6.732,0.3,23.2,28.2,64.0,77.0,5.0,79.6853636786445,79.21252439949595,2.0
2003-12-09,1006.6,19.97,67.0,23.0,20.88,31.1,18.2,22.8,41.0,96.0,4.600000000000001,65.56968158070859,74.57817900321022,3.0
2003-12-13,1015.17,21.23,70.0,13.67,4.932,0.0,18.9,24.0,65.0,73.0,5.100000000000001,70.95918144089453,73.91843774495408,1.0
2003-12-15,1009.8,21.83,95.33,9.0,6.12,55.0,21.0,22.9,95.0,96.0,1.8999999999999984,72.03637222482351,66.21072053704306,3.0
2003-12-19,1019.5,25.63,62.0,4.67,3.132,0.0,21.2,31.0,49.0,75.0,9.8,81.09457704691584,79.88571951048266,4.0
2003-12-20,1016.37,24.37,82.33,27.0,5.508,1.0,23.4,25.7,79.0,85.0,2.3000000000000007,77.93292621124512,76.58914802015245,0.0
2003-12-27,1012.73,26.67,63.0,7.67,6.84,0.0,22.0,32.2,49.0,77.0,10.200000000000005,83.06948752756915,82.14736803896142,3.0
2004-01-04,1015.13,25.4,58.0,19.67,7.920000000000001,0.0,21.3,30.4,40.0,75.0,9.099999999999998,80.0439711379812,79.3458984160321,3.0
2004-01-07,1011.0,29.4,61.67,21.33,7.812,0.0,26.4,34.3,47.0,70.0,7.899999999999999,89.39225859838638,89.63293615701916,0.0
2004-01-10,1007.67,28.1,72.33,14.0,10.332,0.0,25.0,31.6,59.0,84.0,6.600000000000001,86.32459297897057,88.13849186873223,3.0
2004-01-16,1012.4,26.47,67.67,15.33,9.360000000000001,1.6,24.7,29.5,52.0,78.0,4.800000000000001,82.47215187838384,82.15375648983742,2.0
2004-01-19,1013.8,24.6,72.67,15.33,9.251999999999999,0.3,22.8,27.7,61.0,79.0,4.899999999999999,78.04866324625996,77.83741642489376,1.0
2004-01-26,1009.3,27.4,71.33,9.0,5.292,0.0,25.2,30.7,57.0,82.0,5.5,84.8166179351941,85.43730889388253,3.0
2004-01-30,1011.17,26.7,74.0,15.33,2.988,10.4,21.8,32.4,50.0,96.0,10.599999999999998,83.43147157078434,83.55621700668392,1.0
2004-02-10,1018.3,25.47,68.0,10.67,10.332,0.0,22.7,29.5,56.0,76.0,6.800000000000001,80.03753281108334,79.7717658431968,4.0
2004-02-14,1007.07,26.1,77.33,12.0,0.6120000000000001,15.4,23.8,28.2,69.0,90.0,4.399999999999999,82.73765423512778,81.94281992784734,2.0
2004-02-20,1014.4,23.73,67.67,15.33,4.572,0.0,21.9,27.3,56.0,80.0,5.400000000000002,76.64810381503247,76.64071543522786,2.0
2004-03-01,1012.33,23.83,66.0,14.0,6.588,0.0,21.3,27.7,53.0,76.0,6.399999999999999,76.54567319294819,76.91664675110464,2.0
2004-03-14,1011.87,25.1,76.67,22.67,8.028,0.0,22.4,30.4,57.0,88.0,8.0,79.33323652272989,78.92787225717328,2.0
2004-03-15,1011.8,25.03,79.67,13.67,4.788,0.8,23.2,27.3,73.0,84.0,4.100000000000001,79.52336190435028,78.6689108941906,3.0
2004-03-20,1013.87,21.47,83.33,15.0,4.572,2.9000000000000004,20.3,23.3,76.0,88.0,3.0,71.59705463000623,70.13960939614924,5.0
2004-03-23,1019.83,22.17,72.0,7.67,2.988,0.0,19.7,26.8,56.0,81.0,7.100000000000001,73.63971282308533,74.12578378500258,2.0
2004-03-30,1015.33,25.57,75.0,9.0,7.812,0.0,23.4,29.8,59.0,84.0,6.400000000000002,80.44967589951526,80.21343071877003,2.0
2004-04-02,1012.37,24.67,81.67,22.67,4.428,0.0,22.0,28.8,65.0,93.0,6.800000000000001,78.77185005380709,77.51470837770559,3.0
2004-04-04,1013.77,25.37,79.33,9.0,5.148,0.0,23.2,29.1,65.0,89.0,5.900000000000002,80.24262820925404,79.70095319685676,2.0
2004-04-08,1013.43,25.67,75.33,13.67,3.132,0.0,23.2,28.8,60.0,87.0,5.600000000000001,81.18135381432413,80.50833895281603,2.0
2004-04-12,1010.9,26.57,69.0,10.67,1.9080000000000001,0.0,22.8,32.5,48.0,87.0,9.7,83.30292453777966,82.56436567251178,1.0
2004-04-13,1013.67,27.97,60.33,18.33,5.867999999999999,0.0,24.4,33.5,43.0,71.0,9.1,86.09207754296342,84.99541735467594,0.0
2004-04-25,1020.43,16.87,61.67,22.67,7.092,0.0,14.5,20.1,48.0,74.0,5.600000000000001,60.35675591514494,79.01544083829424,1.0
2004-04-28,1020.73,20.13,76.33,4.67,2.988,0.0,15.3,27.5,51.0,92.0,12.2,69.23017908239967,71.59474726731773,3.0
2004-04-30,1014.97,19.63,81.0,13.67,3.3480000000000003,16.2,17.3,24.0,62.0,94.0,6.699999999999999,67.97604079040286,69.5218014509482,4.0
