obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
3,17.0,16.6,17.53,18.2,18.2,1.1999999999999993,1.5999999999999979,87.0,94.67,99.0,19.0,1018.4,4.67,0.23
6,16.9,16.4,17.87,19.5,20.2,2.6000000000000014,3.8000000000000007,90.0,96.33,100.0,12.1,1019.67,3.0,0.23
12,17.8,17.5,19.2,21.2,22.4,3.3999999999999986,4.899999999999999,80.0,90.0,96.0,0.1,1015.4,15.33,0.2
8,11.6,11.2,15.1,19.0,19.0,7.4,7.800000000000001,71.0,86.67,95.0,15.8,1017.03,28.67,3.73
6,9.2,7.5,10.67,11.6,12.5,2.4000000000000004,5.0,73.0,79.0,84.0,0.0,1021.3,28.67,1.9
9,9.8,7.6,11.7,14.7,16.8,4.899999999999999,9.200000000000001,67.0,80.67,91.0,0.0,1020.7,6.0,0.77
5,9.0,6.0,12.9,18.1,19.6,9.100000000000001,13.600000000000001,57.0,76.33,89.0,0.0,1020.17,30.33,0.73
4,10.4,8.5,13.6,18.2,18.8,7.799999999999999,10.3,58.0,78.67,96.0,0.0,1016.7,0.0,0.0
4,13.4,10.8,15.33,18.4,19.6,4.999999999999998,8.8,66.0,76.0,86.0,0.0,1020.2,15.33,1.1
4,13.0,12.0,15.6,20.8,22.0,7.800000000000001,10.0,67.0,81.67,92.0,0.0,1017.9,12.33,0.97
7,15.9,13.9,17.83,21.2,22.6,5.299999999999999,8.700000000000001,66.0,83.33,92.0,0.0,1015.27,12.33,0.83
4,13.2,10.3,17.07,23.6,24.2,10.400000000000002,13.899999999999999,46.0,72.67,87.0,0.0,1016.27,24.33,2.03
8,17.8,14.2,20.4,23.6,24.4,5.800000000000001,10.2,55.0,63.33,71.0,0.0,1016.6,23.0,1.13
2,14.4,9.4,17.43,23.2,23.6,8.799999999999999,14.200000000000001,46.0,60.33,72.0,0.0,1020.27,12.33,0.87
9,17.5,16.0,21.77,28.0,28.8,10.5,12.8,58.0,83.0,96.0,0.0,1020.37,16.67,0.43
11,18.2,17.0,23.23,29.1,29.1,10.900000000000002,12.100000000000001,53.0,77.67,94.0,0.0,1017.87,16.67,0.27
6,19.4,18.9,23.8,29.3,29.4,9.900000000000002,10.5,55.0,75.67,89.0,0.0,1017.1,12.0,0.53
5,22.0,19.5,24.6,28.6,29.4,6.600000000000001,9.899999999999999,59.0,71.33,79.0,0.0,1017.9,27.0,1.03
5,19.3,18.5,23.77,28.2,28.6,8.899999999999999,10.100000000000001,59.0,75.33,90.0,0.0,1018.93,22.67,1.1
10,19.4,19.0,23.27,28.4,29.0,9.0,10.0,64.0,82.33,95.0,0.0,1019.47,0.0,0.0
11,18.2,17.0,22.67,27.4,27.8,9.2,10.8,56.0,79.33,97.0,0.0,1016.93,13.67,0.2
2,17.4,15.0,21.6,27.6,27.6,10.200000000000003,12.600000000000001,56.0,72.33,87.0,0.0,1016.93,28.67,0.5
4,18.3,16.3,20.43,23.2,23.8,4.899999999999999,7.5,74.0,84.67,93.0,0.0,1019.27,4.67,0.53
11,15.5,14.5,19.37,24.0,24.8,8.5,10.3,69.0,85.33,95.0,0.0,1017.03,16.67,0.6
8,19.4,18.7,22.43,27.5,27.6,8.100000000000001,8.900000000000002,59.0,79.33,90.0,0.1,1014.17,18.0,0.33
8,18.3,18.0,20.9,22.6,22.9,4.300000000000001,4.899999999999999,74.0,80.0,91.0,1.3,1014.7,12.0,0.23
3,16.8,16.5,17.73,18.4,19.4,1.5999999999999979,2.8999999999999986,91.0,93.33,95.0,2.4,1012.97,12.0,0.43
7,16.6,16.0,18.07,19.0,19.2,2.3999999999999986,3.1999999999999993,83.0,86.67,92.0,12.8,1015.5,16.67,3.2
6,17.0,16.5,19.2,22.4,22.8,5.399999999999999,6.300000000000001,77.0,87.33,96.0,1.6,1019.4,9.0,2.2
9,18.0,17.0,19.47,21.4,21.8,3.3999999999999986,4.800000000000001,82.0,91.33,96.0,4.5,1017.4,16.67,0.7
7,17.6,17.0,19.03,20.1,20.1,2.5,3.1000000000000014,89.0,92.33,96.0,0.1,1014.83,13.67,0.27
5,17.0,16.7,18.6,20.3,21.4,3.3000000000000007,4.699999999999999,79.0,88.67,95.0,0.0,1012.3,21.33,1.4
10,15.0,14.0,16.33,18.4,18.4,3.3999999999999986,4.399999999999999,80.0,85.67,89.0,2.4,1013.67,16.67,0.2
11,10.4,10.0,12.97,14.3,14.9,3.9000000000000004,4.9,58.0,76.33,91.0,0.0,1019.83,24.33,2.73
11,8.5,7.7,11.23,14.8,15.8,6.300000000000001,8.100000000000001,56.0,70.33,80.0,0.0,1027.8,9.0,0.23
3,9.0,6.6,10.93,14.6,15.4,5.6,8.8,52.0,77.0,97.0,0.0,1028.53,12.33,0.2
4,11.0,8.4,14.23,19.9,20.4,8.899999999999999,11.999999999999998,68.0,84.67,96.0,0.0,1024.4,13.67,0.33
5,10.8,9.5,14.63,18.9,19.6,8.099999999999998,10.100000000000001,67.0,83.33,96.0,0.0,1023.7,13.67,0.6
11,10.2,9.0,14.43,20.3,20.8,10.100000000000001,11.8,65.0,84.0,97.0,0.0,1021.3,6.0,0.33
7,15.0,14.5,16.53,18.4,19.2,3.3999999999999986,4.699999999999999,84.0,89.33,95.0,8.8,1017.5,16.67,0.2
8,15.5,15.1,18.03,22.0,23.8,6.5,8.700000000000001,76.0,88.67,97.0,0.0,1014.03,0.0,0.0
4,16.5,15.5,19.43,23.4,23.8,6.899999999999999,8.3,74.0,85.33,94.0,0.7,1014.6,21.0,0.2
4,17.4,17.0,20.6,24.8,24.8,7.400000000000002,7.800000000000001,68.0,83.67,96.0,0.0,1016.27,12.0,0.33
4,18.3,17.8,20.27,22.9,23.8,4.599999999999998,6.0,78.0,90.0,98.0,0.0,1018.37,3.0,0.87
9,15.0,14.0,19.93,27.0,27.8,12.0,13.8,64.0,83.67,95.0,0.0,1017.67,18.0,1.33
10,21.5,20.0,24.17,29.2,29.3,7.699999999999999,9.3,56.0,74.67,90.0,0.0,1012.83,33.0,0.6
7,20.0,18.7,22.97,26.1,26.5,6.100000000000001,7.800000000000001,64.0,78.67,89.0,0.0,1011.17,12.33,0.6
8,15.0,13.4,17.0,20.6,20.6,5.600000000000001,7.200000000000001,92.0,93.67,95.0,8.700000000000001,1015.17,17.0,1.17
10,10.0,10.0,12.37,13.6,13.7,3.5999999999999996,3.6999999999999993,68.0,80.67,95.0,4.4,1023.87,22.67,2.4
4,6.0,5.5,9.6,12.2,13.0,6.199999999999999,7.5,59.0,74.67,86.0,0.0,1030.47,27.0,2.33
8,9.5,9.0,13.73,19.5,19.8,10.0,10.8,52.0,78.33,97.0,0.0,1034.03,7.67,1.53
9,10.3,9.6,15.13,20.9,21.6,10.599999999999998,12.000000000000002,58.0,74.0,88.0,0.0,1031.67,6.0,0.97
13,11.6,10.5,16.53,22.8,23.4,11.200000000000001,12.899999999999999,53.0,77.67,93.0,0.0,1028.3,16.67,0.43
14,12.4,11.0,17.13,23.0,23.2,10.6,12.2,53.0,77.67,95.0,0.0,1026.17,6.0,0.1
13,11.2,10.6,17.2,23.0,23.2,11.8,12.6,57.0,77.33,97.0,0.0,1024.83,1.67,0.43
7,13.4,12.5,18.33,25.2,26.0,11.799999999999999,13.5,55.0,77.33,94.0,0.0,1021.67,16.67,1.07
6,15.6,13.0,20.57,26.9,27.0,11.299999999999999,14.0,46.0,71.67,87.0,0.0,1019.33,19.67,0.63
7,16.3,14.5,20.87,26.6,26.8,10.3,12.3,49.0,66.33,81.0,0.0,1014.17,10.67,0.7
8,18.0,17.8,20.3,21.8,21.8,3.8000000000000007,4.0,69.0,81.67,95.0,17.2,1007.4,9.33,0.5
12,13.2,12.2,15.87,18.6,18.6,5.400000000000002,6.400000000000002,75.0,86.0,93.0,11.1,1010.7,29.0,2.53
9,9.2,8.8,11.73,13.6,14.0,4.4,5.199999999999999,48.0,74.0,92.0,0.1,1018.97,28.67,3.3
6,5.2,3.7,9.4,12.6,13.0,7.3999999999999995,9.3,56.0,66.0,84.0,0.0,1026.07,24.33,1.0
5,4.4,1.8,9.67,17.6,18.2,13.200000000000001,16.4,48.0,76.67,97.0,0.0,1025.8,4.67,0.1
2,8.1,6.3,10.27,11.4,13.5,3.3000000000000007,7.2,83.0,89.0,95.0,3.9,1020.3,4.67,0.1
8,7.2,6.5,10.77,15.1,15.8,7.8999999999999995,9.3,48.0,74.67,97.0,0.0,1021.9,27.0,1.53
8,9.0,7.4,11.03,14.1,16.8,5.1,9.4,63.0,75.67,86.0,0.0,1020.6,19.67,2.43
13,8.2,7.0,12.57,18.7,19.6,10.5,12.600000000000001,58.0,80.33,96.0,0.0,1025.03,0.0,0.0
10,8.8,7.0,14.17,21.7,22.2,12.899999999999999,15.2,52.0,78.33,96.0,0.0,1021.67,0.0,0.0
9,11.6,10.0,17.73,26.2,26.6,14.6,16.6,57.0,75.33,95.0,0.0,1019.7,9.33,0.97
8,17.2,14.9,22.97,31.7,32.2,14.5,17.300000000000004,44.0,68.33,88.0,0.0,1015.87,16.67,0.93
7,20.2,18.5,25.1,31.3,31.6,11.100000000000001,13.100000000000001,34.0,57.33,69.0,0.0,1015.07,1.67,1.0
9,18.9,17.0,24.5,30.4,30.8,11.5,13.8,44.0,58.33,73.0,0.0,1016.13,24.0,0.6
8,17.2,15.0,23.5,30.3,30.4,13.100000000000001,15.399999999999999,39.0,62.33,81.0,0.0,1016.43,22.67,0.93
4,18.7,16.0,23.47,30.1,30.1,11.400000000000002,14.100000000000001,38.0,60.33,74.0,0.0,1017.2,10.67,0.17
9,18.4,15.7,23.07,30.2,30.8,11.8,15.100000000000001,39.0,61.33,75.0,0.0,1017.3,12.0,0.1
12,18.5,15.5,23.5,30.4,30.6,11.899999999999999,15.100000000000001,38.0,59.67,72.0,0.0,1017.07,22.67,1.47
7,14.8,13.6,18.6,24.4,24.4,9.599999999999998,10.799999999999999,56.0,72.0,83.0,0.0,1018.87,21.33,4.53
13,8.3,8.1,10.3,12.6,13.3,4.299999999999999,5.200000000000001,66.0,78.67,92.0,13.5,1030.2,19.67,0.9
8,13.0,12.9,15.13,18.2,19.0,5.199999999999999,6.1,58.0,73.33,84.0,0.5,1027.2,16.67,3.07
10,14.2,12.7,15.67,18.4,19.6,4.199999999999999,6.900000000000002,69.0,82.33,89.0,0.39999999999999997,1024.77,19.67,1.57
12,13.6,12.6,15.67,19.0,19.4,5.4,6.799999999999999,63.0,78.67,87.0,0.0,1022.23,7.67,1.2
6,11.6,10.4,15.47,22.2,23.8,10.6,13.4,62.0,84.33,98.0,0.1,1019.2,7.67,0.5
8,13.0,12.0,18.33,25.6,26.8,12.600000000000001,14.8,55.0,80.33,97.0,0.1,1016.57,13.67,0.43
6,16.7,14.2,19.63,22.6,25.1,5.900000000000002,10.900000000000002,68.0,79.0,93.0,0.0,1019.9,4.67,1.1
8,15.1,15.2,19.3,27.4,28.4,12.299999999999999,13.2,49.0,78.67,94.0,0.0,1017.73,10.67,0.97
9,18.4,16.1,22.13,27.8,30.3,9.400000000000002,14.2,54.0,71.67,82.0,0.0,1012.37,12.33,2.1
9,15.0,14.8,16.1,17.5,17.5,2.5,2.6999999999999993,79.0,88.0,94.0,10.0,1021.03,7.67,1.6
8,16.7,16.0,18.43,21.0,21.4,4.300000000000001,5.399999999999999,78.0,87.67,95.0,0.0,1023.77,13.67,2.5
15,17.6,17.0,20.13,25.0,26.6,7.399999999999999,9.600000000000001,67.0,85.67,96.0,16.8,1014.07,4.67,0.43
8,19.2,17.2,21.63,24.7,31.0,5.5,13.8,62.0,79.33,89.0,0.0,1009.37,15.0,2.27
6,9.7,8.0,12.23,15.4,17.0,5.700000000000001,9.0,57.0,74.0,90.0,0.0,1022.17,30.33,1.43
6,9.8,6.8,14.13,20.6,21.0,10.8,14.2,57.0,72.33,84.0,0.0,1019.47,10.67,0.87
9,12.4,9.5,17.9,27.1,28.0,14.700000000000001,18.5,40.0,73.0,94.0,0.0,1012.4,1.67,0.53
10,16.8,16.2,18.6,21.2,22.7,4.399999999999999,6.5,64.0,82.0,92.0,23.9,1007.97,12.33,1.3
9,12.2,12.0,14.33,17.5,17.5,5.300000000000001,5.5,92.0,94.67,97.0,51.3,1008.8,19.67,1.27
4,12.4,11.2,12.6,13.0,13.6,0.5999999999999996,2.4000000000000004,86.0,88.67,93.0,10.399999999999999,1018.73,20.0,1.97
2,13.5,12.7,15.23,18.6,19.6,5.100000000000001,6.900000000000002,67.0,86.67,98.0,0.0,1023.13,7.67,1.1
8,13.3,12.0,15.97,20.8,21.3,7.5,9.3,60.0,82.67,95.0,0.0,1023.7,6.0,1.2
15,16.0,15.8,17.33,19.6,20.2,3.6000000000000014,4.399999999999999,67.0,76.0,83.0,0.0,1018.5,9.33,1.77
6,16.7,16.6,17.83,18.8,20.0,2.1000000000000014,3.3999999999999986,78.0,84.33,96.0,2.5,1013.0,13.67,1.2
8,10.8,10.3,15.2,18.2,19.0,7.399999999999999,8.7,57.0,78.67,93.0,0.1,1018.67,32.0,1.2
5,10.8,9.8,15.07,22.8,23.0,12.0,13.2,63.0,81.0,94.0,0.1,1017.97,7.67,0.47
7,15.4,14.0,19.67,27.0,27.6,11.6,13.600000000000001,63.0,83.0,98.0,0.1,1017.2,12.0,0.23
8,18.1,17.0,23.73,31.5,31.6,13.399999999999999,14.600000000000001,41.0,70.0,89.0,0.0,1016.3,13.67,0.37
9,18.3,17.0,22.5,27.8,28.4,9.5,11.399999999999999,44.0,68.0,83.0,0.0,1013.6,24.0,0.63
4,15.1,14.6,17.07,19.6,19.6,4.500000000000002,5.000000000000002,83.0,91.33,97.0,9.8,1015.97,12.33,1.43
6,11.2,10.8,13.43,14.6,15.2,3.4000000000000004,4.399999999999999,65.0,79.33,95.0,9.5,1021.63,21.0,1.3
6,7.8,6.4,12.0,16.8,17.2,9.0,10.799999999999999,60.0,80.67,100.0,0.0,1025.03,4.67,0.1
11,9.1,7.6,14.77,23.8,24.4,14.700000000000001,16.799999999999997,56.0,80.0,96.0,0.0,1021.33,15.33,0.7
8,15.6,13.3,17.8,21.2,21.5,5.6,8.2,78.0,88.0,93.0,0.1,1018.5,10.67,0.27
18,12.2,11.2,14.73,17.2,17.9,5.0,6.699999999999999,64.0,80.33,89.0,0.1,1024.63,16.67,0.57
7,11.2,10.0,13.33,17.1,17.5,5.900000000000002,7.5,66.0,79.67,88.0,0.0,1024.7,7.67,1.33
10,13.6,12.4,16.13,20.9,21.6,7.299999999999999,9.200000000000001,72.0,83.33,95.0,0.9,1023.03,6.0,0.77
7,15.0,13.7,19.7,27.0,27.5,12.0,13.8,51.0,76.33,92.0,0.1,1017.13,12.0,0.77
13,18.9,12.2,21.73,27.1,27.2,8.200000000000003,15.0,53.0,71.67,84.0,0.0,1013.73,0.0,0.0
5,14.3,13.0,15.63,18.2,18.5,3.8999999999999986,5.5,87.0,90.67,93.0,24.200000000000003,1017.47,20.0,0.87
11,11.8,11.0,15.23,20.9,21.2,9.099999999999998,10.2,69.0,87.0,97.0,1.2,1021.2,22.67,0.3
11,14.8,14.2,16.53,19.7,20.1,4.899999999999999,5.900000000000002,61.0,81.67,93.0,0.0,1023.0,7.67,0.47
6,13.4,13.0,18.33,25.6,26.4,12.200000000000001,13.399999999999999,67.0,82.33,98.0,0.0,1018.67,4.67,0.37
1,17.8,15.2,22.0,28.6,29.0,10.8,13.8,49.0,76.33,93.0,0.0,1010.97,4.67,1.2
4,13.1,11.6,13.9,15.2,16.0,2.0999999999999996,4.4,72.0,80.33,93.0,14.0,1010.43,23.0,6.37
6,10.2,10.2,12.7,16.3,17.2,6.100000000000001,7.0,58.0,81.33,93.0,0.1,1021.77,22.67,2.4
9,7.7,6.0,11.63,16.6,17.2,8.900000000000002,11.2,73.0,85.33,96.0,0.0,1029.7,7.67,0.53
10,12.0,11.0,14.63,19.7,20.1,7.699999999999999,9.100000000000001,52.0,74.67,88.0,0.0,1027.5,9.33,0.87
8,9.8,8.9,14.53,20.4,20.8,10.599999999999998,11.9,62.0,83.0,97.0,0.0,1025.03,10.67,0.37
5,12.8,11.5,16.23,20.8,21.5,8.0,10.0,69.0,85.0,96.0,0.0,1023.07,3.0,0.33
7,14.9,14.6,16.2,18.3,18.8,3.4000000000000004,4.200000000000001,78.0,88.0,94.0,0.0,1022.57,13.67,0.8
6,13.6,12.6,16.93,21.2,22.2,7.6,9.6,67.0,83.33,98.0,0.0,1024.3,17.0,0.3
6,13.4,13.1,16.87,21.2,21.5,7.799999999999999,8.4,70.0,87.33,98.0,0.2,1021.03,25.67,1.53
10,13.6,12.8,17.53,22.4,23.0,8.799999999999999,10.2,69.0,86.67,98.0,0.2,1021.07,21.33,0.43
9,14.6,14.5,18.43,23.5,24.2,8.9,9.7,59.0,83.0,98.0,0.2,1019.17,1.67,0.17
7,12.9,12.0,18.63,25.6,26.4,12.700000000000001,14.399999999999999,52.0,79.0,96.0,0.1,1017.27,12.0,0.53
9,18.2,15.0,21.83,27.8,28.2,9.600000000000001,13.2,56.0,70.0,77.0,0.0,1010.63,15.33,0.77
19,16.3,13.6,18.6,21.4,21.4,5.099999999999998,7.799999999999999,59.0,71.33,79.0,6.2,1012.07,28.67,4.33
3,9.0,7.7,13.87,19.0,19.4,10.0,11.7,53.0,74.33,93.0,0.0,1018.93,13.67,0.33
9,11.8,9.5,16.63,25.1,25.6,13.3,16.1,59.0,75.67,90.0,0.0,1017.77,7.67,1.23
9,19.2,17.8,23.87,31.6,32.0,12.400000000000002,14.2,41.0,65.67,79.0,0.0,1014.57,25.67,2.03
11,21.4,18.7,25.5,31.3,31.5,9.900000000000002,12.8,41.0,58.33,68.0,0.0,1015.37,24.0,1.33
9,16.4,15.2,18.7,22.8,22.8,6.400000000000002,7.600000000000001,72.0,87.0,96.0,15.399999999999999,1022.1,14.0,2.4
13,15.2,14.8,15.63,16.5,16.8,1.3000000000000007,2.0,93.0,94.67,97.0,7.1,1021.83,10.67,3.73
7,16.0,16.2,17.63,19.9,20.2,3.8999999999999986,4.0,87.0,91.0,94.0,0.5,1026.0,6.0,0.97
11,16.3,16.1,19.3,23.6,24.3,7.300000000000001,8.2,70.0,88.0,98.0,2.1,1023.5,9.0,0.5
9,16.2,15.8,19.63,23.8,24.8,7.600000000000001,9.0,69.0,85.67,96.0,0.1,1020.1,13.67,0.7
8,15.7,15.0,19.37,23.6,24.0,7.900000000000002,9.0,58.0,81.33,93.0,0.1,1017.5,24.0,1.8
8,11.5,10.2,17.33,24.9,25.3,13.399999999999999,15.100000000000001,62.0,80.33,96.0,0.0,1016.87,12.0,0.27
11,15.1,14.0,20.03,27.2,28.0,12.1,14.0,48.0,75.0,89.0,0.1,1017.2,12.0,0.33
9,19.2,15.0,22.97,29.9,30.0,10.7,15.0,34.0,58.67,75.0,0.0,1011.97,10.67,1.53
5,17.8,16.0,19.23,21.4,21.6,3.599999999999998,5.600000000000001,70.0,74.33,83.0,0.0,1013.27,12.33,4.3
8,16.0,16.4,17.47,19.4,20.0,3.3999999999999986,3.6000000000000014,89.0,90.67,94.0,3.2,1016.47,15.33,2.23
11,18.5,18.2,18.8,19.3,20.2,0.8000000000000007,2.0,92.0,94.0,96.0,6.2,1012.97,21.0,1.03
6,18.6,18.2,19.67,20.4,21.0,1.7999999999999972,2.8000000000000007,78.0,87.67,96.0,2.6,1011.1,31.67,0.9
6,17.0,17.0,17.83,18.3,20.8,1.3000000000000007,3.8000000000000007,93.0,94.67,97.0,23.2,1006.9,16.67,1.8
10,17.3,15.2,18.83,20.2,20.6,2.8999999999999986,5.400000000000002,69.0,81.67,90.0,0.0,1012.0,26.0,1.43
6,10.4,10.0,13.03,15.2,15.2,4.799999999999999,5.199999999999999,50.0,59.33,72.0,0.0,1021.57,30.33,4.0
7,5.2,4.0,9.17,12.1,13.2,6.8999999999999995,9.2,54.0,63.67,79.0,0.0,1026.9,28.67,2.17
12,5.0,3.3,8.67,12.4,13.0,7.4,9.7,56.0,70.33,87.0,0.0,1028.8,24.33,0.53
15,5.8,3.1,9.27,13.6,14.4,7.8,11.3,60.0,79.33,94.0,0.0,1029.67,6.0,0.83
7,5.6,3.2,9.5,14.7,15.4,9.1,12.2,60.0,78.33,92.0,0.0,1028.6,7.67,0.6
9,9.4,8.4,12.73,18.8,19.2,9.4,10.799999999999999,65.0,80.0,91.0,0.0,1024.07,6.33,0.33
12,13.4,12.4,16.53,21.9,22.4,8.499999999999998,9.999999999999998,68.0,83.33,96.0,0.0,1019.97,9.33,0.6
8,15.3,14.4,18.4,24.1,24.5,8.8,10.1,66.0,82.33,93.0,0.0,1019.23,13.67,0.43
7,14.6,14.4,16.9,20.1,20.1,5.500000000000002,5.700000000000001,88.0,92.0,94.0,21.0,1016.53,9.33,0.77
15,14.8,14.8,20.43,30.7,31.8,15.899999999999999,17.0,53.0,82.67,98.0,0.2,1014.03,16.67,1.53
16,20.9,17.0,21.97,23.0,25.0,2.1000000000000014,8.0,69.0,76.67,89.0,0.0,1011.63,12.33,1.63
5,20.3,17.4,24.9,31.2,32.3,10.899999999999999,14.899999999999999,33.0,59.33,86.0,0.0,1006.83,10.67,2.1
6,16.0,13.0,18.0,20.6,21.8,4.600000000000001,8.8,58.0,75.0,89.0,30.400000000000002,1015.23,27.33,3.5
8,13.0,12.5,15.57,18.0,20.4,5.0,7.899999999999999,64.0,78.67,89.0,2.8,1014.6,10.67,1.73
9,18.5,16.4,21.57,27.6,27.6,9.100000000000001,11.200000000000003,69.0,83.33,91.0,0.1,1011.4,9.33,0.97
8,18.0,16.6,20.57,22.7,23.0,4.699999999999999,6.399999999999999,81.0,86.33,93.0,1.8,1011.7,7.67,2.8
7,19.8,17.3,20.77,21.3,24.5,1.5,7.199999999999999,77.0,84.33,94.0,1.0,1007.77,7.67,0.17
7,15.3,14.2,16.63,19.2,19.2,3.8999999999999986,5.0,79.0,86.67,96.0,4.9,1013.9,15.33,0.2
5,11.2,11.2,12.47,14.2,14.2,3.0,3.0,88.0,90.0,93.0,9.0,1018.8,9.33,3.03
13,12.2,12.0,13.4,15.6,16.5,3.4000000000000004,4.5,79.0,87.0,92.0,1.0,1022.9,10.67,1.17
9,12.5,11.0,13.13,14.2,16.2,1.6999999999999993,5.199999999999999,80.0,86.33,92.0,2.0,1020.67,16.67,2.87
7,8.7,7.3,11.77,15.6,16.4,6.9,9.099999999999998,49.0,80.33,96.0,1.2,1020.0,28.67,1.43
6,10.1,6.9,12.5,16.4,16.9,6.299999999999999,9.999999999999998,54.0,69.67,81.0,0.0,1017.57,16.67,1.53
7,6.4,4.8,9.63,12.7,14.1,6.299999999999999,9.3,42.0,59.0,73.0,0.0,1025.57,19.67,3.13
6,6.3,2.7,10.23,16.7,17.8,10.399999999999999,15.100000000000001,41.0,68.0,82.0,0.0,1023.53,10.67,1.5
9,10.0,6.8,14.5,21.9,22.5,11.899999999999999,15.7,40.0,62.33,78.0,0.0,1019.57,19.67,1.63
16,12.6,8.8,17.9,26.1,27.1,13.500000000000002,18.3,38.0,64.0,81.0,0.0,1019.17,13.67,0.27
8,15.0,10.8,20.37,28.9,30.4,13.899999999999999,19.599999999999998,39.0,59.0,73.0,0.0,1016.1,10.67,0.23
6,18.9,15.8,19.87,21.3,21.8,2.400000000000002,6.0,67.0,73.0,83.0,0.1,1007.63,19.67,0.2
7,15.4,13.7,16.07,16.7,16.9,1.299999999999999,3.1999999999999993,77.0,86.67,96.0,4.8,1009.53,27.0,2.5
13,9.9,7.7,12.9,15.1,15.8,5.199999999999999,8.100000000000001,46.0,63.33,75.0,0.0,1020.0,21.33,2.83
7,8.8,5.8,11.77,16.9,17.4,8.099999999999998,11.599999999999998,44.0,67.33,79.0,0.0,1026.4,15.33,1.2
7,9.9,8.2,14.27,20.9,21.0,10.999999999999998,12.8,51.0,64.33,83.0,0.0,1024.5,12.0,2.33
10,13.6,12.6,17.63,23.4,23.8,9.799999999999999,11.200000000000001,59.0,73.67,88.0,3.8,1019.23,9.33,1.53
10,13.3,12.7,14.63,16.0,16.4,2.6999999999999993,3.6999999999999993,81.0,87.0,96.0,0.6000000000000001,1014.5,10.67,0.87
8,8.4,8.0,12.47,15.8,16.2,7.4,8.2,51.0,78.67,93.0,0.30000000000000004,1015.87,24.33,2.63
13,9.3,7.8,13.1,17.4,17.6,8.099999999999998,9.8,43.0,60.33,77.0,0.0,1019.4,27.33,2.73
10,9.0,6.6,13.47,19.1,19.5,10.100000000000001,12.9,43.0,64.67,77.0,0.0,1019.63,18.0,1.17
9,7.5,6.7,13.03,19.6,20.0,12.100000000000001,13.3,50.0,77.33,96.0,0.0,1019.57,7.67,1.0
9,8.6,7.0,13.8,21.4,22.8,12.799999999999999,15.8,49.0,77.33,95.0,0.0,1017.73,16.67,0.67
10,11.6,9.8,14.5,17.4,19.1,5.799999999999999,9.3,74.0,81.0,94.0,0.0,1015.73,7.67,1.53
12,10.3,9.8,13.0,16.1,16.8,5.800000000000001,7.0,83.0,92.33,97.0,0.1,1018.83,9.33,1.13
9,14.6,14.4,15.67,16.4,18.6,1.799999999999999,4.200000000000001,87.0,93.0,98.0,19.9,1014.2,14.0,1.5
14,18.0,14.9,18.1,18.3,19.6,0.3000000000000007,4.700000000000001,98.0,98.0,98.0,55.0,1014.43,19.67,1.27
12,15.5,15.6,17.43,19.6,20.6,4.100000000000001,5.000000000000002,85.0,93.0,98.0,53.599999999999994,1013.3,17.0,1.5
9,17.1,16.7,18.77,21.1,22.2,4.0,5.5,86.0,91.33,97.0,2.2,1013.63,14.0,2.4
9,16.8,16.5,17.63,18.4,19.0,1.5999999999999979,2.5,93.0,95.0,96.0,17.5,1010.97,6.0,0.57
11,16.1,15.4,17.1,18.0,20.2,1.8999999999999986,4.799999999999999,94.0,94.0,94.0,18.5,1011.17,22.67,0.87
6,16.1,13.8,17.37,18.2,18.5,2.099999999999998,4.699999999999999,92.0,95.0,97.0,35.9,1007.63,9.33,0.97
13,8.9,7.4,11.9,13.8,13.8,4.9,6.4,60.0,72.0,78.0,0.0,1021.53,24.0,1.2
13,7.2,6.6,9.93,15.2,15.6,7.999999999999999,9.0,72.0,86.0,96.0,0.0,1019.37,10.67,0.1
13,11.0,10.1,13.43,16.3,17.2,5.300000000000001,7.1,63.0,80.0,90.0,0.6,1021.27,19.67,1.03
6,11.4,11.2,14.97,20.4,21.8,8.999999999999998,10.600000000000001,76.0,86.0,95.0,1.5,1016.97,16.67,0.87
8,17.3,16.9,21.7,29.5,29.5,12.2,12.600000000000001,53.0,77.67,92.0,0.0,1015.03,15.0,0.93
10,20.2,19.8,23.07,27.0,27.8,6.800000000000001,8.0,61.0,74.67,86.0,0.0,1015.03,12.0,0.43
11,17.0,15.6,22.23,27.7,28.0,10.7,12.4,48.0,73.0,94.0,0.0,1013.2,25.67,1.3
9,19.8,16.2,21.1,22.5,23.4,2.6999999999999993,7.199999999999999,67.0,74.0,78.0,0.0,1009.07,17.0,1.63
7,12.3,9.2,14.3,16.2,16.2,3.8999999999999986,7.0,48.0,70.67,92.0,0.4,1021.27,18.0,2.37
4,4.7,3.8,8.57,11.8,12.6,7.1000000000000005,8.8,56.0,69.67,92.0,0.0,1025.03,10.67,0.6
7,9.0,8.8,10.13,11.6,12.1,2.5999999999999996,3.299999999999999,67.0,85.67,95.0,7.699999999999999,1023.13,6.33,0.97
10,12.0,11.0,12.13,12.4,13.6,0.40000000000000036,2.5999999999999996,94.0,95.33,96.0,17.2,1019.83,18.0,1.1
8,10.8,10.5,12.07,14.4,15.4,3.5999999999999996,4.9,84.0,93.33,98.0,4.7,1023.07,28.67,1.37
8,9.1,8.2,12.17,15.2,16.4,6.1,8.2,78.0,90.0,98.0,0.0,1024.03,32.0,0.93
