obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
10,7.6,6.7,11.47,15.8,16.4,8.200000000000001,9.7,46.0,76.33,95.0,0.2,1017.57,24.33,2.63
8,6.4,4.4,10.37,15.6,16.0,9.2,11.6,47.0,77.0,96.0,0.0,1021.3,24.33,3.17
7,3.2,2.2,9.13,13.2,14.0,10.0,11.8,50.0,59.0,69.0,0.0,1027.2,30.33,6.4
5,2.2,1.3,6.83,12.7,13.6,10.5,12.299999999999999,44.0,72.0,93.0,0.0,1026.67,22.67,1.77
9,3.4,0.9,8.7,16.3,17.1,12.9,16.200000000000003,41.0,72.0,93.0,0.0,1025.87,18.33,1.93
12,7.0,4.7,10.77,15.6,17.8,8.6,13.100000000000001,69.0,82.33,96.0,0.0,1020.27,18.33,1.67
12,13.0,12.4,15.37,19.8,20.4,6.800000000000001,7.999999999999998,70.0,84.67,93.0,0.4,1017.57,10.67,1.47
6,13.0,11.2,17.33,25.1,25.6,12.100000000000001,14.400000000000002,60.0,82.33,94.0,0.0,1017.23,11.0,1.83
9,14.2,13.0,20.73,29.6,30.4,15.400000000000002,17.4,53.0,76.67,97.0,0.0,1016.27,6.33,1.6
7,17.8,16.0,23.07,29.8,30.6,12.0,14.600000000000001,56.0,73.67,90.0,0.0,1015.83,15.33,1.67
10,19.1,17.3,22.63,25.1,26.2,6.0,8.899999999999999,65.0,73.0,82.0,0.0,1014.77,31.67,1.23
8,15.0,12.3,17.33,19.4,19.8,4.399999999999999,7.5,88.0,89.33,90.0,0.2,1015.33,27.0,2.4
13,12.4,11.8,14.17,17.6,18.2,5.200000000000001,6.399999999999999,82.0,88.0,93.0,0.4,1018.47,15.33,2.67
4,15.5,13.8,16.77,18.8,19.1,3.3000000000000007,5.300000000000001,84.0,91.0,95.0,10.799999999999999,1010.27,27.33,2.37
11,13.0,11.6,15.13,16.6,16.6,3.6000000000000014,5.000000000000002,81.0,87.33,95.0,2.9,1013.33,16.67,2.73
5,10.8,9.7,12.37,14.0,14.3,3.1999999999999993,4.600000000000001,76.0,85.33,91.0,0.0,1016.0,12.33,1.87
7,10.2,9.2,14.23,21.0,22.0,10.8,12.8,63.0,82.33,92.0,0.0,1016.23,19.67,1.9
9,13.6,13.0,14.87,16.2,16.8,2.5999999999999996,3.8000000000000007,89.0,91.0,93.0,1.2000000000000002,1014.87,21.0,2.17
8,9.8,8.7,14.4,19.6,19.8,9.8,11.100000000000001,56.0,79.33,97.0,0.2,1022.87,28.67,2.93
10,11.2,8.7,15.7,23.5,24.0,12.3,15.3,54.0,80.33,96.0,0.1,1022.57,26.0,3.13
12,13.7,12.7,15.17,17.2,18.1,3.5,5.400000000000002,73.0,81.33,91.0,0.0,1025.17,13.67,2.93
11,12.0,11.6,16.67,23.6,24.1,11.600000000000001,12.500000000000002,54.0,77.67,98.0,0.0,1023.6,9.33,2.37
12,15.2,13.5,19.67,27.2,27.5,12.0,14.0,50.0,78.33,96.0,0.0,1020.8,16.67,1.23
9,14.6,13.4,20.87,28.0,28.3,13.4,14.9,49.0,75.0,98.0,0.0,1017.77,21.0,2.7
5,17.4,16.4,22.6,29.9,30.5,12.5,14.100000000000001,43.0,68.33,85.0,0.0,1013.67,19.67,2.5
8,18.5,17.8,23.4,27.5,27.9,9.0,10.099999999999998,57.0,70.33,93.0,4.7,1013.97,19.67,1.43
11,18.8,18.6,23.5,30.0,30.3,11.2,11.7,40.0,70.33,86.0,0.0,1014.73,25.67,3.83
3,18.6,16.6,24.57,30.7,31.1,12.099999999999998,14.5,43.0,57.67,74.0,0.0,1014.43,24.33,2.8
11,15.2,15.2,20.47,26.0,26.1,10.8,10.900000000000002,58.0,78.33,96.0,0.0,1015.53,18.33,2.07
8,15.4,14.3,20.73,29.4,29.6,13.999999999999998,15.3,42.0,78.0,98.0,0.0,1011.9,15.0,2.63
5,12.9,12.5,18.07,24.4,24.9,11.499999999999998,12.399999999999999,56.0,79.0,94.0,2.4,1014.0,21.33,1.9
6,12.7,10.3,13.43,14.4,17.4,1.700000000000001,7.099999999999998,97.0,97.33,98.0,93.60000000000001,1014.9,17.0,5.47
6,8.6,8.2,10.07,11.3,11.9,2.700000000000001,3.700000000000001,77.0,87.0,95.0,6.2,1022.93,21.33,2.77
8,4.1,2.8,9.47,14.8,15.3,10.700000000000001,12.5,51.0,72.0,92.0,0.0,1027.4,13.67,1.63
5,5.4,4.6,11.1,20.1,20.6,14.700000000000001,16.0,50.0,74.33,94.0,0.0,1023.4,20.0,1.3
5,13.6,12.8,14.43,15.2,18.8,1.5999999999999996,6.0,84.0,88.67,93.0,9.5,1014.6,18.33,1.77
11,9.2,7.5,12.03,13.6,15.6,4.4,8.1,65.0,80.67,95.0,3.3000000000000003,1014.07,21.0,1.73
9,7.2,5.8,9.47,13.7,14.5,6.499999999999999,8.7,50.0,75.0,91.0,0.0,1012.83,26.0,2.7
11,7.3,5.5,11.67,17.0,18.4,9.7,12.899999999999999,43.0,65.0,81.0,0.0,1014.03,28.67,4.83
10,9.0,6.9,12.9,17.5,18.1,8.5,11.200000000000001,48.0,65.0,80.0,0.0,1020.17,31.67,1.83
5,5.4,4.5,9.37,13.0,13.6,7.6,9.1,51.0,65.67,81.0,0.0,1029.1,19.67,3.9
10,9.6,6.9,11.5,14.8,16.0,5.200000000000001,9.1,70.0,77.67,91.0,0.2,1030.77,23.0,1.8
9,11.2,10.0,12.83,15.9,18.3,4.700000000000001,8.3,75.0,85.33,95.0,0.0,1027.9,12.0,1.6
18,9.9,9.6,12.7,15.2,17.0,5.299999999999999,7.4,62.0,77.33,88.0,0.0,1025.07,25.67,2.57
9,7.9,6.5,12.77,18.4,19.1,10.499999999999998,12.600000000000001,52.0,75.0,95.0,0.0,1022.83,28.67,3.1
7,7.4,6.4,13.2,20.5,21.0,13.1,14.6,53.0,77.67,97.0,0.1,1018.1,21.0,1.67
5,10.4,8.2,15.93,23.8,24.2,13.4,16.0,45.0,74.33,95.0,0.0,1012.73,20.0,2.93
12,13.0,10.6,16.07,18.6,19.7,5.600000000000001,9.1,55.0,66.67,73.0,0.0,1017.83,14.0,1.17
14,12.6,10.9,16.6,24.6,25.0,12.000000000000002,14.1,54.0,75.0,86.0,0.0,1018.8,14.0,1.5
5,15.8,12.6,16.77,17.3,18.0,1.5,5.4,84.0,92.33,97.0,5.5,1014.13,23.0,1.77
7,7.9,6.5,11.8,14.9,16.4,7.0,9.899999999999999,55.0,72.67,86.0,0.6,1021.33,15.33,3.33
8,7.5,5.7,10.77,16.8,17.4,9.3,11.7,59.0,77.33,97.0,0.0,1018.17,21.0,1.23
15,10.1,7.9,12.6,16.7,17.6,6.6,9.700000000000001,61.0,78.0,87.0,0.0,1021.63,17.0,1.73
5,8.7,5.6,12.5,19.7,20.0,11.0,14.4,64.0,83.0,97.0,0.0,1020.07,15.0,1.03
11,14.4,12.1,15.23,16.2,16.9,1.799999999999999,4.799999999999999,79.0,87.67,97.0,23.5,1014.03,22.67,2.37
8,7.6,6.1,11.83,15.8,17.6,8.200000000000001,11.500000000000002,65.0,75.0,86.0,0.0,1028.4,12.33,3.87
12,13.4,13.4,15.6,18.4,20.7,4.999999999999998,7.299999999999999,72.0,78.67,82.0,0.0,1028.1,12.33,6.07
4,15.4,15.2,19.83,26.9,27.7,11.499999999999998,12.5,63.0,83.67,98.0,31.9,1022.4,9.33,1.97
9,17.0,14.8,21.6,27.6,29.0,10.600000000000001,14.2,57.0,79.33,92.0,0.1,1017.6,18.33,1.7
10,18.9,14.9,23.4,30.3,30.6,11.400000000000002,15.700000000000001,40.0,66.33,80.0,0.0,1014.63,19.67,1.8
8,18.1,16.7,20.67,22.5,25.3,4.399999999999999,8.600000000000001,68.0,77.0,86.0,0.0,1015.27,16.67,0.83
15,12.8,12.0,14.97,17.3,17.8,4.5,5.800000000000001,80.0,89.0,95.0,1.1,1022.4,18.0,3.77
8,9.0,7.3,13.7,19.9,20.4,10.899999999999999,13.099999999999998,62.0,83.0,99.0,0.1,1022.97,7.67,1.2
7,12.4,10.4,16.27,22.9,23.8,10.499999999999998,13.4,58.0,78.0,89.0,0.0,1018.97,14.0,1.93
5,14.2,12.2,19.3,27.4,28.1,13.2,15.900000000000002,50.0,71.0,82.0,0.0,1017.63,11.0,1.7
10,18.8,17.6,21.17,24.1,25.1,5.300000000000001,7.5,51.0,71.0,84.0,0.0,1016.67,21.33,1.93
10,16.3,12.6,20.47,26.0,26.5,9.7,13.9,54.0,68.33,80.0,0.0,1018.77,17.0,2.13
9,16.8,15.1,22.0,30.8,31.1,14.0,16.0,40.0,71.67,93.0,0.0,1016.8,19.67,2.33
8,20.2,17.2,23.73,29.7,30.4,9.5,13.2,44.0,64.67,79.0,0.0,1014.17,6.33,1.3
11,16.0,14.7,17.67,18.6,19.3,2.6000000000000014,4.600000000000001,78.0,84.0,95.0,7.800000000000001,1024.07,22.67,3.17
8,14.9,13.9,19.67,27.8,28.4,12.9,14.499999999999998,51.0,76.67,92.0,0.0,1022.77,12.33,2.23
5,18.6,15.9,22.67,30.0,31.7,11.399999999999999,15.799999999999999,44.0,67.33,87.0,0.0,1018.73,19.67,1.77
9,19.2,16.8,23.67,28.1,29.8,8.900000000000002,13.0,49.0,66.0,81.0,0.0,1018.57,15.0,1.43
14,22.3,18.0,25.3,30.8,31.2,8.5,13.2,47.0,66.0,79.0,0.0,1019.33,10.67,2.27
6,20.5,17.6,24.5,29.8,30.2,9.3,12.599999999999998,50.0,63.0,75.0,0.0,1020.73,9.33,1.73
12,22.7,18.7,24.4,27.4,27.6,4.699999999999999,8.900000000000002,59.0,65.67,77.0,0.0,1022.2,21.0,2.07
8,19.1,17.5,23.6,30.5,31.0,11.399999999999999,13.5,40.0,64.0,82.0,0.0,1020.27,19.67,1.93
11,20.4,19.6,23.53,26.7,27.2,6.300000000000001,7.599999999999998,58.0,69.33,82.0,0.3,1017.43,21.33,3.23
3,21.1,17.6,25.9,33.9,33.9,12.799999999999997,16.299999999999997,35.0,63.33,83.0,0.0,1020.33,12.33,1.77
2,23.3,18.6,26.77,33.2,34.0,9.900000000000002,15.399999999999999,29.0,49.33,67.0,0.0,1018.83,15.33,1.87
7,21.2,16.8,24.8,31.7,32.1,10.5,15.3,30.0,53.67,73.0,0.0,1017.7,28.67,2.27
5,13.8,11.8,16.97,22.7,22.9,8.899999999999999,11.099999999999998,62.0,75.67,90.0,4.0,1023.27,15.33,2.73
3,9.7,8.8,11.33,13.0,15.2,3.3000000000000007,6.399999999999999,70.0,87.0,96.0,18.4,1028.67,13.67,2.63
10,10.4,10.3,13.0,16.0,16.9,5.6,6.599999999999998,76.0,87.33,95.0,18.3,1028.4,22.67,3.13
9,13.2,12.1,14.2,15.1,16.6,1.9000000000000004,4.500000000000002,90.0,93.67,96.0,10.5,1027.9,15.0,1.93
4,13.7,12.6,15.1,17.0,18.6,3.3000000000000007,6.000000000000002,76.0,87.0,96.0,1.1,1025.1,14.0,2.43
8,14.3,11.8,18.7,24.8,25.8,10.5,14.0,53.0,73.0,90.0,0.0,1022.57,16.67,2.03
6,16.6,12.3,19.63,25.1,25.7,8.5,13.399999999999999,55.0,72.0,86.0,0.0,1018.2,25.67,1.8
8,13.0,10.4,13.77,14.4,15.7,1.4000000000000004,5.299999999999999,77.0,88.0,94.0,26.299999999999997,1014.37,7.67,1.47
8,13.2,12.1,13.87,15.0,16.4,1.8000000000000007,4.299999999999999,91.0,95.0,98.0,0.0,1015.63,19.67,3.53
5,12.5,11.5,14.8,18.7,19.5,6.199999999999999,8.0,56.0,82.33,98.0,0.1,1020.27,27.33,2.0
6,9.8,8.2,14.2,20.4,21.5,10.599999999999998,13.3,59.0,82.0,97.0,0.1,1019.97,23.0,1.17
7,10.6,9.6,16.7,24.6,25.0,14.000000000000002,15.4,51.0,77.33,98.0,0.1,1016.47,9.0,0.7
8,16.0,12.6,16.87,17.4,21.8,1.3999999999999986,9.200000000000001,76.0,82.0,86.0,0.0,1015.97,12.33,1.2
6,9.0,6.9,13.9,20.1,20.5,11.100000000000001,13.6,60.0,78.33,94.0,0.0,1020.23,20.0,1.13
6,10.4,8.8,14.67,19.7,20.3,9.299999999999999,11.5,52.0,79.67,99.0,0.1,1023.9,9.33,1.03
12,10.8,10.2,14.97,20.8,22.0,10.0,11.8,65.0,85.33,96.0,0.2,1021.97,9.33,1.67
13,15.9,15.2,18.8,23.0,23.2,7.1,8.0,64.0,81.33,94.0,0.0,1018.37,13.67,1.57
6,13.7,12.3,15.67,16.9,17.2,3.1999999999999993,4.899999999999999,87.0,90.67,98.0,0.1,1020.43,15.0,1.27
8,15.4,14.5,16.6,18.8,19.2,3.4000000000000004,4.699999999999999,80.0,88.33,95.0,0.0,1020.97,16.67,1.33
11,14.0,12.9,16.57,20.7,21.4,6.699999999999999,8.499999999999998,61.0,82.67,95.0,0.0,1020.33,12.0,1.5
13,12.8,11.3,15.57,19.4,21.2,6.599999999999998,9.899999999999999,83.0,86.33,90.0,0.1,1019.23,15.0,1.87
8,13.0,12.2,15.63,19.1,19.9,6.100000000000001,7.699999999999999,60.0,76.33,87.0,0.1,1020.83,15.33,3.1
7,14.1,12.4,16.1,19.4,20.1,5.299999999999999,7.700000000000001,75.0,81.0,84.0,0.0,1016.27,6.0,0.83
12,15.2,14.3,16.03,17.3,17.8,2.1000000000000014,3.5,79.0,86.33,93.0,2.8,1016.07,15.33,1.1
7,14.1,13.1,16.63,21.0,21.0,6.9,7.9,71.0,82.67,91.0,0.0,1017.2,15.33,1.93
6,14.5,12.3,15.53,17.4,17.6,2.8999999999999986,5.300000000000001,89.0,90.67,93.0,3.0,1017.13,23.0,2.33
5,12.6,11.6,13.47,15.0,15.6,2.4000000000000004,4.0,77.0,88.33,96.0,2.9,1021.43,15.33,2.27
11,13.2,13.2,14.8,16.4,16.8,3.1999999999999993,3.6000000000000014,86.0,91.67,96.0,37.8,1010.63,21.33,3.17
8,12.4,11.4,14.83,17.2,17.4,4.799999999999999,5.999999999999998,56.0,73.0,82.0,3.3,1011.57,32.0,5.77
10,8.7,7.4,13.0,17.7,18.8,9.0,11.4,73.0,81.0,94.0,0.0,1021.8,17.0,1.73
6,12.0,10.7,14.73,19.1,19.6,7.100000000000001,8.900000000000002,73.0,83.33,89.0,0.0,1020.33,14.0,2.73
12,15.7,15.4,16.4,17.5,17.9,1.8000000000000007,2.4999999999999982,85.0,91.0,96.0,3.9000000000000004,1014.8,21.33,1.73
5,13.6,13.0,14.97,15.8,16.2,2.200000000000001,3.1999999999999993,75.0,83.0,89.0,0.3,1017.33,27.33,1.77
7,9.4,8.0,13.87,18.0,18.9,8.6,10.899999999999999,60.0,78.67,96.0,0.1,1019.93,29.0,1.67
12,10.7,8.9,15.53,23.0,23.5,12.3,14.6,65.0,80.67,94.0,0.1,1016.1,13.67,1.53
9,16.2,14.3,17.47,18.7,19.8,2.5,5.5,76.0,87.0,98.0,19.2,1010.27,21.33,1.73
14,10.5,10.0,14.07,17.4,18.0,6.899999999999999,8.0,49.0,79.33,97.0,0.1,1018.9,16.67,1.77
12,7.1,5.3,11.57,17.4,17.6,10.299999999999999,12.3,64.0,79.33,95.0,0.0,1023.73,25.67,1.2
7,7.9,5.6,12.57,19.2,19.9,11.299999999999999,14.299999999999999,54.0,79.0,95.0,0.0,1023.77,10.67,1.6
4,9.4,8.1,15.03,23.2,23.6,13.799999999999999,15.500000000000002,52.0,73.67,92.0,0.0,1020.9,19.67,2.63
11,13.6,11.5,17.2,22.0,23.4,8.4,11.899999999999999,72.0,82.0,92.0,0.0,1020.1,4.67,0.7
11,19.9,16.2,22.83,28.0,28.5,8.100000000000001,12.3,52.0,69.0,82.0,0.0,1017.63,13.67,1.7
15,21.2,17.8,22.47,24.4,24.8,3.1999999999999993,7.0,65.0,71.67,75.0,1.1,1014.53,16.67,1.47
14,12.9,11.8,15.7,20.0,21.4,7.1,9.599999999999998,93.0,94.33,96.0,47.5,1017.63,22.67,2.33
7,10.7,9.0,12.37,14.6,15.0,3.9000000000000004,6.0,87.0,91.0,96.0,4.6,1027.63,21.33,1.73
3,12.0,11.3,16.13,22.6,23.0,10.600000000000001,11.7,64.0,81.33,95.0,0.1,1025.3,10.67,2.23
7,16.1,14.8,19.53,26.4,26.7,10.299999999999997,11.899999999999999,58.0,79.0,90.0,0.0,1021.37,18.33,1.53
10,15.4,14.4,20.2,25.6,26.4,10.200000000000001,11.999999999999998,61.0,83.33,98.0,0.0,1019.2,23.0,1.07
3,16.2,14.9,20.07,25.2,25.4,9.0,10.499999999999998,67.0,84.67,97.0,0.0,1018.27,19.67,1.53
9,16.0,15.9,18.67,20.0,21.1,4.0,5.200000000000001,83.0,89.0,97.0,8.7,1017.03,21.33,1.63
6,18.1,14.1,18.47,19.0,20.6,0.8999999999999986,6.500000000000002,83.0,86.33,91.0,0.0,1016.03,21.33,1.17
10,10.4,9.0,13.7,16.5,16.9,6.1,7.899999999999999,56.0,78.0,94.0,24.0,1020.3,21.33,1.83
9,8.0,6.4,11.8,17.6,18.0,9.600000000000001,11.6,53.0,79.0,93.0,0.0,1020.13,24.33,3.13
11,10.9,8.8,15.67,23.3,24.3,12.4,15.5,52.0,72.33,84.0,0.0,1016.03,28.67,1.6
12,15.5,10.9,16.37,16.9,17.4,1.3999999999999986,6.499999999999998,76.0,82.67,92.0,22.7,1009.07,19.67,2.7
5,7.6,7.2,10.13,11.9,12.5,4.300000000000001,5.3,69.0,78.33,86.0,3.4,1019.67,18.33,3.27
10,9.8,8.0,11.4,14.4,15.2,4.6,7.199999999999999,76.0,83.33,92.0,0.0,1012.7,20.0,1.93
9,9.3,8.8,10.9,12.8,13.4,3.5,4.6,68.0,82.0,92.0,3.6999999999999997,1012.8,24.33,1.83
12,6.0,5.1,8.9,11.3,11.3,5.300000000000001,6.200000000000001,51.0,66.67,79.0,0.0,1020.57,32.0,3.5
11,5.4,4.5,6.83,8.7,9.1,3.299999999999999,4.6,67.0,70.33,76.0,0.0,1023.83,27.33,4.27
12,5.2,3.0,8.23,12.2,12.6,6.999999999999999,9.6,54.0,74.33,91.0,0.0,1028.93,29.0,2.83
12,3.3,1.4,8.57,15.8,16.1,12.5,14.700000000000001,52.0,76.67,93.0,0.0,1030.57,16.67,1.73
14,6.7,4.9,11.73,19.5,19.9,12.8,14.999999999999998,53.0,77.67,94.0,0.0,1030.77,10.67,1.87
14,8.2,6.8,14.0,20.7,21.4,12.5,14.599999999999998,45.0,74.0,94.0,0.0,1026.2,24.33,1.77
12,10.4,8.2,14.97,21.8,22.2,11.4,14.0,53.0,76.0,94.0,0.0,1022.23,22.67,1.63
11,9.3,7.7,15.1,21.8,22.2,12.5,14.5,57.0,77.67,96.0,0.0,1023.4,9.33,1.4
12,11.1,10.8,14.17,17.9,18.3,6.799999999999999,7.5,75.0,87.0,98.0,0.1,1022.9,12.33,1.63
13,11.1,9.7,17.07,25.7,27.3,14.6,17.6,50.0,77.0,98.0,0.0,1018.33,17.0,1.3
10,13.3,11.9,20.17,29.1,30.1,15.8,18.200000000000003,49.0,75.67,98.0,0.0,1014.13,13.67,0.97
12,15.9,14.7,18.7,22.1,22.1,6.200000000000001,7.400000000000002,75.0,85.33,92.0,0.0,1012.03,16.67,1.63
9,12.9,12.3,15.8,17.7,17.7,4.799999999999999,5.399999999999999,74.0,86.33,95.0,1.1,1016.23,18.0,1.47
9,11.6,11.0,13.53,16.7,18.0,5.1,7.0,63.0,82.67,93.0,14.799999999999999,1017.93,21.0,2.3
9,9.4,6.5,14.27,20.7,21.7,11.299999999999999,15.2,49.0,77.33,96.0,0.1,1019.63,19.67,1.53
8,12.8,11.4,16.13,22.0,22.4,9.2,10.999999999999998,47.0,75.33,96.0,1.5,1019.7,27.33,1.1
9,11.9,10.4,15.77,21.9,22.3,9.999999999999998,11.9,73.0,78.0,88.0,8.0,1015.53,9.33,2.0
17,17.5,13.2,19.43,20.5,30.1,3.0,16.900000000000002,75.0,79.0,85.0,0.0,1007.67,16.67,2.23
20,10.9,10.0,11.97,13.2,13.3,2.299999999999999,3.3000000000000007,85.0,92.0,96.0,7.800000000000001,1018.57,21.33,2.97
10,10.0,10.0,10.8,11.4,11.9,1.4000000000000004,1.9000000000000004,94.0,95.67,97.0,24.0,1019.77,18.0,3.67
6,9.7,9.6,11.23,13.8,14.3,4.100000000000001,4.700000000000001,66.0,81.67,92.0,9.9,1019.27,27.33,2.8
11,7.1,5.3,11.8,18.5,18.9,11.4,13.599999999999998,51.0,78.33,98.0,0.1,1016.23,24.33,2.0
7,11.4,9.8,12.37,13.8,14.9,2.4000000000000004,5.1,78.0,87.67,95.0,2.6,1017.5,16.67,1.53
11,8.5,7.8,9.27,9.8,10.4,1.3000000000000007,2.6000000000000005,80.0,86.0,89.0,2.1,1027.1,27.33,2.73
9,8.7,7.9,11.03,15.5,15.9,6.800000000000001,8.0,65.0,80.33,90.0,0.5,1029.87,21.33,1.67
10,10.7,6.4,13.67,19.5,20.3,8.8,13.9,55.0,75.33,89.0,0.0,1025.3,22.67,1.73
12,11.5,8.2,13.9,17.7,18.0,6.199999999999999,9.8,65.0,80.33,89.0,0.0,1027.33,12.33,1.8
10,12.4,9.6,15.9,21.1,21.5,8.700000000000001,11.9,57.0,75.0,89.0,0.0,1027.23,9.33,3.0
11,15.5,13.4,18.9,24.6,25.5,9.100000000000001,12.1,49.0,70.0,82.0,0.0,1023.3,6.33,1.17
9,16.1,11.6,20.43,27.5,27.6,11.399999999999999,16.0,44.0,69.33,85.0,0.0,1020.07,16.67,1.03
6,18.5,15.5,20.8,24.5,26.0,6.0,10.5,52.0,67.0,75.0,0.0,1015.17,19.67,3.2
13,20.1,12.0,20.5,21.3,24.4,1.1999999999999993,12.399999999999999,73.0,75.33,77.0,0.7,1010.5,14.0,1.5
10,8.2,6.3,9.83,12.0,12.0,3.8000000000000007,5.7,75.0,85.0,94.0,32.7,1019.43,15.33,2.57
10,6.9,7.0,9.33,11.7,13.5,4.799999999999999,6.5,94.0,96.33,98.0,36.2,1023.93,10.67,1.6
7,11.2,9.8,12.03,13.1,13.2,1.9000000000000004,3.3999999999999986,96.0,97.0,98.0,70.8,1023.53,12.33,4.0
5,8.0,6.7,9.1,9.8,10.1,1.8000000000000007,3.3999999999999995,89.0,93.33,97.0,18.4,1023.9,18.0,3.87
11,6.9,6.4,8.07,10.1,11.0,3.1999999999999993,4.6,85.0,88.33,91.0,11.200000000000001,1024.57,30.33,3.0
13,9.5,9.2,12.43,16.6,17.6,7.100000000000001,8.400000000000002,57.0,78.33,97.0,4.8999999999999995,1027.4,30.33,2.2
10,10.7,6.9,14.73,21.8,23.4,11.100000000000001,16.5,47.0,75.0,98.0,0.0,1024.3,24.0,1.6
10,13.6,9.6,18.83,27.4,28.0,13.799999999999999,18.4,45.0,72.33,92.0,0.0,1019.63,22.67,1.23
6,15.7,12.2,20.37,26.4,27.0,10.7,14.8,58.0,75.0,88.0,0.0,1015.33,21.0,0.93
6,16.0,14.1,16.57,17.7,19.6,1.6999999999999993,5.500000000000002,75.0,89.0,96.0,8.7,1011.03,21.33,2.0
11,10.4,9.6,14.17,18.0,18.4,7.6,8.799999999999999,56.0,76.33,87.0,0.9,1016.1,27.33,3.73
8,9.2,7.2,13.4,18.8,19.7,9.600000000000001,12.5,56.0,78.67,91.0,0.1,1017.53,9.0,0.57
11,8.6,7.0,14.43,23.4,24.0,14.799999999999999,17.0,40.0,73.33,92.0,0.0,1014.43,16.67,1.57
6,14.3,13.3,15.63,16.6,17.2,2.3000000000000007,3.8999999999999986,84.0,92.67,98.0,25.6,1008.17,19.67,1.43
5,15.3,14.8,16.0,17.1,17.9,1.8000000000000007,3.099999999999998,93.0,95.67,98.0,7.1000000000000005,1010.27,21.33,1.43
11,16.7,16.4,19.73,23.9,24.3,7.199999999999999,7.900000000000002,74.0,86.33,95.0,1.1,1007.33,10.67,2.4
5,14.6,12.6,16.67,19.7,19.7,5.1,7.1,80.0,85.0,91.0,0.0,1010.67,18.33,2.93
10,9.8,8.3,12.9,16.1,16.9,6.300000000000001,8.599999999999998,72.0,84.67,96.0,0.1,1022.07,26.0,1.6
8,9.8,7.2,12.27,16.0,17.0,6.199999999999999,9.8,81.0,91.33,97.0,0.2,1026.87,4.67,0.27
5,13.5,9.3,16.13,20.8,24.6,7.300000000000001,15.3,84.0,89.0,94.0,0.2,1022.13,10.67,1.23
6,18.6,16.5,22.73,29.6,29.7,11.0,13.2,47.0,69.0,85.0,0.0,1016.8,16.67,1.4
9,18.7,15.7,20.43,22.2,22.6,3.5,6.900000000000002,72.0,83.33,98.0,24.8,1015.97,7.67,1.07
2,13.6,13.1,15.13,16.2,16.6,2.5999999999999996,3.5000000000000018,93.0,95.67,97.0,44.1,1023.5,14.0,1.7
10,14.9,13.9,16.63,20.0,20.6,5.1,6.700000000000001,77.0,88.0,95.0,0.2,1024.43,14.0,2.07
10,15.6,14.8,17.87,20.4,21.3,4.799999999999999,6.5,85.0,91.33,98.0,0.0,1020.3,16.67,1.0
5,14.7,14.2,17.6,19.6,20.0,4.900000000000002,5.800000000000001,67.0,82.67,92.0,1.0,1021.83,25.67,1.9
11,11.7,10.0,14.2,16.1,16.2,4.400000000000002,6.199999999999999,55.0,72.0,87.0,0.2,1026.77,20.0,2.13
10,6.6,5.4,10.33,14.3,14.3,7.700000000000001,8.9,56.0,72.33,88.0,0.0,1030.43,24.0,2.0
9,6.4,4.2,10.03,15.6,16.2,9.2,12.0,61.0,80.67,92.0,0.0,1027.1,19.67,0.97
12,6.6,5.2,11.3,17.5,18.0,10.9,12.8,65.0,84.67,97.0,0.1,1024.47,13.67,1.03
12,8.6,7.2,14.57,22.8,23.2,14.200000000000001,16.0,55.0,80.33,95.0,0.0,1020.83,10.67,1.0
8,15.6,14.5,17.0,19.4,19.6,3.799999999999999,5.100000000000001,82.0,87.67,95.0,4.1,1018.07,12.0,4.97
14,16.3,15.2,19.17,23.6,24.1,7.300000000000001,8.900000000000002,73.0,88.67,97.0,0.4,1016.63,24.33,1.3
5,17.0,16.6,18.93,22.1,22.7,5.100000000000001,6.099999999999998,81.0,90.33,98.0,23.6,1013.5,9.33,1.3
4,16.5,16.0,17.53,18.3,18.6,1.8000000000000007,2.6000000000000014,93.0,94.67,97.0,3.2,1013.73,12.33,1.47
11,17.8,16.9,18.03,18.5,19.5,0.6999999999999993,2.6000000000000014,92.0,94.67,96.0,0.30000000000000004,1016.93,14.0,2.7
8,17.2,16.2,17.37,17.5,18.2,0.3000000000000007,2.0,92.0,95.67,98.0,28.0,1018.97,14.0,4.67
11,17.0,14.4,17.3,17.7,20.6,0.6999999999999993,6.200000000000001,88.0,93.0,96.0,24.0,1012.3,5.0,2.93
8,13.9,13.5,14.27,14.6,14.9,0.6999999999999993,1.4000000000000004,91.0,94.0,96.0,23.8,1010.2,28.67,5.43
6,13.6,12.1,14.43,15.6,16.2,2.0,4.1,76.0,85.67,95.0,3.5,1016.4,27.0,2.27
14,9.4,7.6,13.57,18.8,19.4,9.4,11.799999999999999,61.0,82.0,96.0,0.0,1018.63,16.67,2.43
5,14.4,13.8,16.83,21.0,21.9,6.6,8.099999999999998,85.0,91.33,98.0,6.0,1017.23,8.0,1.13
11,17.9,17.4,19.67,22.3,24.2,4.400000000000002,6.800000000000001,86.0,92.33,96.0,95.4,1016.93,7.67,1.83
6,17.9,16.9,21.8,27.6,27.6,9.700000000000003,10.700000000000003,70.0,87.0,97.0,7.3999999999999995,1014.03,12.33,1.13
15,18.7,14.8,20.87,24.2,24.2,5.5,9.399999999999999,74.0,80.67,88.0,1.8,1016.17,18.33,2.67
