Data Medicao,dia,mês,ano,Tmáxdia
1/1/1996,1,1,1996,"29,8"
1/2/1996,2,1,1996,"32,8"
1/3/1996,3,1,1996,"32,2"
1/4/1996,4,1,1996,"36,2"
1/5/1996,5,1,1996,"27,2"
1/6/1996,6,1,1996,"26,1"
1/7/1996,7,1,1996,"28,4"
1/8/1996,8,1,1996,"32,5"
1/9/1996,9,1,1996,35
1/10/1996,10,1,1996,"32,8"
1/11/1996,11,1,1996,"36,6"
1/12/1996,12,1,1996,32
1/13/1996,13,1,1996,"30,5"
1/14/1996,14,1,1996,"30,5"
1/15/1996,15,1,1996,"27,7"
1/16/1996,16,1,1996,30
1/17/1996,17,1,1996,"25,5"
1/18/1996,18,1,1996,"25,3"
1/19/1996,19,1,1996,25
1/20/1996,20,1,1996,"25,5"
1/21/1996,21,1,1996,"29,9"
1/22/1996,22,1,1996,"31,5"
1/23/1996,23,1,1996,"31,7"
1/24/1996,24,1,1996,"29,5"
1/25/1996,25,1,1996,"26,2"
1/26/1996,26,1,1996,"30,2"
1/27/1996,27,1,1996,"24,6"
1/28/1996,28,1,1996,"29,1"
1/29/1996,29,1,1996,"30,6"
1/30/1996,30,1,1996,"31,9"
1/31/1996,31,1,1996,"29,9"
2/1/1996,1,2,1996,"26,2"
2/2/1996,2,2,1996,"27,3"
2/3/1996,3,2,1996,"30,5"
2/4/1996,4,2,1996,"32,1"
2/5/1996,5,2,1996,31
2/6/1996,6,2,1996,"28,2"
2/7/1996,7,2,1996,"32,5"
2/8/1996,8,2,1996,"32,5"
2/9/1996,9,2,1996,"29,6"
2/10/1996,10,2,1996,"29,5"
2/11/1996,11,2,1996,"24,8"
2/12/1996,12,2,1996,"24,1"
2/13/1996,13,2,1996,"26,4"
2/14/1996,14,2,1996,"29,2"
2/15/1996,15,2,1996,"27,9"
2/16/1996,16,2,1996,31
2/17/1996,17,2,1996,"27,2"
2/18/1996,18,2,1996,"29,9"
2/19/1996,19,2,1996,"31,6"
2/20/1996,20,2,1996,"34,4"
2/21/1996,21,2,1996,"31,8"
2/22/1996,22,2,1996,33
2/23/1996,23,2,1996,"34,8"
2/24/1996,24,2,1996,"29,8"
2/25/1996,25,2,1996,"31,2"
2/26/1996,26,2,1996,"26,6"
2/27/1996,27,2,1996,"29,2"
2/28/1996,28,2,1996,"32,8"
2/29/1996,29,2,1996,"28,6"
3/1/1996,1,3,1996,"26,2"
3/2/1996,2,3,1996,"27,2"
3/3/1996,3,3,1996,"27,4"
3/4/1996,4,3,1996,28
3/5/1996,5,3,1996,"25,6"
3/6/1996,6,3,1996,31
3/7/1996,7,3,1996,"31,6"
3/8/1996,8,3,1996,"30,2"
3/9/1996,9,3,1996,"28,8"
3/10/1996,10,3,1996,"29,6"
3/11/1996,11,3,1996,31
3/12/1996,12,3,1996,"31,6"
3/13/1996,13,3,1996,"31,9"
3/14/1996,14,3,1996,"29,2"
3/15/1996,15,3,1996,30
3/16/1996,16,3,1996,"28,8"
3/17/1996,17,3,1996,"28,1"
3/18/1996,18,3,1996,"29,3"
3/19/1996,19,3,1996,26
3/20/1996,20,3,1996,"27,4"
3/21/1996,21,3,1996,"29,7"
3/22/1996,22,3,1996,"30,7"
3/23/1996,23,3,1996,"30,3"
3/24/1996,24,3,1996,"24,6"
3/25/1996,25,3,1996,"25,6"
3/26/1996,26,3,1996,"28,5"
3/27/1996,27,3,1996,"31,6"
3/28/1996,28,3,1996,"30,2"
3/29/1996,29,3,1996,"23,5"
3/30/1996,30,3,1996,"27,1"
3/31/1996,31,3,1996,"28,2"
4/1/1996,1,4,1996,"32,4"
4/2/1996,2,4,1996,"35,2"
4/3/1996,3,4,1996,"25,4"
4/4/1996,4,4,1996,"27,4"
4/5/1996,5,4,1996,"30,7"
4/6/1996,6,4,1996,"33,8"
4/7/1996,7,4,1996,"24,2"
4/8/1996,8,4,1996,29
4/9/1996,9,4,1996,"32,8"
4/10/1996,10,4,1996,"24,4"
4/11/1996,11,4,1996,"24,2"
4/12/1996,12,4,1996,31
4/13/1996,13,4,1996,28
4/14/1996,14,4,1996,"32,2"
4/15/1996,15,4,1996,"32,6"
4/16/1996,16,4,1996,"22,7"
4/17/1996,17,4,1996,"19,5"
4/18/1996,18,4,1996,"19,5"
4/19/1996,19,4,1996,22
4/20/1996,20,4,1996,"24,9"
4/21/1996,21,4,1996,27
4/22/1996,22,4,1996,29
4/23/1996,23,4,1996,"27,1"
4/24/1996,24,4,1996,"27,1"
4/25/1996,25,4,1996,"22,5"
4/26/1996,26,4,1996,"23,5"
4/27/1996,27,4,1996,"23,6"
4/28/1996,28,4,1996,"24,8"
4/29/1996,29,4,1996,27
4/30/1996,30,4,1996,"27,3"
5/1/1996,1,5,1996,"27,6"
5/2/1996,2,5,1996,26
5/3/1996,3,5,1996,"26,4"
5/4/1996,4,5,1996,"25,2"
5/5/1996,5,5,1996,"25,8"
5/6/1996,6,5,1996,"26,8"
5/7/1996,7,5,1996,"28,8"
5/8/1996,8,5,1996,"27,5"
5/9/1996,9,5,1996,"25,4"
5/10/1996,10,5,1996,"24,9"
5/11/1996,11,5,1996,"23,6"
5/12/1996,12,5,1996,"26,5"
5/13/1996,13,5,1996,"25,6"
5/14/1996,14,5,1996,25
5/15/1996,15,5,1996,"21,2"
5/16/1996,16,5,1996,"20,8"
5/17/1996,17,5,1996,"25,8"
5/18/1996,18,5,1996,"20,2"
5/19/1996,19,5,1996,"20,8"
5/20/1996,20,5,1996,"20,8"
5/21/1996,21,5,1996,"20,4"
5/22/1996,22,5,1996,"18,7"
5/23/1996,23,5,1996,"18,8"
5/24/1996,24,5,1996,19
5/25/1996,25,5,1996,"23,8"
5/26/1996,26,5,1996,"23,6"
5/27/1996,27,5,1996,"18,8"
5/28/1996,28,5,1996,"19,8"
5/29/1996,29,5,1996,"20,4"
5/30/1996,30,5,1996,"19,4"
5/31/1996,31,5,1996,"13,8"
6/1/1996,1,6,1996,15
6/2/1996,2,6,1996,"15,6"
6/3/1996,3,6,1996,"16,8"
6/4/1996,4,6,1996,"19,4"
6/5/1996,5,6,1996,"21,4"
6/6/1996,6,6,1996,"17,2"
6/7/1996,7,6,1996,"19,6"
6/8/1996,8,6,1996,"16,8"
6/9/1996,9,6,1996,"22,2"
6/10/1996,10,6,1996,"23,6"
6/11/1996,11,6,1996,"25,4"
6/12/1996,12,6,1996,"24,2"
6/13/1996,13,6,1996,"26,7"
6/14/1996,14,6,1996,28
6/15/1996,15,6,1996,29
6/16/1996,16,6,1996,"18,4"
6/17/1996,17,6,1996,18
6/18/1996,18,6,1996,"16,5"
6/19/1996,19,6,1996,"14,4"
6/20/1996,20,6,1996,"11,8"
6/21/1996,21,6,1996,"12,5"
6/22/1996,22,6,1996,"14,4"
6/23/1996,23,6,1996,"15,2"
6/24/1996,24,6,1996,"16,6"
6/25/1996,25,6,1996,"15,8"
6/26/1996,26,6,1996,"11,8"
6/27/1996,27,6,1996,"12,8"
6/28/1996,28,6,1996,"10,1"
6/29/1996,29,6,1996,10
6/30/1996,30,6,1996,"13,5"
7/1/1996,1,7,1996,"20,7"
7/2/1996,2,7,1996,"14,9"
7/3/1996,3,7,1996,"16,4"
7/4/1996,4,7,1996,"16,5"
7/5/1996,5,7,1996,"13,5"
7/6/1996,6,7,1996,"16,8"
7/7/1996,7,7,1996,"20,2"
7/8/1996,8,7,1996,"17,5"
7/9/1996,9,7,1996,"22,6"
7/10/1996,10,7,1996,"15,3"
7/11/1996,11,7,1996,"14,7"
7/12/1996,12,7,1996,"17,7"
7/13/1996,13,7,1996,21
7/14/1996,14,7,1996,"14,4"
7/15/1996,15,7,1996,"13,1"
7/16/1996,16,7,1996,"16,1"
7/17/1996,17,7,1996,"17,5"
7/18/1996,18,7,1996,"19,3"
7/19/1996,19,7,1996,"23,5"
7/20/1996,20,7,1996,"21,7"
7/21/1996,21,7,1996,"10,1"
7/22/1996,22,7,1996,"11,5"
7/23/1996,23,7,1996,"19,1"
7/24/1996,24,7,1996,"19,5"
7/25/1996,25,7,1996,"13,4"
7/26/1996,26,7,1996,"11,5"
7/27/1996,27,7,1996,"14,7"
7/28/1996,28,7,1996,"15,7"
7/29/1996,29,7,1996,"18,2"
7/30/1996,30,7,1996,"18,9"
7/31/1996,31,7,1996,"20,7"
8/1/1996,1,8,1996,"19,1"
8/2/1996,2,8,1996,"22,6"
8/3/1996,3,8,1996,26
8/4/1996,4,8,1996,"26,8"
8/5/1996,5,8,1996,"27,7"
8/6/1996,6,8,1996,"17,8"
8/7/1996,7,8,1996,"17,2"
8/8/1996,8,8,1996,"18,8"
8/9/1996,9,8,1996,"20,4"
8/10/1996,10,8,1996,"17,6"
8/11/1996,11,8,1996,"22,6"
8/12/1996,12,8,1996,"22,6"
8/13/1996,13,8,1996,"18,3"
8/14/1996,14,8,1996,"19,2"
8/15/1996,15,8,1996,"18,6"
8/16/1996,16,8,1996,"19,8"
8/17/1996,17,8,1996,24
8/18/1996,18,8,1996,"27,8"
8/19/1996,19,8,1996,30
8/20/1996,20,8,1996,"29,8"
8/21/1996,21,8,1996,"22,6"
8/22/1996,22,8,1996,"25,5"
8/23/1996,23,8,1996,28
8/24/1996,24,8,1996,"30,6"
8/25/1996,25,8,1996,"33,6"
8/26/1996,26,8,1996,23
8/27/1996,27,8,1996,"13,6"
8/28/1996,28,8,1996,"17,8"
8/29/1996,29,8,1996,"20,4"
8/30/1996,30,8,1996,18
8/31/1996,31,8,1996,"20,5"
9/1/1996,1,9,1996,"20,8"
9/2/1996,2,9,1996,"22,2"
9/3/1996,3,9,1996,"14,4"
9/4/1996,4,9,1996,"17,7"
9/5/1996,5,9,1996,"18,4"
9/6/1996,6,9,1996,"17,7"
9/7/1996,7,9,1996,25
9/8/1996,8,9,1996,"18,4"
9/9/1996,9,9,1996,"16,4"
9/10/1996,10,9,1996,"18,4"
9/11/1996,11,9,1996,"20,4"
9/12/1996,12,9,1996,23
9/13/1996,13,9,1996,"26,4"
9/14/1996,14,9,1996,"28,7"
9/15/1996,15,9,1996,"28,5"
9/16/1996,16,9,1996,"19,2"
9/17/1996,17,9,1996,"20,1"
9/18/1996,18,9,1996,23
9/19/1996,19,9,1996,"26,4"
9/20/1996,20,9,1996,"27,4"
9/21/1996,21,9,1996,31
9/22/1996,22,9,1996,22
9/23/1996,23,9,1996,"19,2"
9/24/1996,24,9,1996,"18,4"
9/25/1996,25,9,1996,"15,6"
9/26/1996,26,9,1996,"17,4"
9/27/1996,27,9,1996,"17,6"
9/28/1996,28,9,1996,"22,4"
9/29/1996,29,9,1996,"24,1"
9/30/1996,30,9,1996,"21,8"
10/1/1996,1,10,1996,"25,8"
10/2/1996,2,10,1996,"20,6"
10/3/1996,3,10,1996,"26,6"
10/4/1996,4,10,1996,"29,8"
10/5/1996,5,10,1996,"26,1"
10/6/1996,6,10,1996,"23,1"
10/7/1996,7,10,1996,"25,6"
10/8/1996,8,10,1996,"26,9"
10/9/1996,9,10,1996,"26,7"
10/10/1996,10,10,1996,"20,4"
10/11/1996,11,10,1996,"27,9"
10/12/1996,12,10,1996,"28,7"
10/13/1996,13,10,1996,"24,5"
10/14/1996,14,10,1996,"20,4"
10/15/1996,15,10,1996,"23,2"
10/16/1996,16,10,1996,"28,8"
10/17/1996,17,10,1996,"30,2"
10/18/1996,18,10,1996,"27,1"
10/19/1996,19,10,1996,"25,6"
10/20/1996,20,10,1996,"20,9"
10/21/1996,21,10,1996,"20,8"
10/22/1996,22,10,1996,"17,6"
10/23/1996,23,10,1996,"22,4"
10/24/1996,24,10,1996,"22,4"
10/25/1996,25,10,1996,"24,5"
10/26/1996,26,10,1996,"24,6"
10/27/1996,27,10,1996,"27,4"
10/28/1996,28,10,1996,"30,4"
10/29/1996,29,10,1996,"27,8"
10/30/1996,30,10,1996,33
10/31/1996,31,10,1996,"25,8"
11/1/1996,1,11,1996,"28,1"
11/2/1996,2,11,1996,"29,4"
11/3/1996,3,11,1996,"22,8"
11/4/1996,4,11,1996,"26,8"
11/5/1996,5,11,1996,"29,8"
11/6/1996,6,11,1996,"32,6"
11/7/1996,7,11,1996,32
11/8/1996,8,11,1996,"30,7"
11/9/1996,9,11,1996,31
11/10/1996,10,11,1996,23
11/11/1996,11,11,1996,"25,6"
11/12/1996,12,11,1996,"30,2"
11/13/1996,13,11,1996,32
11/14/1996,14,11,1996,"30,8"
11/15/1996,15,11,1996,"27,8"
11/16/1996,16,11,1996,"27,8"
11/17/1996,17,11,1996,"25,7"
11/18/1996,18,11,1996,"27,2"
11/19/1996,19,11,1996,"28,1"
11/20/1996,20,11,1996,"27,4"
11/21/1996,21,11,1996,"26,8"
11/22/1996,22,11,1996,"27,4"
11/23/1996,23,11,1996,"27,9"
11/24/1996,24,11,1996,"22,8"
11/25/1996,25,11,1996,"23,2"
11/26/1996,26,11,1996,"28,2"
11/27/1996,27,11,1996,30
11/28/1996,28,11,1996,"31,4"
11/29/1996,29,11,1996,35
11/30/1996,30,11,1996,"30,6"
12/1/1996,1,12,1996,"31,6"
12/2/1996,2,12,1996,"33,2"
12/3/1996,3,12,1996,"34,4"
12/4/1996,4,12,1996,"35,6"
12/5/1996,5,12,1996,"28,6"
12/6/1996,6,12,1996,"28,2"
12/7/1996,7,12,1996,"29,5"
12/8/1996,8,12,1996,29
12/9/1996,9,12,1996,"29,4"
12/10/1996,10,12,1996,"23,4"
12/11/1996,11,12,1996,"24,4"
12/12/1996,12,12,1996,"26,8"
12/13/1996,13,12,1996,"24,5"
12/14/1996,14,12,1996,"27,6"
12/15/1996,15,12,1996,"31,2"
12/16/1996,16,12,1996,"31,4"
12/17/1996,17,12,1996,"27,2"
12/18/1996,18,12,1996,"28,8"
12/19/1996,19,12,1996,"32,2"
12/20/1996,20,12,1996,"27,8"
12/21/1996,21,12,1996,"28,5"
12/22/1996,22,12,1996,"29,8"
12/23/1996,23,12,1996,"28,8"
12/24/1996,24,12,1996,"29,8"
12/25/1996,25,12,1996,"32,4"
12/26/1996,26,12,1996,"30,4"
12/27/1996,27,12,1996,"28,3"
12/28/1996,28,12,1996,"30,1"
12/29/1996,29,12,1996,"36,1"
12/30/1996,30,12,1996,"34,4"
12/31/1996,31,12,1996,"32,6"
1/1/1997,1,1,1997,30
1/2/1997,2,1,1997,"27,7"
1/3/1997,3,1,1997,"33,6"
1/4/1997,4,1,1997,"35,5"
1/5/1997,5,1,1997,"33,5"
1/6/1997,6,1,1997,34
1/7/1997,7,1,1997,"37,2"
1/8/1997,8,1,1997,"36,6"
1/9/1997,9,1,1997,"29,9"
1/10/1997,10,1,1997,"28,6"
1/11/1997,11,1,1997,"31,8"
1/12/1997,12,1,1997,"34,8"
1/13/1997,13,1,1997,37
1/14/1997,14,1,1997,"36,7"
1/15/1997,15,1,1997,32
1/16/1997,16,1,1997,"32,9"
1/17/1997,17,1,1997,"33,5"
1/18/1997,18,1,1997,35
1/19/1997,19,1,1997,"27,4"
1/20/1997,20,1,1997,"28,6"
1/21/1997,21,1,1997,"29,8"
1/22/1997,22,1,1997,"28,8"
1/23/1997,23,1,1997,"28,3"
1/24/1997,24,1,1997,"31,2"
1/25/1997,25,1,1997,31
1/26/1997,26,1,1997,"31,4"
1/27/1997,27,1,1997,"29,6"
1/28/1997,28,1,1997,"34,5"
1/29/1997,29,1,1997,"35,7"
1/30/1997,30,1,1997,"30,5"
1/31/1997,31,1,1997,"27,7"
2/1/1997,1,2,1997,"27,8"
2/2/1997,2,2,1997,"30,5"
2/3/1997,3,2,1997,"29,2"
2/4/1997,4,2,1997,"33,4"
2/5/1997,5,2,1997,"30,4"
2/6/1997,6,2,1997,"30,4"
2/7/1997,7,2,1997,"28,8"
2/8/1997,8,2,1997,32
2/9/1997,9,2,1997,"35,2"
2/10/1997,10,2,1997,"34,6"
2/11/1997,11,2,1997,"24,8"
2/12/1997,12,2,1997,"25,2"
2/13/1997,13,2,1997,"30,8"
2/14/1997,14,2,1997,30
2/15/1997,15,2,1997,31
2/16/1997,16,2,1997,33
2/17/1997,17,2,1997,28
2/18/1997,18,2,1997,"31,1"
2/19/1997,19,2,1997,"31,3"
2/20/1997,20,2,1997,"24,3"
2/21/1997,21,2,1997,"26,8"
2/22/1997,22,2,1997,28
2/23/1997,23,2,1997,"27,6"
2/24/1997,24,2,1997,"24,4"
2/25/1997,25,2,1997,"32,1"
2/26/1997,26,2,1997,"31,6"
2/27/1997,27,2,1997,"28,4"
2/28/1997,28,2,1997,"28,6"
3/1/1997,1,3,1997,26
3/2/1997,2,3,1997,26
3/3/1997,3,3,1997,"26,9"
3/4/1997,4,3,1997,"25,5"
3/5/1997,5,3,1997,28
3/6/1997,6,3,1997,"27,1"
3/7/1997,7,3,1997,"29,2"
3/8/1997,8,3,1997,"31,4"
3/9/1997,9,3,1997,"32,4"
3/10/1997,10,3,1997,"33,6"
3/11/1997,11,3,1997,"33,2"
3/12/1997,12,3,1997,31
3/13/1997,13,3,1997,25
3/14/1997,14,3,1997,"27,1"
3/15/1997,15,3,1997,"25,4"
3/16/1997,16,3,1997,"25,5"
3/17/1997,17,3,1997,"27,9"
3/18/1997,18,3,1997,"27,8"
3/19/1997,19,3,1997,30
3/20/1997,20,3,1997,"29,9"
3/21/1997,21,3,1997,"31,3"
3/22/1997,22,3,1997,33
3/23/1997,23,3,1997,"29,6"
3/24/1997,24,3,1997,"24,9"
3/25/1997,25,3,1997,"25,4"
3/26/1997,26,3,1997,"27,8"
3/27/1997,27,3,1997,"29,1"
3/28/1997,28,3,1997,"27,7"
3/29/1997,29,3,1997,29
3/30/1997,30,3,1997,"30,1"
3/31/1997,31,3,1997,"30,8"
4/1/1997,1,4,1997,"31,4"
4/2/1997,2,4,1997,29
4/3/1997,3,4,1997,"32,8"
4/4/1997,4,4,1997,"22,4"
4/5/1997,5,4,1997,"21,4"
4/6/1997,6,4,1997,"23,8"
4/7/1997,7,4,1997,"25,4"
4/8/1997,8,4,1997,"27,8"
4/9/1997,9,4,1997,28
4/10/1997,10,4,1997,30
4/11/1997,11,4,1997,"26,3"
4/12/1997,12,4,1997,26
4/13/1997,13,4,1997,"28,4"
4/14/1997,14,4,1997,"31,8"
4/15/1997,15,4,1997,"32,4"
4/16/1997,16,4,1997,"29,2"
4/17/1997,17,4,1997,27
4/18/1997,18,4,1997,"27,3"
4/19/1997,19,4,1997,"30,3"
4/20/1997,20,4,1997,"23,4"
4/21/1997,21,4,1997,"21,8"
4/22/1997,22,4,1997,"26,4"
4/23/1997,23,4,1997,"29,1"
4/24/1997,24,4,1997,"30,6"
4/25/1997,25,4,1997,22
4/26/1997,26,4,1997,"20,3"
4/27/1997,27,4,1997,"22,6"
4/28/1997,28,4,1997,"23,2"
4/29/1997,29,4,1997,"21,9"
4/30/1997,30,4,1997,"24,8"
5/1/1997,1,5,1997,"28,8"
5/2/1997,2,5,1997,"27,6"
5/3/1997,3,5,1997,"21,8"
5/4/1997,4,5,1997,"23,2"
5/5/1997,5,5,1997,"26,2"
5/6/1997,6,5,1997,"23,8"
5/7/1997,7,5,1997,"24,1"
5/8/1997,8,5,1997,"26,4"
5/9/1997,9,5,1997,"26,4"
5/10/1997,10,5,1997,"24,9"
5/11/1997,11,5,1997,"26,7"
5/12/1997,12,5,1997,"25,8"
5/13/1997,13,5,1997,"23,2"
5/14/1997,14,5,1997,"24,8"
5/15/1997,15,5,1997,"26,3"
5/16/1997,16,5,1997,27
5/17/1997,17,5,1997,"28,4"
5/18/1997,18,5,1997,"28,7"
5/19/1997,19,5,1997,"25,4"
5/20/1997,20,5,1997,"22,4"
5/21/1997,21,5,1997,"23,2"
5/22/1997,22,5,1997,19
5/23/1997,23,5,1997,"15,8"
5/24/1997,24,5,1997,"14,1"
5/25/1997,25,5,1997,"16,4"
5/26/1997,26,5,1997,"16,4"
5/27/1997,27,5,1997,"16,7"
5/28/1997,28,5,1997,"18,2"
5/29/1997,29,5,1997,"18,2"
5/30/1997,30,5,1997,"20,5"
5/31/1997,31,5,1997,21
6/1/1997,1,6,1997,21
6/2/1997,2,6,1997,"19,2"
6/3/1997,3,6,1997,"22,9"
6/4/1997,4,6,1997,"23,4"
6/5/1997,5,6,1997,22
6/6/1997,6,6,1997,"20,6"
6/7/1997,7,6,1997,"16,4"
6/8/1997,8,6,1997,"16,2"
6/9/1997,9,6,1997,"17,8"
6/10/1997,10,6,1997,"20,8"
6/11/1997,11,6,1997,"18,4"
6/12/1997,12,6,1997,"22,2"
6/13/1997,13,6,1997,"24,2"
6/14/1997,14,6,1997,"18,6"
6/15/1997,15,6,1997,"15,4"
6/16/1997,16,6,1997,15
6/17/1997,17,6,1997,"16,9"
6/18/1997,18,6,1997,"18,9"
6/19/1997,19,6,1997,"17,3"
6/20/1997,20,6,1997,21
6/21/1997,21,6,1997,"30,4"
6/22/1997,22,6,1997,"26,4"
6/23/1997,23,6,1997,"25,8"
6/24/1997,24,6,1997,"22,4"
6/25/1997,25,6,1997,"17,8"
6/26/1997,26,6,1997,"17,1"
6/27/1997,27,6,1997,"13,5"
6/28/1997,28,6,1997,"11,4"
6/29/1997,29,6,1997,"13,8"
6/30/1997,30,6,1997,"15,8"
7/1/1997,1,7,1997,"18,4"
7/2/1997,2,7,1997,"13,6"
7/3/1997,3,7,1997,"14,8"
7/4/1997,4,7,1997,"16,1"
7/5/1997,5,7,1997,"16,8"
7/6/1997,6,7,1997,"14,8"
7/7/1997,7,7,1997,"15,6"
7/8/1997,8,7,1997,18
7/9/1997,9,7,1997,"28,1"
7/10/1997,10,7,1997,"29,2"
7/11/1997,11,7,1997,"20,6"
7/12/1997,12,7,1997,"21,3"
7/13/1997,13,7,1997,"27,8"
7/14/1997,14,7,1997,"21,2"
7/15/1997,15,7,1997,"21,2"
7/16/1997,16,7,1997,19
7/17/1997,17,7,1997,"14,8"
7/18/1997,18,7,1997,15
7/19/1997,19,7,1997,16
7/20/1997,20,7,1997,"15,8"
7/21/1997,21,7,1997,"16,8"
7/22/1997,22,7,1997,"18,2"
7/23/1997,23,7,1997,"18,3"
7/24/1997,24,7,1997,"21,4"
7/25/1997,25,7,1997,25
7/26/1997,26,7,1997,"25,6"
7/27/1997,27,7,1997,"26,2"
7/28/1997,28,7,1997,"27,2"
7/29/1997,29,7,1997,29
7/30/1997,30,7,1997,"29,4"
7/31/1997,31,7,1997,"25,6"
8/1/1997,1,8,1997,20
8/2/1997,2,8,1997,"20,8"
8/3/1997,3,8,1997,"17,4"
8/4/1997,4,8,1997,"14,5"
8/5/1997,5,8,1997,"12,8"
8/6/1997,6,8,1997,"13,6"
8/7/1997,7,8,1997,"14,2"
8/8/1997,8,8,1997,18
8/9/1997,9,8,1997,"18,6"
8/10/1997,10,8,1997,"21,8"
8/11/1997,11,8,1997,"22,8"
8/12/1997,12,8,1997,"23,7"
8/13/1997,13,8,1997,"24,3"
8/14/1997,14,8,1997,"28,7"
8/15/1997,15,8,1997,"31,3"
8/16/1997,16,8,1997,23
8/17/1997,17,8,1997,"32,7"
8/18/1997,18,8,1997,"33,3"
8/19/1997,19,8,1997,"32,3"
8/20/1997,20,8,1997,22
8/21/1997,21,8,1997,"16,9"
8/22/1997,22,8,1997,"15,4"
8/23/1997,23,8,1997,"17,6"
8/24/1997,24,8,1997,"19,8"
8/25/1997,25,8,1997,"22,4"
8/26/1997,26,8,1997,"26,6"
8/27/1997,27,8,1997,"29,2"
8/28/1997,28,8,1997,"27,1"
8/29/1997,29,8,1997,28
8/30/1997,30,8,1997,33
8/31/1997,31,8,1997,33
9/1/1997,1,9,1997,28
9/2/1997,2,9,1997,"22,8"
9/3/1997,3,9,1997,"25,2"
9/4/1997,4,9,1997,"27,8"
9/5/1997,5,9,1997,"23,6"
9/6/1997,6,9,1997,"22,4"
9/7/1997,7,9,1997,"25,3"
9/8/1997,8,9,1997,28
9/9/1997,9,9,1997,"22,6"
9/10/1997,10,9,1997,"18,3"
9/11/1997,11,9,1997,"14,9"
9/12/1997,12,9,1997,"17,6"
9/13/1997,13,9,1997,"16,6"
9/14/1997,14,9,1997,"21,4"
9/15/1997,15,9,1997,"21,6"
9/16/1997,16,9,1997,"21,1"
9/17/1997,17,9,1997,"24,6"
9/18/1997,18,9,1997,18
9/19/1997,19,9,1997,"22,3"
9/20/1997,20,9,1997,20
9/21/1997,21,9,1997,20
9/22/1997,22,9,1997,21
9/23/1997,23,9,1997,"27,6"
9/24/1997,24,9,1997,24
9/25/1997,25,9,1997,"18,2"
9/26/1997,26,9,1997,"19,8"
9/27/1997,27,9,1997,28
9/28/1997,28,9,1997,"25,4"
9/29/1997,29,9,1997,21
9/30/1997,30,9,1997,"22,6"
10/1/1997,1,10,1997,19
10/2/1997,2,10,1997,"18,6"
10/3/1997,3,10,1997,"21,1"
10/4/1997,4,10,1997,"23,9"
10/5/1997,5,10,1997,19
10/6/1997,6,10,1997,"22,4"
10/7/1997,7,10,1997,"23,2"
10/8/1997,8,10,1997,"24,1"
10/9/1997,9,10,1997,"20,6"
10/10/1997,10,10,1997,"22,8"
10/11/1997,11,10,1997,"27,9"
10/12/1997,12,10,1997,24
10/13/1997,13,10,1997,"20,5"
10/14/1997,14,10,1997,"23,9"
10/15/1997,15,10,1997,"23,8"
10/16/1997,16,10,1997,"21,2"
10/17/1997,17,10,1997,"20,1"
10/18/1997,18,10,1997,"21,9"
10/19/1997,19,10,1997,"25,4"
10/20/1997,20,10,1997,"24,5"
10/21/1997,21,10,1997,"22,8"
10/22/1997,22,10,1997,"25,8"
10/23/1997,23,10,1997,"28,1"
10/24/1997,24,10,1997,"22,7"
10/25/1997,25,10,1997,"27,1"
10/26/1997,26,10,1997,"27,8"
10/27/1997,27,10,1997,"33,9"
10/28/1997,28,10,1997,"24,8"
10/29/1997,29,10,1997,21
10/30/1997,30,10,1997,"20,5"
10/31/1997,31,10,1997,19
11/1/1997,1,11,1997,"20,7"
11/2/1997,2,11,1997,"27,2"
11/3/1997,3,11,1997,"23,1"
11/4/1997,4,11,1997,"20,4"
11/5/1997,5,11,1997,"25,5"
11/6/1997,6,11,1997,"25,8"
11/7/1997,7,11,1997,"24,3"
11/8/1997,8,11,1997,"31,4"
11/9/1997,9,11,1997,"24,2"
11/10/1997,10,11,1997,"25,6"
11/11/1997,11,11,1997,"29,5"
11/12/1997,12,11,1997,"26,4"
11/13/1997,13,11,1997,"25,2"
11/14/1997,14,11,1997,"25,5"
11/15/1997,15,11,1997,29
11/16/1997,16,11,1997,"30,2"
11/17/1997,17,11,1997,"24,3"
11/18/1997,18,11,1997,"24,2"
11/19/1997,19,11,1997,"24,9"
11/20/1997,20,11,1997,"30,5"
11/21/1997,21,11,1997,"27,8"
11/22/1997,22,11,1997,"30,6"
11/23/1997,23,11,1997,"32,2"
11/24/1997,24,11,1997,"26,3"
11/25/1997,25,11,1997,"25,6"
11/26/1997,26,11,1997,"25,4"
11/27/1997,27,11,1997,"26,2"
11/28/1997,28,11,1997,"25,8"
11/29/1997,29,11,1997,"27,6"
11/30/1997,30,11,1997,30
12/1/1997,1,12,1997,25
12/2/1997,2,12,1997,26
12/3/1997,3,12,1997,"30,8"
12/4/1997,4,12,1997,29
12/5/1997,5,12,1997,30
12/6/1997,6,12,1997,"30,7"
12/7/1997,7,12,1997,"30,2"
12/8/1997,8,12,1997,"28,9"
12/9/1997,9,12,1997,31
12/10/1997,10,12,1997,"30,6"
12/11/1997,11,12,1997,"33,2"
12/12/1997,12,12,1997,"34,6"
12/13/1997,13,12,1997,"33,4"
12/14/1997,14,12,1997,"32,6"
12/15/1997,15,12,1997,"27,3"
12/16/1997,16,12,1997,"26,6"
12/17/1997,17,12,1997,"25,3"
12/18/1997,18,12,1997,"31,4"
12/19/1997,19,12,1997,"34,6"
12/20/1997,20,12,1997,35
12/21/1997,21,12,1997,"31,3"
