data,obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
2007-01-03,9,27.3,24.7,29.57,33.2,34.0,5.900000000000002,9.3,55.0,68.33,79.0,0.0,1009.83,3.0,0.5
2007-01-04,7,24.7,23.6,28.2,31.2,33.6,6.5,10.0,64.0,75.67,93.0,9.7,1006.5,18.0,0.87
2007-01-05,1,25.7,24.0,28.03,31.4,32.0,5.699999999999999,8.0,68.0,79.33,86.0,0.7,1007.23,10.67,1.47
2007-01-06,6,26.2,22.0,26.93,28.4,29.0,2.1999999999999993,7.0,57.0,69.0,80.0,1.9000000000000001,1010.73,13.67,3.33
2007-01-07,12,23.1,19.1,25.9,29.2,29.6,6.099999999999998,10.5,50.0,62.33,72.0,0.0,1015.83,12.33,1.57
2007-01-08,4,22.8,20.8,24.47,27.6,28.4,4.800000000000001,7.599999999999998,53.0,66.0,75.0,0.0,1016.27,12.33,3.07
2007-01-09,4,23.1,20.6,27.2,31.9,32.7,8.799999999999997,12.100000000000001,50.0,64.33,80.0,0.0,1014.17,14.0,2.13
2007-01-10,6,24.8,22.2,29.43,35.8,36.4,10.999999999999996,14.2,50.0,66.0,81.0,0.0,1009.8,14.0,2.2
2007-01-11,8,25.8,24.3,27.77,30.5,33.5,4.699999999999999,9.2,71.0,77.0,80.0,0.0,1008.47,17.0,1.4
2007-01-12,8,24.3,24.0,26.53,29.2,29.6,4.899999999999999,5.600000000000001,65.0,79.67,92.0,13.299999999999999,1006.93,12.33,1.7
2007-01-13,7,23.6,20.7,26.8,31.8,32.6,8.2,11.900000000000002,44.0,69.33,87.0,0.0,1005.67,24.0,1.23
2007-01-14,7,21.2,20.6,24.57,27.8,28.0,6.600000000000001,7.399999999999999,50.0,59.67,70.0,0.1,1009.93,24.33,1.57
2007-01-15,9,20.6,15.0,23.83,28.2,28.5,7.599999999999998,13.5,38.0,50.67,59.0,0.0,1013.53,13.67,1.13
2007-01-16,5,22.7,16.7,24.53,27.8,28.8,5.100000000000001,12.100000000000001,34.0,51.0,61.0,0.0,1014.63,14.0,2.0
2007-01-17,5,21.4,20.4,24.8,29.8,30.0,8.400000000000002,9.600000000000001,55.0,63.67,72.0,0.0,1011.07,21.33,2.07
2007-01-18,3,23.0,20.2,25.87,27.4,28.4,4.399999999999999,8.2,67.0,74.33,88.0,17.2,1006.77,10.67,3.7
2007-01-19,9,23.6,20.0,27.07,33.0,33.6,9.399999999999999,13.600000000000001,51.0,70.33,85.0,0.0,1010.9,19.67,1.2
2007-01-20,4,19.8,19.6,22.47,25.6,26.8,5.800000000000001,7.199999999999999,67.0,84.0,95.0,20.700000000000003,1011.77,10.67,1.83
2007-01-21,7,19.6,19.0,22.03,25.5,26.5,5.899999999999999,7.5,55.0,74.33,87.0,0.9,1018.67,12.33,1.27
2007-01-22,5,20.0,16.6,23.93,29.0,29.6,9.0,13.0,54.0,63.67,73.0,0.0,1015.07,10.67,1.97
2007-01-23,4,22.6,20.4,26.97,33.3,34.2,10.699999999999996,13.800000000000004,50.0,62.67,72.0,0.0,1011.57,7.67,1.87
2007-01-24,4,26.6,22.2,29.87,35.0,35.8,8.399999999999999,13.599999999999998,46.0,59.33,70.0,0.0,1010.8,13.67,1.43
2007-01-25,2,28.4,23.4,30.53,34.6,35.2,6.200000000000003,11.800000000000004,52.0,63.67,73.0,0.0,1009.8,10.67,1.43
2007-01-26,8,24.6,23.6,25.73,26.6,27.8,2.0,4.199999999999999,74.0,77.33,84.0,1.0,1009.67,15.33,1.37
2007-01-27,1,24.6,23.2,27.2,31.6,32.7,7.0,9.500000000000004,62.0,79.33,89.0,0.1,1008.37,15.33,0.97
2007-01-28,8,25.3,23.4,26.7,28.6,28.6,3.3000000000000007,5.200000000000003,75.0,81.0,88.0,10.4,1009.23,15.33,1.97
2007-01-29,4,22.6,21.6,24.4,26.0,28.2,3.3999999999999986,6.599999999999998,76.0,83.0,89.0,10.1,1011.67,13.67,2.9
2007-01-30,3,23.4,20.4,25.9,29.4,29.6,6.0,9.200000000000003,64.0,79.0,90.0,2.9000000000000004,1012.87,13.67,1.87
2007-01-31,6,23.2,21.0,25.97,29.2,29.8,6.0,8.8,65.0,73.33,81.0,0.0,1012.87,10.67,3.8
2007-02-01,4,23.8,21.0,26.5,31.3,32.0,7.5,11.0,48.0,72.0,85.0,0.0,1013.67,12.33,0.83
2007-02-02,5,25.6,20.5,28.1,33.1,33.3,7.5,12.799999999999997,41.0,57.33,68.0,0.0,1013.8,18.0,1.27
2007-02-03,3,24.6,18.6,28.13,33.6,34.0,9.0,15.399999999999999,35.0,56.33,68.0,0.0,1011.5,21.33,1.7
2007-02-04,7,24.6,19.0,28.77,35.3,35.6,10.699999999999996,16.6,39.0,55.33,68.0,0.0,1009.73,6.33,0.37
2007-02-05,7,25.6,23.8,27.07,28.0,31.5,2.3999999999999986,7.699999999999999,67.0,71.0,78.0,4.0,1008.1,17.0,1.77
2007-02-06,7,21.8,20.2,24.87,28.2,31.6,6.399999999999999,11.400000000000002,75.0,83.67,95.0,25.6,1007.73,19.67,1.6
2007-02-07,7,25.8,24.0,27.53,28.6,29.5,2.8000000000000007,5.5,68.0,70.33,72.0,0.0,1008.57,27.33,1.6
2007-02-08,5,24.4,19.0,25.9,28.9,29.7,4.5,10.7,56.0,71.67,82.0,0.0,1017.57,10.67,3.2
2007-02-09,5,22.7,19.9,25.57,29.4,30.2,6.699999999999999,10.3,51.0,67.0,77.0,0.0,1019.47,10.67,3.13
2007-02-10,8,23.4,21.8,26.87,32.0,32.5,8.600000000000001,10.7,58.0,74.0,84.0,0.0,1015.2,18.33,2.37
2007-02-11,5,24.4,20.0,25.37,27.2,27.7,2.8000000000000007,7.699999999999999,54.0,67.33,83.0,0.4,1017.53,13.67,2.87
2007-02-12,5,21.2,16.5,23.4,26.2,27.3,5.0,10.8,56.0,63.0,67.0,0.0,1016.57,10.67,2.57
2007-02-13,9,21.2,18.4,25.2,30.2,30.6,9.0,12.200000000000003,48.0,59.67,69.0,0.0,1014.43,9.33,1.87
2007-02-14,8,22.6,19.9,25.2,30.0,31.0,7.399999999999999,11.100000000000001,52.0,66.67,77.0,0.0,1011.2,21.33,1.17
2007-02-15,2,24.4,20.6,26.97,31.3,32.3,6.900000000000002,11.699999999999996,52.0,64.67,72.0,0.0,1009.8,10.67,1.7
2007-02-16,15,24.0,20.3,28.37,34.5,36.6,10.5,16.3,43.0,61.0,77.0,0.0,1007.97,17.0,0.93
2007-02-17,6,28.2,21.0,28.4,28.6,29.9,0.40000000000000213,8.899999999999999,60.0,67.33,80.0,3.4,1003.33,18.33,1.4
2007-02-18,7,19.8,19.1,22.53,24.6,25.6,4.800000000000001,6.5,59.0,77.33,93.0,22.299999999999997,1012.5,24.33,1.27
2007-02-19,8,21.0,17.4,22.57,23.6,25.8,2.6000000000000014,8.400000000000002,63.0,69.0,73.0,0.0,1012.97,12.33,1.8
2007-02-20,3,21.0,19.7,21.6,22.6,22.8,1.6000000000000014,3.1000000000000014,80.0,86.67,91.0,6.0,1015.0,13.67,1.1
2007-02-21,4,21.8,21.0,24.83,27.8,29.5,6.0,8.5,70.0,78.0,82.0,0.30000000000000004,1014.03,12.33,2.97
2007-02-22,4,24.2,22.2,26.53,30.2,31.0,6.0,8.8,66.0,78.33,88.0,0.5,1014.53,7.67,1.4
2007-02-23,8,23.2,23.0,25.23,27.1,30.2,3.900000000000002,7.199999999999999,88.0,90.67,95.0,67.3,1015.13,12.33,0.43
2007-02-24,10,22.8,20.6,24.47,26.8,27.4,4.0,6.799999999999997,81.0,91.0,97.0,37.7,1013.3,12.0,0.43
2007-02-25,7,23.9,21.3,26.5,30.6,32.2,6.700000000000003,10.900000000000002,68.0,86.67,98.0,0.0,1012.93,3.0,0.27
2007-02-26,5,25.8,20.7,28.63,33.5,33.9,7.699999999999999,13.2,49.0,70.0,83.0,0.0,1012.8,10.67,0.97
2007-02-27,6,24.8,20.7,28.2,33.4,34.2,8.599999999999998,13.500000000000004,49.0,69.0,89.0,0.0,1011.4,15.33,2.47
2007-02-28,7,28.5,23.8,30.5,34.4,34.8,5.899999999999999,10.999999999999996,52.0,63.67,76.0,0.0,1008.77,18.33,1.63
2007-12-01,12,20.0,16.7,23.67,27.8,28.1,7.800000000000001,11.400000000000002,53.0,66.67,78.0,0.0,1015.0,10.67,2.73
2007-12-02,7,19.6,16.8,24.0,29.8,30.4,10.2,13.599999999999998,56.0,68.67,78.0,0.0,1014.27,10.67,1.8
2007-12-03,9,21.4,19.0,25.03,29.5,29.6,8.100000000000001,10.600000000000001,56.0,70.67,81.0,0.0,1013.37,10.67,2.33
2007-12-04,7,22.6,20.5,27.63,34.0,34.6,11.399999999999999,14.100000000000001,55.0,71.67,84.0,0.0,1008.57,13.67,1.8
2007-12-05,7,22.5,19.9,23.97,24.8,27.8,2.3000000000000007,7.900000000000002,74.0,81.33,89.0,8.5,1008.97,18.33,2.7
2007-12-06,6,20.2,19.1,21.73,24.6,26.4,4.400000000000002,7.299999999999997,58.0,74.67,91.0,0.4,1012.1,15.33,1.23
2007-12-07,3,19.5,15.0,23.5,29.0,29.8,9.5,14.8,41.0,62.33,79.0,0.0,1009.63,12.33,1.0
2007-12-08,7,24.0,17.8,26.77,31.5,32.5,7.5,14.7,38.0,54.0,65.0,0.0,1007.43,16.67,0.9
2007-12-09,5,25.0,21.1,26.53,28.8,29.6,3.8000000000000007,8.5,53.0,55.67,58.0,0.0,1011.0,12.33,1.87
2007-12-10,7,21.2,19.5,27.47,35.0,35.4,13.8,15.899999999999999,50.0,61.33,72.0,0.0,1009.63,22.67,1.53
2007-12-11,9,21.4,18.9,22.7,23.7,23.9,2.3000000000000007,5.0,56.0,77.33,95.0,15.3,1013.4,11.0,1.87
2007-12-12,4,19.0,13.6,22.3,26.2,26.4,7.199999999999999,12.799999999999999,50.0,65.67,83.0,0.0,1017.23,14.0,2.13
2007-12-13,5,18.8,13.8,23.43,29.2,29.6,10.399999999999999,15.8,41.0,57.67,74.0,0.0,1016.2,14.0,2.33
2007-12-14,7,21.0,17.5,25.53,31.6,32.3,10.600000000000001,14.799999999999997,41.0,58.67,73.0,0.0,1013.37,10.67,1.43
2007-12-15,4,22.0,16.6,26.03,31.7,32.0,9.7,15.399999999999999,41.0,60.67,76.0,0.0,1010.4,18.33,2.47
2007-12-16,1,22.8,19.8,23.67,25.0,25.0,2.1999999999999993,5.199999999999999,68.0,75.67,81.0,0.9,1012.83,12.33,2.47
2007-12-17,9,20.0,17.5,23.23,26.0,27.2,6.0,9.7,54.0,63.0,78.0,0.0,1016.07,9.33,2.2
2007-12-18,7,21.0,16.9,25.07,30.2,31.2,9.2,14.3,55.0,65.0,71.0,0.0,1012.63,18.33,2.0
2007-12-19,6,23.8,20.0,25.93,28.8,29.0,5.0,9.0,59.0,74.67,90.0,5.6,1011.07,18.33,1.77
2007-12-20,7,22.5,18.7,25.03,29.0,29.6,6.5,10.900000000000002,50.0,68.33,79.0,0.0,1011.1,12.33,1.3
2007-12-21,5,22.0,18.7,26.2,31.6,32.4,9.600000000000001,13.7,44.0,61.67,77.0,0.0,1010.63,12.0,1.53
2007-12-22,6,23.8,19.5,27.07,31.6,34.3,7.800000000000001,14.799999999999997,43.0,65.67,82.0,0.0,1010.9,14.0,1.0
2007-12-23,6,25.2,21.3,28.33,34.2,34.4,9.000000000000004,13.099999999999998,34.0,61.33,76.0,0.0,1012.63,7.67,1.47
2007-12-24,5,24.0,20.9,28.53,34.2,35.0,10.200000000000003,14.100000000000001,49.0,64.33,82.0,0.0,1011.6,18.33,2.3
2007-12-25,7,24.2,20.6,25.6,27.8,29.6,3.6000000000000014,9.0,67.0,81.67,90.0,26.6,1010.77,16.67,0.73
2007-12-26,10,25.8,21.6,28.67,33.0,34.6,7.199999999999999,13.0,49.0,64.67,83.0,0.0,1009.43,22.67,0.97
2007-12-27,9,26.7,23.8,28.63,31.2,31.9,4.5,8.099999999999998,63.0,68.67,78.0,0.0,1009.87,17.0,1.23
2007-12-28,7,25.8,23.7,28.27,31.8,32.8,6.0,9.099999999999998,58.0,72.0,84.0,0.0,1009.4,25.67,1.5
2007-12-29,9,24.9,21.4,26.87,30.0,30.2,5.100000000000001,8.8,72.0,78.33,83.0,5.6000000000000005,1008.83,24.0,0.7
2007-12-30,4,21.6,20.9,24.47,28.0,28.9,6.399999999999999,8.0,69.0,85.33,97.0,26.099999999999998,1008.53,34.67,1.1
2007-12-31,11,25.4,22.2,27.83,32.5,32.5,7.100000000000001,10.3,56.0,74.0,88.0,0.0,1010.2,16.67,1.87
2008-01-01,6,25.6,22.0,28.4,33.2,33.6,7.600000000000001,11.600000000000001,50.0,70.67,87.0,0.0,1011.9,9.0,1.33
2008-01-02,9,24.9,23.1,28.97,33.0,34.2,8.100000000000001,11.100000000000001,56.0,68.0,79.0,0.0,1011.37,13.67,1.57
2008-01-03,9,25.4,22.6,29.67,35.6,35.7,10.200000000000003,13.100000000000001,47.0,63.0,78.0,0.0,1009.93,25.67,1.5
2008-01-04,5,26.0,23.9,28.67,31.4,31.7,5.399999999999999,7.800000000000001,59.0,70.67,78.0,0.0,1013.3,21.33,2.17
2008-01-05,3,23.0,22.3,26.13,29.8,30.2,6.800000000000001,7.899999999999999,60.0,78.0,94.0,12.600000000000001,1015.03,12.33,1.33
2008-01-06,4,24.4,20.2,26.3,29.5,30.0,5.100000000000001,9.8,48.0,65.33,78.0,1.1,1013.8,12.0,1.6
2008-01-07,10,22.2,16.9,25.8,31.2,32.1,9.0,15.200000000000003,50.0,59.67,67.0,0.0,1012.1,9.33,1.3
2008-01-08,8,24.0,19.0,27.73,33.6,34.6,9.600000000000001,15.600000000000001,39.0,62.0,76.0,0.0,1009.3,22.67,1.6
2008-01-09,7,26.0,19.3,28.9,34.7,35.3,8.700000000000003,15.999999999999996,39.0,58.67,71.0,0.0,1007.73,25.67,1.0
2008-01-10,6,26.6,21.4,30.23,36.5,37.5,9.899999999999999,16.1,33.0,57.67,76.0,0.0,1005.47,12.33,1.9
2008-01-11,5,20.7,20.4,25.43,29.0,29.0,8.3,8.600000000000001,64.0,77.33,96.0,24.5,1007.93,16.67,1.57
2008-01-12,8,21.0,18.5,24.23,27.7,27.7,6.699999999999999,9.2,47.0,66.0,93.0,4.0,1015.63,16.67,2.8
2008-01-13,7,22.0,19.1,25.1,28.7,28.7,6.699999999999999,9.599999999999998,54.0,60.33,65.0,0.0,1017.4,7.67,3.13
2008-01-14,2,22.8,20.4,26.7,30.6,31.2,7.800000000000001,10.8,62.0,66.33,71.0,0.0,1016.93,12.0,2.97
2008-01-15,7,25.4,22.0,28.47,33.2,33.4,7.800000000000004,11.399999999999999,52.0,69.0,86.0,0.0,1012.93,25.67,1.6
2008-01-16,8,27.0,24.0,28.87,32.3,32.8,5.299999999999997,8.799999999999997,58.0,67.33,82.0,0.0,1006.03,25.67,2.33
2008-01-17,5,20.9,20.3,23.87,26.6,27.4,5.700000000000003,7.099999999999998,62.0,79.0,88.0,7.9,1008.87,15.33,0.8
2008-01-18,3,22.8,19.3,25.67,29.8,30.2,7.0,10.899999999999999,64.0,70.33,74.0,0.0,1008.07,15.33,1.33
2008-01-19,5,21.8,21.2,22.97,24.7,24.7,2.8999999999999986,3.5,85.0,87.67,90.0,4.7,1009.0,15.0,1.43
2008-01-20,4,22.2,18.2,23.83,26.8,27.2,4.600000000000001,9.0,47.0,66.0,79.0,0.1,1013.9,19.67,2.17
2008-01-21,4,21.2,15.5,23.47,26.8,27.8,5.600000000000001,12.3,48.0,61.0,69.0,0.0,1017.07,18.33,1.53
2008-01-22,2,20.8,16.4,24.3,28.1,28.7,7.300000000000001,12.3,48.0,57.33,66.0,0.0,1018.17,9.0,2.37
2008-01-23,5,22.1,18.5,25.1,28.2,28.6,6.099999999999998,10.100000000000001,51.0,59.67,67.0,0.0,1019.53,10.67,3.07
2008-01-24,8,22.8,18.9,26.27,30.8,31.2,8.0,12.3,47.0,60.0,70.0,0.0,1018.5,17.0,2.73
2008-01-25,12,23.0,19.9,26.07,29.7,30.2,6.699999999999999,10.3,47.0,62.0,77.0,0.0,1017.23,10.67,2.57
2008-01-26,7,22.6,20.1,25.17,28.2,28.6,5.599999999999998,8.5,51.0,62.67,72.0,0.0,1017.87,12.33,3.2
2008-01-27,11,22.4,20.9,24.9,28.3,30.0,5.900000000000002,9.100000000000001,53.0,65.33,74.0,0.0,1017.7,18.33,3.4
2008-01-28,5,23.0,19.2,25.83,29.4,30.2,6.399999999999999,11.0,53.0,64.0,72.0,0.0,1016.1,10.67,3.27
2008-01-29,7,23.2,20.0,26.17,30.4,31.2,7.199999999999999,11.2,53.0,68.0,80.0,0.0,1012.9,9.33,1.57
2008-01-30,6,20.2,19.0,21.83,24.6,25.0,4.400000000000002,6.0,69.0,85.33,95.0,49.9,1010.4,9.33,0.83
2008-01-31,9,20.0,19.1,21.27,22.6,23.8,2.6000000000000014,4.699999999999999,83.0,87.33,91.0,1.4,1010.63,9.0,1.57
2008-02-01,9,19.5,19.4,21.73,24.0,26.4,4.5,7.0,80.0,86.67,93.0,6.1,1007.97,12.33,0.73
2008-02-02,3,22.2,20.1,22.63,23.3,26.5,1.1000000000000014,6.399999999999999,88.0,89.67,92.0,5.3,1004.5,12.33,0.43
2008-02-03,7,21.3,19.0,22.4,24.5,25.2,3.1999999999999993,6.199999999999999,51.0,75.0,93.0,2.3,1010.93,13.67,1.67
2008-02-04,4,19.2,14.4,21.7,26.4,27.8,7.199999999999999,13.4,47.0,64.67,77.0,0.0,1015.8,21.33,1.47
2008-02-05,7,21.0,15.2,24.1,30.2,32.4,9.2,17.2,42.0,57.33,68.0,0.0,1015.77,15.33,1.17
2008-02-06,6,25.2,20.7,27.6,32.2,32.7,7.0000000000000036,12.000000000000004,50.0,65.0,75.0,0.0,1015.93,18.33,0.77
2008-02-07,8,24.1,19.0,27.43,33.2,34.4,9.100000000000001,15.399999999999999,40.0,55.0,66.0,0.0,1014.37,12.33,1.5
2008-02-08,11,25.0,20.3,27.9,33.5,34.0,8.5,13.7,50.0,66.0,81.0,0.0,1012.83,18.33,1.1
2008-02-09,4,24.5,20.7,27.2,31.0,31.8,6.5,11.100000000000001,56.0,62.0,70.0,0.0,1009.27,15.0,0.93
2008-02-10,7,23.0,21.8,24.8,26.2,30.8,3.1999999999999993,9.0,78.0,83.67,93.0,3.0,1007.27,12.33,1.4
2008-02-11,4,20.2,20.0,21.23,22.4,22.4,2.1999999999999993,2.3999999999999986,91.0,93.67,96.0,48.4,1012.27,12.33,1.3
2008-02-12,4,20.4,19.0,22.17,25.3,26.0,4.900000000000002,7.0,77.0,86.33,91.0,2.2,1013.2,12.0,1.07
2008-02-13,5,20.4,17.4,22.67,27.2,28.4,6.800000000000001,11.0,56.0,73.33,82.0,0.5,1012.7,27.0,2.77
2008-02-14,5,23.4,19.3,26.0,31.0,31.5,7.600000000000001,12.2,53.0,72.67,83.0,0.0,1014.57,21.33,1.03
2008-02-15,6,22.9,19.7,26.03,31.4,32.0,8.5,12.3,61.0,74.0,82.0,0.0,1014.5,9.0,1.07
2008-02-16,10,24.4,22.8,25.6,27.6,28.8,3.200000000000003,6.0,73.0,84.0,91.0,1.5999999999999999,1012.3,9.0,1.4
2008-02-17,10,23.5,19.8,26.27,31.0,31.4,7.5,11.599999999999998,60.0,77.0,86.0,0.0,1013.1,15.33,1.77
2008-02-18,9,23.6,19.9,26.13,29.8,30.0,6.199999999999999,10.100000000000001,60.0,74.0,83.0,0.0,1016.4,20.0,1.83
2008-02-19,7,24.0,21.4,26.03,28.8,29.4,4.800000000000001,8.0,65.0,75.33,83.0,0.0,1016.43,12.33,2.17
2008-02-20,4,23.4,21.7,25.9,28.8,29.8,5.400000000000002,8.100000000000001,65.0,75.33,83.0,0.0,1011.2,10.67,2.2
2008-02-21,5,23.2,20.1,25.83,30.4,31.2,7.199999999999999,11.099999999999998,51.0,74.33,86.0,0.0,1010.67,21.33,1.97
2008-02-22,10,23.6,17.7,25.8,30.0,30.6,6.399999999999999,12.900000000000002,56.0,72.0,80.0,0.0,1012.2,9.0,0.47
2008-02-23,7,23.8,20.7,25.93,28.2,30.0,4.399999999999999,9.3,64.0,72.33,80.0,0.0,1015.87,10.67,1.17
2008-02-24,3,23.0,20.1,25.8,29.2,30.2,6.199999999999999,10.099999999999998,55.0,67.0,75.0,0.0,1015.73,13.67,1.8
2008-02-25,6,23.2,21.8,26.07,29.6,30.4,6.400000000000002,8.599999999999998,53.0,71.33,83.0,0.0,1015.23,12.33,2.1
2008-02-26,9,24.2,22.0,26.7,30.1,30.7,5.900000000000002,8.7,56.0,67.67,78.0,0.0,1015.17,9.0,2.63
2008-02-27,16,23.6,22.2,27.03,31.6,32.2,8.0,10.000000000000004,51.0,69.0,84.0,0.0,1014.3,6.33,2.7
2008-02-28,5,25.0,23.4,26.83,30.5,31.4,5.5,8.0,56.0,67.33,73.0,0.0,1011.63,8.0,2.63
2008-02-29,6,21.3,21.1,22.63,24.5,24.5,3.1999999999999993,3.3999999999999986,73.0,85.33,92.0,26.3,1008.7,12.33,2.13
2008-12-01,6,22.0,20.6,24.5,26.3,28.0,4.300000000000001,7.399999999999999,71.0,81.67,94.0,25.2,1006.93,22.67,3.13
2008-12-02,9,20.2,15.9,21.63,24.0,25.8,3.8000000000000007,9.9,66.0,72.0,75.0,0.2,1009.6,21.33,2.27
2008-12-03,6,17.4,15.3,18.4,19.0,22.0,1.6000000000000014,6.699999999999999,65.0,77.0,94.0,28.6,1010.93,21.33,2.8
2008-12-04,12,19.4,15.7,20.9,23.9,24.6,4.5,8.900000000000002,41.0,59.67,71.0,0.1,1014.03,17.0,2.23
2008-12-05,7,18.0,12.8,20.43,23.8,24.7,5.800000000000001,11.899999999999999,55.0,65.33,73.0,0.0,1017.8,21.33,2.03
2008-12-06,5,18.6,14.6,22.77,27.9,28.0,9.299999999999997,13.4,66.0,67.67,70.0,0.0,1018.57,9.33,1.9
2008-12-07,5,20.8,17.1,25.37,31.6,32.5,10.8,15.399999999999999,47.0,64.33,82.0,0.0,1016.53,19.67,1.83
2008-12-08,7,24.0,19.7,28.73,35.6,36.1,11.600000000000001,16.400000000000002,41.0,57.33,71.0,0.0,1012.37,19.67,1.97
2008-12-09,6,26.6,21.1,29.97,35.0,36.0,8.399999999999999,14.899999999999999,43.0,59.33,68.0,0.0,1010.63,4.67,1.0
2008-12-10,6,21.6,21.1,23.2,24.2,25.4,2.599999999999998,4.299999999999997,75.0,81.33,91.0,2.5999999999999996,1011.0,14.0,2.5
2008-12-11,5,20.8,19.9,22.43,24.1,25.6,3.3000000000000007,5.700000000000003,75.0,84.33,90.0,2.8,1014.07,13.67,2.1
2008-12-12,11,20.0,17.0,22.87,25.6,26.2,5.600000000000001,9.2,59.0,71.33,88.0,1.2,1017.9,12.33,3.9
2008-12-13,9,20.0,16.4,23.53,27.4,27.8,7.399999999999999,11.400000000000002,54.0,66.0,73.0,0.0,1016.1,10.67,2.17
2008-12-14,11,20.5,18.3,22.97,24.4,26.2,3.8999999999999986,7.899999999999999,73.0,74.33,77.0,0.0,1013.23,12.33,2.37
2008-12-15,8,21.2,18.8,23.07,26.2,27.3,5.0,8.5,62.0,78.33,89.0,30.2,1010.77,9.0,1.73
2008-12-16,7,21.0,18.7,23.63,26.4,28.2,5.399999999999999,9.5,58.0,69.0,80.0,0.0,1009.87,9.0,3.63
2008-12-17,7,20.8,18.8,23.83,27.4,27.4,6.599999999999998,8.599999999999998,57.0,71.67,82.0,0.0,1011.73,9.0,2.6
2008-12-18,7,21.4,17.6,24.4,28.0,28.5,6.600000000000001,10.899999999999999,51.0,65.33,78.0,0.0,1014.73,10.67,2.13
2008-12-19,11,21.2,17.9,24.63,28.7,29.2,7.5,11.3,55.0,67.0,77.0,0.0,1014.43,12.33,2.63
2008-12-20,12,21.8,18.9,26.13,31.4,31.8,9.599999999999998,12.900000000000002,53.0,68.0,80.0,0.0,1012.17,14.0,2.93
2008-12-21,6,23.2,19.5,28.47,34.8,35.2,11.599999999999998,15.700000000000003,48.0,63.67,80.0,0.0,1010.07,12.33,2.37
2008-12-22,11,25.0,20.4,28.73,34.2,34.5,9.200000000000003,14.100000000000001,52.0,66.0,78.0,0.0,1010.73,21.0,3.0
2008-12-23,7,26.2,22.3,28.73,33.8,34.6,7.599999999999998,12.3,54.0,72.0,83.0,0.0,1011.03,13.67,1.3
2008-12-24,12,22.3,21.5,23.47,24.1,25.0,1.8000000000000007,3.5,86.0,88.67,93.0,16.3,1009.33,18.33,0.6
2008-12-25,7,22.2,17.9,25.23,29.3,30.4,7.100000000000001,12.5,58.0,74.67,90.0,1.0,1008.7,13.67,1.9
2008-12-26,8,24.1,18.0,26.2,28.8,29.3,4.699999999999999,11.3,54.0,65.0,76.0,0.0,1011.03,12.33,1.67
2008-12-27,7,22.8,19.0,25.9,30.1,30.6,7.300000000000001,11.600000000000001,47.0,61.67,77.0,0.0,1011.73,12.33,2.03
2008-12-28,2,23.2,18.3,27.5,33.6,35.4,10.400000000000002,17.099999999999998,42.0,57.0,70.0,0.0,1008.47,24.33,2.83
2008-12-29,6,22.6,21.2,25.53,28.4,30.5,5.799999999999997,9.3,67.0,75.33,89.0,12.399999999999999,1010.83,10.67,2.4
2008-12-30,6,21.2,18.0,22.9,25.0,25.7,3.8000000000000007,7.699999999999999,60.0,66.0,70.0,0.0,1016.97,12.33,2.03
2008-12-31,11,21.7,19.5,25.53,30.5,30.7,8.8,11.2,58.0,69.67,76.0,0.0,1012.03,21.33,2.2
2009-01-01,8,23.8,21.2,24.73,25.8,27.2,2.0,6.0,63.0,74.33,84.0,0.0,1013.9,12.33,4.1
2009-01-02,1,18.9,18.5,20.73,22.1,23.5,3.200000000000003,5.0,71.0,79.67,85.0,0.30000000000000004,1015.3,9.0,2.57
2009-01-03,10,16.4,14.8,17.53,18.8,19.0,2.400000000000002,4.199999999999999,84.0,90.67,96.0,59.6,1012.57,14.0,2.97
2009-01-04,4,16.0,15.7,19.87,24.6,25.4,8.600000000000001,9.7,59.0,81.67,94.0,8.2,1014.73,13.67,1.67
2009-01-05,8,20.2,14.7,22.87,27.2,28.0,7.0,13.3,51.0,68.33,79.0,0.0,1015.23,12.33,1.23
2009-01-06,9,20.6,15.0,24.53,30.4,31.5,9.799999999999997,16.5,46.0,61.0,73.0,0.0,1013.37,12.33,1.53
2009-01-07,12,23.4,18.0,27.1,32.8,33.8,9.399999999999999,15.799999999999997,43.0,57.33,66.0,0.0,1011.03,26.0,2.37
2009-01-08,4,25.6,21.6,26.93,27.8,28.1,2.1999999999999993,6.5,51.0,63.33,75.0,0.0,1012.2,16.67,2.37
2009-01-09,8,21.2,20.3,23.47,26.2,26.7,5.0,6.399999999999999,70.0,84.0,96.0,10.6,1017.6,12.33,2.27
2009-01-10,3,21.6,20.6,23.37,26.8,27.6,5.199999999999999,7.0,71.0,84.33,94.0,5.5,1019.0,10.67,1.93
2009-01-11,2,22.8,18.8,24.67,28.2,29.6,5.399999999999999,10.8,69.0,79.33,87.0,13.3,1013.6,19.67,2.1
2009-01-12,5,24.0,20.1,26.17,29.9,31.8,5.899999999999999,11.7,64.0,75.33,83.0,0.2,1012.2,18.0,2.17
2009-01-13,4,22.3,19.9,24.23,26.4,26.4,4.099999999999998,6.5,74.0,80.67,87.0,0.0,1012.77,9.33,1.93
2009-01-14,6,23.3,20.9,25.7,30.4,31.7,7.099999999999998,10.8,62.0,78.33,90.0,1.4,1010.03,15.33,1.0
2009-01-15,10,23.4,20.9,25.13,28.4,29.6,5.0,8.700000000000003,63.0,75.67,87.0,0.0,1009.47,18.33,1.6
