data,obito,tmin_3h,tmin,temp,tmax_3h,tmax,amplitude_t_3h,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
2012-12-02,6,22.2,19.4,26.37,31.4,32.0,9.2,12.600000000000001,34.0,62.33,85.0,0.0,1012.67,12.33,2.77
2012-12-03,8,23.6,17.7,28.47,34.9,35.4,11.299999999999997,17.7,36.0,49.67,58.0,0.0,1011.27,21.33,2.93
2012-12-04,7,25.7,21.3,27.83,30.3,33.9,4.600000000000001,12.599999999999998,63.0,69.33,75.0,0.0,1012.4,20.0,1.93
2012-12-05,8,25.7,22.9,28.53,33.8,34.5,8.099999999999998,11.600000000000001,47.0,68.0,82.0,0.0,1011.23,23.0,2.2
2012-12-06,7,29.0,24.3,31.97,36.8,38.0,7.799999999999997,13.7,42.0,55.33,68.0,0.0,1006.2,20.0,1.6
2012-12-07,4,29.2,24.4,29.87,31.0,33.7,1.8000000000000007,9.300000000000004,59.0,65.0,71.0,14.4,1004.57,26.0,2.7
2012-12-08,11,25.7,20.4,27.0,29.5,31.2,3.8000000000000007,10.8,45.0,58.67,82.0,0.9,1011.67,19.67,1.97
2012-12-09,6,23.0,16.8,27.03,32.8,33.7,9.799999999999997,16.900000000000002,38.0,55.0,64.0,0.0,1013.33,21.0,2.03
2012-12-10,5,23.9,17.4,30.03,37.2,38.3,13.300000000000004,20.9,28.0,46.0,65.0,0.0,1007.37,14.0,1.83
2012-12-11,8,24.0,20.4,27.7,31.3,32.6,7.300000000000001,12.200000000000003,36.0,58.0,82.0,18.1,1001.17,20.0,2.63
2012-12-12,7,21.6,19.6,23.6,25.5,28.4,3.8999999999999986,8.799999999999997,67.0,71.67,76.0,0.3,1007.3,19.67,2.1
2012-12-13,5,22.7,20.0,24.7,27.1,28.2,4.400000000000002,8.2,64.0,75.0,87.0,5.6,1007.73,15.33,1.73
2012-12-14,6,24.7,19.9,26.4,28.6,29.7,3.900000000000002,9.8,52.0,60.33,76.0,0.0,1012.27,17.0,2.23
2012-12-15,5,21.7,19.0,27.63,33.2,34.2,11.500000000000004,15.200000000000003,49.0,61.0,75.0,0.0,1009.63,14.0,3.6
2012-12-16,6,25.4,20.7,29.17,35.1,37.0,9.700000000000003,16.3,37.0,62.0,77.0,0.0,1007.3,21.33,1.47
2012-12-17,8,25.4,20.4,28.03,32.8,33.9,7.399999999999999,13.5,53.0,68.33,80.0,8.5,1005.3,21.33,2.2
2012-12-18,7,25.5,20.1,28.37,31.6,33.6,6.100000000000001,13.5,48.0,57.33,74.0,0.0,1008.2,14.0,2.33
2012-12-19,2,23.1,22.3,28.33,31.9,33.4,8.799999999999997,11.099999999999998,55.0,62.67,72.0,0.0,1007.2,20.0,2.1
2012-12-20,8,25.6,23.5,29.57,31.8,39.1,6.199999999999999,15.600000000000001,56.0,68.0,82.0,0.7,1003.2,22.67,3.7
2012-12-21,7,21.6,19.2,22.37,23.5,24.9,1.8999999999999986,5.699999999999999,90.0,93.33,97.0,59.7,1011.6,18.33,1.87
2012-12-22,8,19.8,16.8,24.17,27.4,28.7,7.599999999999998,11.899999999999999,52.0,69.0,93.0,2.9,1018.47,14.0,2.6
2012-12-23,6,21.7,17.4,27.33,33.6,35.4,11.900000000000002,18.0,42.0,57.0,79.0,0.0,1014.93,6.33,2.53
2012-12-24,5,25.2,22.1,30.93,37.1,38.9,11.900000000000002,16.799999999999997,43.0,57.33,74.0,0.0,1009.63,24.33,2.6
2012-12-25,16,31.3,27.3,34.4,39.1,39.8,7.800000000000001,12.499999999999996,38.0,51.33,60.0,0.0,1003.3,26.0,2.8
2012-12-26,9,20.2,19.8,26.17,34.3,34.3,14.099999999999998,14.499999999999996,47.0,75.33,91.0,7.6,1008.63,13.67,2.63
2012-12-27,8,18.6,15.6,19.33,19.8,21.0,1.1999999999999993,5.4,87.0,90.0,95.0,11.8,1015.37,14.0,2.1
2012-12-28,6,16.5,15.4,18.7,21.1,23.4,4.600000000000001,7.999999999999998,95.0,95.33,96.0,55.9,1014.43,12.33,2.37
2012-12-29,7,19.4,17.9,23.5,28.2,28.9,8.8,11.0,63.0,79.33,93.0,0.7,1013.77,12.33,1.87
2012-12-30,2,22.2,18.8,27.8,33.9,35.6,11.7,16.8,47.0,65.33,83.0,0.0,1012.13,11.0,2.17
2012-12-31,7,26.1,22.0,30.6,35.9,36.7,9.799999999999997,14.700000000000003,47.0,60.67,73.0,0.0,1010.23,17.0,1.27
2013-01-01,1,20.8,19.2,22.73,25.4,25.5,4.599999999999998,6.300000000000001,84.0,86.33,88.0,24.3,1009.63,26.0,4.1
2013-01-02,5,20.1,15.6,22.33,26.3,27.5,6.199999999999999,11.9,48.0,62.67,72.0,0.2,1018.53,16.67,2.33
2013-01-03,9,18.6,14.6,23.37,28.7,30.0,10.099999999999998,15.4,48.0,60.33,70.0,0.0,1020.07,12.33,2.43
2013-01-04,14,21.7,17.4,26.57,31.8,33.6,10.100000000000001,16.200000000000003,47.0,60.67,74.0,0.0,1018.03,14.0,2.53
2013-01-05,2,23.5,19.6,25.97,28.4,31.8,4.899999999999999,12.2,57.0,75.0,87.0,6.3,1013.47,6.33,1.57
2013-01-06,6,23.0,20.1,26.67,30.3,31.1,7.300000000000001,11.0,61.0,76.33,95.0,1.1,1009.13,23.0,2.4
2013-01-07,5,26.4,22.3,28.63,31.1,32.2,4.700000000000003,9.900000000000002,57.0,68.0,80.0,0.0,1006.03,24.33,1.53
2013-01-08,12,23.0,21.2,25.27,29.3,30.6,6.300000000000001,9.400000000000002,66.0,85.33,95.0,67.9,1007.23,16.67,2.33
2013-01-09,4,23.4,21.0,26.7,31.0,31.5,7.600000000000001,10.5,59.0,74.67,89.0,0.0,1014.3,15.33,3.13
2013-01-10,7,23.2,19.3,26.03,28.8,31.0,5.600000000000001,11.7,52.0,65.0,81.0,0.0,1017.63,15.33,3.5
2013-01-11,4,20.8,16.5,23.7,26.8,29.1,6.0,12.600000000000001,48.0,59.0,70.0,0.0,1017.9,14.0,2.8
2013-01-12,10,20.6,16.8,23.93,28.8,30.1,8.2,13.3,42.0,58.33,72.0,0.0,1014.4,12.33,2.27
2013-01-13,7,21.4,17.3,25.0,29.2,31.4,7.800000000000001,14.099999999999998,52.0,62.0,71.0,0.0,1015.4,9.33,3.27
2013-01-14,6,22.6,19.8,26.5,30.2,31.5,7.599999999999998,11.7,51.0,65.33,81.0,0.0,1015.3,14.0,4.1
2013-01-15,12,23.2,20.6,26.2,29.0,30.2,5.800000000000001,9.599999999999998,56.0,66.33,76.0,0.0,1012.57,12.33,3.47
2013-01-16,7,23.4,20.6,26.6,29.6,32.6,6.200000000000003,12.0,57.0,67.0,75.0,0.0,1010.13,12.33,4.17
2013-01-17,8,24.1,20.5,27.67,32.2,34.2,8.100000000000001,13.700000000000003,48.0,65.0,80.0,0.0,1009.8,18.33,3.03
2013-01-18,8,24.8,21.9,25.5,26.9,30.1,2.099999999999998,8.200000000000003,66.0,74.67,79.0,0.4,1011.13,14.0,3.17
2013-01-19,6,23.1,19.0,24.9,28.0,29.5,4.899999999999999,10.5,53.0,68.0,82.0,2.3,1013.73,18.33,3.07
2013-01-20,7,22.0,20.0,24.53,26.8,28.7,4.800000000000001,8.7,52.0,63.67,80.0,0.0,1017.27,15.33,4.63
2013-01-21,3,21.0,18.2,24.93,28.2,30.0,7.199999999999999,11.8,44.0,55.33,68.0,0.0,1020.3,12.33,3.6
2013-01-22,8,21.8,19.1,25.67,29.4,31.9,7.599999999999998,12.799999999999997,46.0,61.33,79.0,0.0,1019.53,11.0,4.33
2013-01-23,9,22.7,19.3,26.7,31.7,33.7,9.0,14.400000000000002,40.0,55.67,72.0,0.0,1015.63,25.67,2.13
2013-01-24,4,25.3,21.9,29.33,35.1,35.6,9.8,13.700000000000003,40.0,57.0,76.0,0.0,1008.07,28.67,3.1
2013-01-25,4,22.3,21.5,25.47,30.8,32.2,8.5,10.700000000000003,48.0,76.0,95.0,3.6,1005.5,28.67,1.5
2013-01-26,8,20.0,16.3,22.6,25.4,27.2,5.399999999999999,10.899999999999999,39.0,50.33,60.0,0.0,1012.43,22.67,3.83
2013-01-27,7,19.1,14.4,23.37,28.1,29.5,9.0,15.1,41.0,51.67,60.0,0.0,1016.4,12.33,2.03
2013-01-28,4,20.6,17.9,25.87,31.4,33.0,10.799999999999997,15.100000000000001,47.0,59.33,69.0,0.0,1017.0,15.33,2.5
2013-01-29,6,23.2,19.0,27.77,33.2,34.8,10.000000000000004,15.799999999999997,44.0,60.67,78.0,0.0,1016.8,14.0,2.77
2013-01-30,9,24.2,19.7,28.73,34.5,36.2,10.3,16.500000000000004,39.0,58.33,79.0,0.0,1012.93,19.67,3.4
2013-01-31,5,24.4,20.3,29.03,35.8,37.7,11.399999999999999,17.400000000000002,31.0,57.0,78.0,0.0,1010.93,22.67,2.17
2013-02-01,8,27.4,21.8,31.0,36.8,38.2,9.399999999999999,16.400000000000002,42.0,52.67,60.0,0.0,1008.63,26.0,3.07
2013-02-02,4,23.4,22.2,27.17,29.4,30.8,6.0,8.600000000000001,64.0,72.33,88.0,5.0,1009.63,27.0,1.87
2013-02-03,11,23.5,19.6,24.07,25.1,27.5,1.6000000000000014,7.899999999999999,72.0,79.0,86.0,2.0,1011.3,21.33,1.87
2013-02-04,6,19.7,17.0,22.77,26.4,27.6,6.699999999999999,10.600000000000001,49.0,69.67,87.0,2.2,1013.87,14.0,3.1
2013-02-05,4,21.1,17.2,24.1,27.2,27.7,6.099999999999998,10.5,54.0,60.33,66.0,0.0,1014.8,14.0,4.4
2013-02-06,7,21.6,19.9,24.43,28.1,29.6,6.5,9.700000000000003,58.0,69.67,82.0,0.0,1015.33,14.0,3.53
2013-02-07,9,22.1,20.8,25.1,28.6,29.5,6.5,8.7,49.0,64.67,79.0,0.0,1015.7,12.33,4.6
2013-02-08,3,22.5,19.6,24.63,26.8,28.5,4.300000000000001,8.899999999999999,64.0,68.67,76.0,0.0,1015.07,12.33,3.5
2013-02-09,8,22.8,21.5,24.57,27.8,28.9,5.0,7.399999999999999,71.0,81.33,88.0,0.8999999999999999,1013.93,10.67,2.67
2013-02-10,7,23.8,22.2,26.27,30.4,32.0,6.599999999999998,9.8,60.0,76.67,89.0,0.2,1010.67,28.67,2.3
2013-02-11,6,22.7,20.8,26.4,31.2,32.0,8.5,11.2,58.0,70.0,81.0,0.5,1008.17,25.67,4.33
2013-02-12,6,24.2,22.8,26.67,30.5,31.4,6.300000000000001,8.599999999999998,60.0,76.0,88.0,1.8,1006.37,33.33,2.33
2013-02-13,7,26.0,23.6,27.73,30.6,32.9,4.600000000000001,9.299999999999997,60.0,71.0,79.0,3.5,1007.83,16.33,2.97
2013-02-14,8,25.9,22.9,28.53,32.8,33.0,6.899999999999999,10.100000000000001,57.0,71.67,86.0,0.3,1009.7,20.0,2.17
2013-02-15,4,23.6,22.9,26.1,30.0,31.4,6.399999999999999,8.5,66.0,84.0,95.0,22.1,1009.57,21.0,2.13
2013-02-16,4,25.0,22.4,27.07,31.2,31.9,6.199999999999999,9.5,61.0,78.0,87.0,0.5,1008.77,14.0,2.1
2013-02-17,6,25.4,22.5,28.33,32.4,33.0,7.0,10.5,62.0,73.67,83.0,0.0,1007.03,26.0,4.33
2013-02-18,8,25.3,23.2,27.8,31.3,31.6,6.0,8.400000000000002,66.0,73.67,79.0,0.0,1011.0,18.0,2.1
2013-02-20,3,24.5,23.9,26.83,29.8,31.4,5.300000000000001,7.5,70.0,81.0,87.0,0.2,1012.43,15.33,4.27
2013-02-21,4,24.6,23.2,25.57,26.8,30.2,2.1999999999999993,7.0,84.0,89.33,97.0,71.4,1009.33,24.0,3.23
2013-02-22,5,22.2,20.2,24.63,26.9,27.5,4.699999999999999,7.300000000000001,52.0,70.67,81.0,0.8,1016.27,15.33,4.0
2013-02-23,3,21.1,18.8,24.83,29.6,29.6,8.5,10.8,56.0,66.0,75.0,0.0,1016.63,12.33,3.4
2013-02-24,4,23.6,19.4,27.1,32.7,33.6,9.100000000000001,14.200000000000003,49.0,63.0,73.0,0.0,1011.87,27.33,3.0
2013-02-25,5,24.2,23.6,26.9,28.6,29.2,4.400000000000002,5.599999999999998,62.0,72.33,79.0,0.0,1008.0,19.67,2.5
2013-02-26,2,20.6,18.6,23.4,26.0,26.1,5.399999999999999,7.5,53.0,66.67,84.0,1.4,1011.1,23.0,2.73
2013-02-27,4,19.5,14.5,21.97,25.8,27.1,6.300000000000001,12.600000000000001,44.0,59.33,71.0,0.0,1016.17,18.33,1.73
2013-02-28,4,19.5,15.0,22.5,27.4,28.0,7.899999999999999,13.0,50.0,63.33,74.0,0.0,1015.83,16.67,3.27
2013-12-01,3,21.2,20.3,24.2,28.4,30.0,7.199999999999999,9.7,63.0,67.67,75.0,0.0,1014.97,12.33,4.43
2013-12-02,6,22.2,20.5,24.5,28.3,30.0,6.100000000000001,9.5,60.0,80.0,91.0,9.700000000000001,1010.23,19.67,2.0
2013-12-03,6,23.1,19.0,24.13,25.1,29.2,2.0,10.2,76.0,80.0,87.0,30.9,1008.43,18.33,3.67
2013-12-04,7,19.0,15.6,23.8,30.2,32.2,11.2,16.6,55.0,67.33,76.0,1.1,1009.53,18.33,1.9
2013-12-05,5,21.7,20.7,24.83,27.7,27.9,6.0,7.199999999999999,69.0,79.0,96.0,31.5,1005.73,18.0,1.57
2013-12-06,6,20.7,15.8,21.97,23.2,24.8,2.5,9.0,63.0,66.67,72.0,0.0,1012.63,14.0,2.5
2013-12-07,5,18.0,16.3,23.07,29.1,29.6,11.100000000000001,13.3,48.0,65.67,78.0,0.0,1013.43,9.0,2.2
2013-12-08,10,21.2,17.3,25.77,32.3,34.0,11.099999999999998,16.7,52.0,69.0,84.0,0.0,1011.83,27.33,2.07
2013-12-09,8,25.6,22.0,27.47,29.0,30.4,3.3999999999999986,8.399999999999999,62.0,65.67,70.0,0.1,1008.33,22.67,2.53
2013-12-10,10,22.7,20.3,23.2,24.1,24.2,1.4000000000000021,3.8999999999999986,79.0,86.0,91.0,2.1,1012.33,21.33,2.87
2013-12-11,5,20.3,18.4,22.17,24.2,25.0,3.8999999999999986,6.600000000000001,58.0,68.67,82.0,0.7,1016.6,14.0,3.07
2013-12-12,5,19.1,16.6,23.07,27.3,27.6,8.2,11.0,55.0,64.67,75.0,0.0,1014.47,9.0,3.2
2013-12-13,7,20.5,17.4,24.87,30.2,31.4,9.7,14.0,55.0,64.0,74.0,0.0,1010.3,20.0,1.73
2013-12-14,5,22.1,19.1,26.8,33.0,33.3,10.899999999999999,14.199999999999996,52.0,68.0,81.0,0.30000000000000004,1010.23,15.33,1.1
2013-12-15,6,24.6,19.6,27.63,32.3,32.4,7.699999999999996,12.799999999999997,44.0,65.67,77.0,0.0,1011.57,13.67,2.03
2013-12-16,7,24.8,22.2,26.67,30.3,31.0,5.5,8.8,56.0,71.33,83.0,0.0,1010.97,12.33,2.23
2013-12-17,4,23.0,20.4,26.27,30.1,30.3,7.100000000000001,9.900000000000002,49.0,66.67,83.0,0.0,1011.37,10.67,4.23
2013-12-18,6,22.3,19.4,27.07,33.1,33.6,10.8,14.200000000000003,49.0,62.33,78.0,0.0,1009.6,15.0,3.27
2013-12-19,4,23.1,19.5,26.9,30.9,31.9,7.799999999999997,12.399999999999999,56.0,66.33,80.0,0.0,1010.47,10.67,2.77
2013-12-20,3,23.2,21.2,26.8,30.0,30.8,6.800000000000001,9.600000000000001,58.0,70.33,83.0,0.0,1010.43,14.0,4.13
2013-12-21,4,23.4,20.5,26.43,29.9,30.2,6.5,9.7,56.0,69.67,83.0,0.0,1012.03,12.33,3.73
2013-12-22,6,23.2,20.1,25.67,29.1,29.5,5.900000000000002,9.399999999999999,53.0,68.0,79.0,0.0,1013.93,10.67,4.37
2013-12-23,9,23.0,20.3,24.93,27.3,28.1,4.300000000000001,7.800000000000001,66.0,70.0,74.0,0.0,1014.5,14.0,3.73
2013-12-24,3,23.1,20.6,26.3,30.8,31.8,7.699999999999999,11.2,56.0,72.67,84.0,0.0,1011.33,14.0,2.13
2013-12-25,10,24.4,21.1,28.13,34.3,35.3,9.899999999999999,14.199999999999996,50.0,70.0,82.0,0.0,1009.37,15.33,2.57
2013-12-26,9,25.7,21.3,30.87,38.2,38.5,12.500000000000004,17.2,28.0,57.67,77.0,0.0,1009.17,17.0,1.93
2013-12-27,6,30.3,24.1,33.1,37.7,39.0,7.400000000000002,14.899999999999999,48.0,53.0,56.0,0.0,1009.1,21.33,2.37
2013-12-28,10,27.2,25.3,29.5,32.5,34.3,5.300000000000001,8.999999999999996,61.0,69.33,77.0,0.0,1009.7,23.0,1.83
2013-12-29,12,28.1,23.8,31.3,36.2,37.2,8.100000000000001,13.400000000000002,47.0,61.33,69.0,0.0,1005.97,24.33,2.2
2013-12-30,10,27.1,24.4,30.83,34.8,36.4,7.699999999999996,12.0,56.0,66.33,77.0,0.0,1003.7,27.0,2.5
2013-12-31,15,26.6,25.3,28.83,30.3,31.5,3.6999999999999993,6.199999999999999,71.0,75.67,80.0,3.8000000000000003,1005.9,9.33,1.8
2014-01-01,5,26.4,23.7,28.9,32.5,34.0,6.100000000000001,10.3,63.0,72.0,77.0,0.0,1007.07,10.67,1.47
2014-01-02,9,26.9,24.8,29.73,32.9,34.4,6.0,9.599999999999998,58.0,68.67,81.0,0.1,1002.83,15.33,3.17
2014-01-03,2,21.2,19.9,23.1,25.3,25.3,4.100000000000001,5.400000000000002,87.0,88.33,91.0,12.1,1008.33,12.33,1.47
2014-01-04,3,19.9,17.5,23.67,27.5,28.2,7.600000000000001,10.7,50.0,66.67,87.0,1.1,1017.43,8.0,1.87
2014-01-05,10,21.9,17.8,26.0,31.6,31.6,9.700000000000003,13.8,43.0,59.67,69.0,0.0,1016.6,24.33,2.47
2014-01-06,8,25.6,19.5,28.6,34.2,34.4,8.600000000000001,14.899999999999999,42.0,61.0,71.0,0.0,1015.13,15.33,2.57
2014-01-07,5,25.2,22.2,29.83,35.5,36.2,10.3,14.000000000000004,46.0,61.0,79.0,0.0,1011.27,28.67,1.87
2014-01-08,5,24.7,23.8,28.23,30.0,30.0,5.300000000000001,6.199999999999999,59.0,68.33,79.0,0.0,1008.33,19.67,2.5
2014-01-09,3,24.8,21.3,27.77,32.9,33.3,8.099999999999998,11.999999999999996,57.0,72.67,81.0,0.0,1011.4,14.0,2.73
2014-01-10,6,24.0,21.9,25.53,26.7,31.1,2.6999999999999993,9.200000000000003,73.0,80.67,89.0,22.4,1010.33,20.0,3.63
2014-01-11,6,22.0,20.1,23.5,24.3,29.4,2.3000000000000007,9.299999999999997,82.0,89.33,94.0,5.1,1013.0,31.67,3.53
2014-01-12,9,21.4,20.0,23.9,27.5,28.1,6.100000000000001,8.100000000000001,71.0,86.67,95.0,6.5,1016.87,16.67,1.3
2014-01-13,11,22.5,21.6,25.03,28.8,29.0,6.300000000000001,7.399999999999999,73.0,83.33,89.0,0.2,1015.77,15.33,2.43
2014-01-14,10,23.9,22.1,26.47,30.6,31.0,6.700000000000003,8.899999999999999,57.0,77.67,89.0,1.3,1012.67,24.33,2.83
2014-01-15,9,22.6,21.9,24.03,26.7,28.3,4.099999999999998,6.400000000000002,81.0,87.67,91.0,11.8,1012.3,22.67,1.77
2014-01-16,9,24.5,19.2,26.53,30.1,31.2,5.600000000000001,12.0,56.0,72.67,83.0,0.0,1012.87,26.0,1.63
2014-01-17,6,24.7,19.2,27.87,33.4,34.8,8.7,15.599999999999998,54.0,68.0,79.0,0.0,1013.83,22.67,2.97
2014-01-18,8,26.2,20.0,29.53,35.1,36.4,8.900000000000002,16.4,52.0,64.33,74.0,0.0,1013.77,27.33,2.6
2014-01-19,9,28.1,21.6,30.53,35.3,37.0,7.199999999999996,15.399999999999999,47.0,53.0,58.0,0.0,1011.57,27.33,2.57
2014-01-20,9,30.2,23.5,32.53,37.0,37.0,6.800000000000001,13.5,40.0,52.0,63.0,0.0,1010.7,24.33,2.2
2014-01-21,8,29.2,22.3,32.03,36.9,37.3,7.699999999999999,14.999999999999996,41.0,45.33,51.0,0.0,1008.43,25.67,3.5
2014-01-22,6,30.0,25.2,33.07,36.4,37.2,6.399999999999999,12.000000000000004,48.0,54.67,66.0,0.0,1009.13,24.33,2.63
2014-01-23,10,28.8,25.1,32.17,36.4,37.0,7.599999999999998,11.899999999999999,51.0,60.33,76.0,0.0,1009.5,26.0,3.3
2014-01-24,17,30.9,26.5,33.17,36.6,37.6,5.700000000000003,11.100000000000001,47.0,58.67,65.0,0.0,1007.1,24.33,3.47
2014-01-25,21,21.6,20.0,23.53,26.6,27.0,5.0,7.0,77.0,80.33,86.0,5.7,1014.4,21.33,3.03
2014-01-26,8,20.0,19.7,22.7,26.0,26.4,6.0,6.699999999999999,76.0,85.33,91.0,3.2,1016.4,14.0,4.23
2014-01-27,12,23.6,22.7,28.37,33.7,36.3,10.100000000000001,13.599999999999998,58.0,72.0,86.0,0.4,1013.87,24.33,2.7
2014-01-28,7,28.9,24.2,31.77,37.0,37.7,8.100000000000001,13.500000000000004,48.0,63.0,71.0,0.0,1012.23,24.33,2.77
2014-01-29,9,27.6,25.1,32.0,38.2,38.2,10.600000000000001,13.100000000000001,43.0,62.0,75.0,2.6,1012.27,24.33,3.37
2014-01-30,6,27.4,24.3,31.3,36.6,37.7,9.200000000000003,13.400000000000002,51.0,63.67,73.0,0.0,1012.57,15.33,3.0
2014-01-31,7,24.7,23.0,28.27,32.5,32.6,7.800000000000001,9.600000000000001,57.0,67.0,77.0,0.7,1011.7,12.33,2.47
2014-02-01,12,24.9,23.0,28.47,32.6,34.2,7.700000000000003,11.200000000000003,57.0,68.67,83.0,2.0,1012.07,17.0,2.87
2014-02-02,5,24.4,22.6,29.6,36.9,38.2,12.5,15.600000000000001,50.0,73.0,95.0,6.2,1009.87,24.33,4.87
2014-02-03,10,29.2,22.6,32.73,36.6,37.8,7.400000000000002,15.199999999999996,50.0,62.67,75.0,0.0,1008.5,22.67,2.3
2014-02-04,11,28.9,25.2,31.93,37.6,37.8,8.700000000000003,12.599999999999998,46.0,56.33,63.0,0.2,1009.97,24.33,2.87
2014-02-05,8,28.8,24.9,32.97,38.6,39.9,9.8,15.0,42.0,60.67,80.0,0.0,1010.87,27.33,2.1
2014-02-06,10,32.0,26.6,34.67,39.3,40.6,7.299999999999997,14.0,41.0,54.0,61.0,0.0,1010.07,27.33,2.73
2014-02-07,20,29.7,27.1,32.87,38.8,39.8,9.099999999999998,12.699999999999996,43.0,68.33,82.0,0.0,1010.13,17.0,3.5
2014-02-08,23,31.1,22.6,32.47,34.8,34.8,3.6999999999999957,12.199999999999996,51.0,58.0,65.0,0.0,1010.67,17.0,1.73
2014-02-09,8,23.9,22.6,29.37,37.0,38.1,13.100000000000001,15.5,46.0,66.0,85.0,6.5,1010.63,34.67,1.93
2014-02-10,14,29.3,22.6,31.5,35.6,36.8,6.300000000000001,14.199999999999996,57.0,70.33,78.0,0.0,1013.77,12.33,2.8
2014-02-11,9,23.2,22.7,28.7,36.7,37.5,13.500000000000004,14.8,44.0,74.0,93.0,22.9,1012.33,19.67,1.5
2014-02-12,8,29.2,24.2,31.4,35.2,35.6,6.0000000000000036,11.400000000000002,57.0,71.0,79.0,0.0,1008.53,21.33,2.6
2014-02-13,6,23.0,20.0,24.13,25.2,25.6,2.1999999999999993,5.600000000000001,83.0,88.0,92.0,7.800000000000001,1010.8,9.33,4.0
2014-02-14,5,20.4,18.4,21.33,23.2,25.3,2.8000000000000007,6.900000000000002,80.0,88.33,96.0,38.7,1017.17,14.0,2.8
2014-02-15,4,20.7,19.2,23.17,25.8,26.3,5.100000000000001,7.100000000000001,54.0,62.67,72.0,0.0,1023.03,14.0,5.37
2014-02-16,10,22.1,18.3,24.2,27.6,27.6,5.5,9.3,57.0,66.67,72.0,0.0,1022.53,12.33,4.03
2014-02-17,7,22.2,19.8,25.6,29.7,30.0,7.5,10.2,55.0,70.0,83.0,0.0,1021.47,12.33,5.63
2014-02-18,5,23.6,20.2,26.4,29.6,30.3,6.0,10.100000000000001,61.0,66.67,76.0,0.0,1018.27,11.0,3.93
2014-02-19,9,23.8,21.0,27.13,31.6,32.0,7.800000000000001,11.0,52.0,65.0,79.0,0.0,1014.97,7.67,4.13
2014-02-20,11,23.9,21.5,25.3,27.2,27.5,3.3000000000000007,6.0,63.0,72.67,78.0,0.0,1011.4,24.33,2.2
2014-02-21,8,23.6,21.8,27.53,32.8,33.3,9.199999999999996,11.499999999999996,57.0,73.67,87.0,0.6,1011.33,18.33,2.67
2014-02-22,7,26.6,22.6,28.8,32.4,32.4,5.799999999999997,9.799999999999997,66.0,72.33,76.0,0.0,1011.87,18.0,2.33
2014-02-23,5,22.8,22.1,25.4,29.5,30.0,6.699999999999999,7.899999999999999,76.0,85.0,90.0,3.1,1010.6,10.67,1.07
2014-02-24,6,23.2,21.4,27.03,32.3,32.5,9.099999999999998,11.100000000000001,62.0,76.33,92.0,3.7,1010.27,20.0,2.57
2014-02-25,8,25.6,22.2,26.77,29.0,29.2,3.3999999999999986,7.0,71.0,79.33,85.0,0.0,1012.97,14.0,4.07
2014-02-26,5,22.1,21.1,22.93,23.6,23.9,1.5,2.799999999999997,93.0,94.33,95.0,28.700000000000003,1012.97,19.67,2.27
2014-02-27,4,18.6,17.8,20.53,21.8,22.5,3.1999999999999993,4.699999999999999,80.0,91.67,98.0,26.5,1011.9,20.0,2.6
2014-02-28,10,19.0,17.6,21.47,25.8,26.2,6.800000000000001,8.599999999999998,61.0,80.33,91.0,0.8,1011.43,28.67,2.93
2014-12-01,5,27.4,25.4,28.93,31.4,32.4,4.0,7.0,61.0,67.0,72.0,0.0,1010.73,24.0,1.2
2014-12-02,3,26.7,22.6,28.0,29.6,35.0,2.900000000000002,12.399999999999999,67.0,74.33,83.0,15.9,1009.63,15.33,2.27
2014-12-03,6,21.8,21.0,24.57,27.1,27.3,5.300000000000001,6.300000000000001,51.0,79.0,97.0,9.2,1009.57,21.0,2.73
2014-12-04,2,22.7,16.9,24.57,28.0,28.3,5.300000000000001,11.400000000000002,56.0,61.0,68.0,0.0,1016.37,25.67,1.3
2014-12-05,7,21.3,16.7,24.77,29.2,29.2,7.899999999999999,12.5,50.0,66.33,80.0,0.0,1018.77,12.33,3.17
2014-12-06,5,21.2,17.5,25.77,31.2,31.6,10.0,14.100000000000001,40.0,56.33,78.0,0.0,1016.5,15.33,3.07
2014-12-07,4,22.6,19.0,27.97,35.0,36.2,12.399999999999999,17.200000000000003,42.0,59.67,78.0,0.0,1012.4,28.67,2.8
2014-12-08,8,29.3,24.1,32.23,36.8,37.4,7.4999999999999964,13.299999999999997,46.0,56.0,65.0,0.0,1011.07,24.0,1.93
2014-12-09,4,24.6,22.8,26.43,29.7,31.5,5.099999999999998,8.7,70.0,80.33,86.0,4.1,1010.07,28.67,1.3
2014-12-10,3,26.7,21.7,28.53,31.4,32.6,4.699999999999999,10.900000000000002,65.0,67.33,71.0,10.5,1007.53,19.67,1.23
2014-12-11,10,23.4,21.9,24.47,25.4,26.0,2.0,4.100000000000001,77.0,85.67,90.0,33.0,1012.23,15.33,2.37
2014-12-12,4,22.6,21.4,24.0,26.0,26.1,3.3999999999999986,4.700000000000003,79.0,83.67,87.0,0.0,1012.63,12.33,2.83
2014-12-13,6,22.8,21.0,23.57,24.9,25.3,2.099999999999998,4.300000000000001,78.0,89.67,96.0,3.0000000000000004,1009.13,18.33,2.9
2014-12-14,6,21.2,16.2,23.4,27.2,27.4,6.0,11.2,54.0,71.67,81.0,0.0,1014.73,22.67,1.93
2014-12-15,4,20.8,16.3,23.53,26.5,26.5,5.699999999999999,10.2,64.0,67.33,73.0,0.0,1016.47,14.0,2.97
