data,obito,heat_index,wind_chill,tmin,temp,tmax,amplitude_t,urmin,umidade,urmax,prec,pressao,ventodir,ventovel
2001-10-04,-3.7699999999999996,-3.6339129218635975,4.690601809093174,2.59,-0.4800000000000004,-0.5500000000000007,-3.130000000000001,13.5,6.799999999999997,4.590000000000003,-5.62,-2.1299999999999955,15.48,5.022000000000001
2001-10-05,3.2300000000000004,-4.819378539601473,2.9238719923964993,1.2899999999999991,-0.4800000000000004,-1.3999999999999986,-2.6899999999999995,6.590000000000003,4.780000000000001,4.5,0.6100000000000003,1.990000000000009,2.9399999999999995,-0.12199999999999989
2001-10-06,-3.67,-1.021594801581898,4.76307029337233,1.0299999999999994,0.35999999999999943,0.860000000000003,-0.16999999999999815,1.7100000000000009,5.260000000000005,8.430000000000007,-2.85,3.6499999999999773,-3.9800000000000004,-5.918000000000001
2001-10-09,-1.1799999999999997,3.5975303158597427,4.444468285512976,1.9899999999999984,1.0799999999999983,2.219999999999999,0.23000000000000043,-15.32,-1.269999999999996,6.680000000000007,1.17,-2.840000000000032,-0.1999999999999993,0.3420000000000005
2001-10-10,1.6799999999999997,2.135261229191812,-0.2677914421071037,0.25,2.3599999999999994,1.5500000000000007,1.290000000000001,-11.36,-11.219999999999999,-13.819999999999993,-6.8,-0.7900000000000773,1.3800000000000008,2.5519999999999996
2001-10-11,-3.67,3.458114962670223,-0.9429516463425642,-0.6500000000000004,2.219999999999999,2.0700000000000003,2.719999999999999,-2.3299999999999983,-6.929999999999993,-8.049999999999997,-6.1,3.2200000000000273,2.6900000000000013,-2.0780000000000003
2001-10-12,0.2699999999999996,-4.1813721572634535,-3.2439889649707325,-1.2100000000000009,0.0799999999999983,-1.0399999999999991,0.16999999999999993,10.590000000000003,5.689999999999998,3.769999999999996,-4.23,7.6299999999999955,-6.91,0.6580000000000013
2001-10-13,1.3600000000000003,-7.2030939349439365,4.408707017270899,2.0700000000000003,0.25,-1.8999999999999986,-3.969999999999999,15.049999999999997,8.739999999999995,3.819999999999993,-5.15,6.680000000000064,-1.2399999999999984,1.5999999999999996
2001-10-14,-0.08999999999999986,10.030101985662313,8.865846929072646,3.9400000000000013,2.0699999999999967,3.0500000000000007,-0.8900000000000006,4.769999999999996,4.3799999999999955,0.8199999999999932,-5.98,2.810000000000059,0.5700000000000003,1.5879999999999992
2001-10-15,0.33000000000000007,2.7913979970658573,7.447537676270045,3.8000000000000007,1.7699999999999996,1.1499999999999986,-2.66,4.0,4.530000000000001,1.480000000000004,-4.85,0.9600000000000364,-2.0,7.462000000000001
2001-10-16,2.1399999999999997,-9.7298745248318,5.022761294859897,2.539999999999999,-0.35999999999999943,-2.6999999999999993,-5.24,20.909999999999997,12.049999999999997,6.450000000000003,10.48,2.1100000000000136,-1.5,3.950000000000001
2001-10-17,1.0999999999999996,-0.3489549681982851,5.678144677312943,2.4099999999999984,-0.48999999999999844,0.08999999999999986,-2.3299999999999983,24.479999999999997,15.920000000000002,9.950000000000003,-6.81,-1.2200000000000273,-2.9700000000000006,-0.2779999999999987
2001-10-18,-3.95,4.728018160800062,4.16630648141296,1.9699999999999989,1.7600000000000016,1.6999999999999993,-0.2599999999999998,5.409999999999997,3.739999999999995,5.859999999999999,-2.88,-3.159999999999968,-3.380000000000001,0.822000000000001
2001-10-19,-1.4500000000000002,9.885595497016439,8.52354990240029,2.9200000000000017,2.0400000000000027,2.530000000000001,-0.3899999999999988,9.450000000000003,9.409999999999997,7.549999999999997,-2.03,-5.07000000000005,-12.79,-5.612
2001-10-20,2.5199999999999996,17.7848716933202,8.637953147303612,4.009999999999998,4.780000000000001,5.5,1.4900000000000002,-7.859999999999999,-5.579999999999998,2.9000000000000057,-3.1,-6.670000000000073,-10.69,2.7780000000000005
2001-10-22,-0.9500000000000002,-6.559052802463995,-6.721045384877009,-1.8000000000000007,-1.740000000000002,-3.4399999999999977,-1.6400000000000006,-9.950000000000003,-2.7099999999999937,8.5,1.94,-4.3799999999999955,9.340000000000003,8.792000000000002
2001-10-23,-4.18,-3.7258763482241477,-10.495285904000397,-4.18,-2.1000000000000014,-1.7299999999999969,2.4499999999999993,-12.32,-18.189999999999998,-24.680000000000007,-4.72,0.7699999999999818,13.32,1.4080000000000013
2001-10-24,-3.8200000000000003,-0.9470957184318252,-6.795136934335687,-3.6999999999999993,-0.03999999999999915,0.990000000000002,4.690000000000001,-16.450000000000003,-14.549999999999997,-11.090000000000003,-5.65,5.720000000000027,-7.640000000000001,-4.17
2001-10-25,2.2699999999999996,14.31623926716783,-0.3910127532086136,-0.35999999999999943,2.6000000000000014,5.6299999999999955,5.9999999999999964,-13.0,-14.620000000000005,-19.319999999999993,-5.16,6.360000000000014,4.489999999999998,-1.9120000000000008
2001-10-26,5.24,19.094234346788397,0.8689123452388401,0.7100000000000009,3.59,5.720000000000002,5.0,-9.57,-8.730000000000004,-3.7099999999999937,-6.16,3.2100000000000364,-1.5499999999999972,2.678000000000001
2001-10-27,3.5,31.865649900000022,10.532584250615685,3.719999999999999,5.359999999999999,8.3,4.58,-9.729999999999997,-3.230000000000004,-4.090000000000003,-3.35,-0.40999999999996817,-9.65,-5.640000000000001
2001-10-28,-0.9500000000000002,30.52704225146148,11.889199424817505,4.739999999999998,6.809999999999999,8.380000000000003,3.639999999999999,-14.86,-8.929999999999993,-6.519999999999996,-2.02,-2.340000000000032,-9.72,-4.212
