Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 1996-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);
2001-06-15;0000;0;null;null;null;null;null;
2001-06-15;1200;0;null;null;null;null;null;
2001-06-15;1800;0;null;null;null;null;null;
2001-06-16;0000;0;null;null;null;null;null;
2001-06-16;1200;29,5;null;null;null;null;null;
2001-06-16;1800;6,9;null;null;null;null;null;
2001-06-17;0000;2,4;null;null;null;null;null;
2001-06-17;1200;,1;null;null;null;null;null;
2001-06-17;1800;0;null;null;null;null;null;
2001-06-18;0000;0;null;null;null;null;null;
2001-06-18;1200;,3;null;null;null;null;null;
2001-06-18;1800;,4;null;null;null;null;null;
2001-06-19;0000;0;null;null;null;null;null;
2001-06-19;1200;0;null;null;null;null;null;
2001-06-19;1800;0;null;null;null;null;null;
2001-06-20;0000;5,5;null;null;null;null;null;
2001-06-20;1200;6,6;null;null;null;null;null;
2001-06-20;1800;6,5;null;null;null;null;null;
2001-06-21;0000;0;null;null;null;null;null;
2001-06-21;1200;0;null;null;null;null;null;
2001-06-21;1800;0;null;null;null;null;null;
2001-06-22;0000;0;null;null;null;null;null;
2001-06-22;1200;0;null;null;null;null;null;
2001-06-22;1800;0;null;null;null;null;null;
2001-06-23;0000;0;null;null;null;null;null;
2001-06-23;1200;0;null;null;null;null;null;
2001-06-23;1800;0;null;null;null;null;null;
2001-06-24;0000;0;null;null;null;null;null;
2001-06-24;1200;0;null;null;null;null;null;
2001-06-24;1800;0;null;null;null;null;null;
2001-06-25;0000;,1;null;null;null;null;null;
2001-06-25;1200;8,9;null;null;null;null;null;
2001-06-25;1800;2,1;null;null;null;null;null;
2001-06-26;0000;4,4;null;null;null;null;null;
2001-06-26;1200;0;null;null;null;null;null;
2001-06-26;1800;0;null;null;null;null;null;
2001-06-27;0000;0;null;null;null;null;null;
2001-06-27;1200;,6;null;null;null;null;null;
2001-06-27;1800;0;null;null;null;null;null;
2001-06-28;0000;0;null;null;null;null;null;
2001-06-28;1200;0;null;null;null;null;null;
2001-06-28;1800;0;null;null;null;null;null;
2001-06-29;0000;0;null;null;null;null;null;
2001-06-29;1200;0;null;null;null;null;null;
2001-06-29;1800;0;null;null;null;null;null;
2001-06-30;0000;0;null;null;null;null;null;
2001-06-30;1200;0;null;null;null;null;null;
2001-06-30;1800;0;null;null;null;null;null;
2001-07-01;0000;0;null;null;null;null;null;
2001-07-01;1200;0;null;null;null;null;null;
2001-07-01;1800;0;null;null;null;null;null;
2001-07-02;0000;0;null;null;null;null;null;
2001-07-02;1200;3,1;null;null;null;null;null;
2001-07-02;1800;0;null;null;null;null;null;
2001-07-03;0000;0;null;null;null;null;null;
2001-07-03;1200;0;null;null;null;null;null;
2001-07-03;1800;0;null;null;null;null;null;
2001-07-04;0000;0;null;null;null;null;null;
2001-07-04;1200;0;null;null;null;null;null;
2001-07-04;1800;0;null;null;null;null;null;
2001-07-05;0000;3,2;null;null;null;null;null;
2001-07-05;1200;21;null;null;null;null;null;
2001-07-05;1800;0;null;null;null;null;null;
2001-07-06;0000;0;null;null;null;null;null;
2001-07-06;1200;0;null;null;null;null;null;
2001-07-06;1800;0;null;null;null;null;null;
2001-07-07;0000;0;null;null;null;null;null;
2001-07-07;1200;0;null;null;null;null;null;
2001-07-07;1800;0;null;null;null;null;null;
2001-07-08;0000;0;null;null;null;null;null;
2001-07-08;1200;0;null;null;null;null;null;
2001-07-08;1800;0;null;null;null;null;null;
2001-07-09;0000;0;null;null;null;null;null;
2001-07-09;1200;0;null;null;null;null;null;
2001-07-09;1800;0;null;null;null;null;null;
2001-07-10;0000;0;null;null;null;null;null;
2001-07-10;1200;13,5;null;null;null;null;null;
2001-07-10;1800;3,3;null;null;null;null;null;
2001-07-11;0000;0;null;null;null;null;null;
2001-07-11;1200;26,2;null;null;null;null;null;
2001-07-11;1800;5,2;null;null;null;null;null;
2001-07-12;0000;2,2;null;null;null;null;null;
2001-07-12;1200;0;null;null;null;null;null;
2001-07-12;1800;0;null;null;null;null;null;
2001-07-13;0000;0;null;null;null;null;null;
2001-07-13;1200;0;null;null;null;null;null;
2001-07-13;1800;0;null;null;null;null;null;
2001-07-14;0000;0;null;null;null;null;null;
2001-07-14;1200;0;null;null;null;null;null;
2001-07-14;1800;0;null;null;null;null;null;
2001-07-15;0000;0;null;null;null;null;null;
2001-07-15;1200;0;null;null;null;null;null;
2001-07-15;1800;0;null;null;null;null;null;
2001-07-16;0000;0;null;null;null;null;null;
2001-07-16;1200;0;null;null;null;null;null;
2001-07-16;1800;0;null;null;null;null;null;
2001-07-17;0000;0;null;null;null;null;null;
2001-07-17;1200;,1;null;null;null;null;null;
2001-07-17;1800;0;null;null;null;null;null;
2001-07-18;0000;4,8;null;null;null;null;null;
2001-07-18;1200;42,5;null;null;null;null;null;
2001-07-18;1800;13,4;null;null;null;null;null;
2001-07-19;0000;3,4;null;null;null;null;null;
2001-07-19;1200;0;null;null;null;null;null;
2001-07-19;1800;0;null;null;null;null;null;
2001-07-20;0000;6,2;null;null;null;null;null;
2001-07-20;1200;28,5;null;null;null;null;null;
2001-07-20;1800;15,2;null;null;null;null;null;
2001-07-21;0000;0;null;null;null;null;null;
2001-07-21;1200;0;null;null;null;null;null;
2001-07-21;1800;0;null;null;null;null;null;
2001-07-22;0000;0;null;null;null;null;null;
2001-07-22;1200;0;null;null;null;null;null;
2001-07-22;1800;0;null;null;null;null;null;
2001-07-23;0000;0;null;null;null;null;null;
2001-07-23;1200;0;null;null;null;null;null;
2001-07-23;1800;0;null;null;null;null;null;
2001-07-24;0000;0;null;null;null;null;null;
2001-07-24;1200;,5;null;null;null;null;null;
2001-07-24;1800;0;null;null;null;null;null;
2001-07-25;0000;0;null;null;null;null;null;
2001-07-25;1200;0;null;null;null;null;null;
2001-07-25;1800;0;null;null;null;null;null;
2001-07-26;0000;0;null;null;null;null;null;
2001-07-26;1200;2,2;null;null;null;null;null;
2001-07-26;1800;0;null;null;null;null;null;
2001-07-27;0000;0;null;null;null;null;null;
2001-07-27;1200;0;null;null;null;null;null;
2001-07-27;1800;0;null;null;null;null;null;
2001-07-28;0000;0;null;null;null;null;null;
2001-07-28;1200;0;null;null;null;null;null;
2001-07-28;1800;0;null;null;null;null;null;
2001-07-29;0000;0;null;null;null;null;null;
2001-07-29;1200;0;null;null;null;null;null;
2001-07-29;1800;0;null;null;null;null;null;
2001-07-30;0000;0;null;null;null;null;null;
2001-07-30;1200;0;null;null;null;null;null;
2001-07-30;1800;0;null;null;null;null;null;
2001-07-31;0000;0;null;null;null;null;null;
2001-07-31;1200;0;null;null;null;null;null;
2001-07-31;1800;0;null;null;null;null;null;
2001-08-01;0000;0;null;null;null;null;null;
2001-08-01;1200;0;null;null;null;null;null;
2001-08-01;1800;0;null;null;null;null;null;
2001-08-02;0000;0;null;null;null;null;null;
2001-08-02;1200;0;null;null;null;null;null;
2001-08-02;1800;0;null;null;null;null;null;
2001-08-03;0000;0;null;null;null;null;null;
2001-08-03;1200;0;null;null;null;null;null;
2001-08-03;1800;0;null;null;null;null;null;
2001-08-04;0000;0;null;null;null;null;null;
2001-08-04;1200;0;null;null;null;null;null;
2001-08-04;1800;0;null;null;null;null;null;
2001-08-05;0000;0;null;null;null;null;null;
2001-08-05;1200;0;null;null;null;null;null;
2001-08-05;1800;0;null;null;null;null;null;
2001-08-06;0000;0;null;null;null;null;null;
2001-08-06;1200;0;null;null;null;null;null;
2001-08-06;1800;0;null;null;null;null;null;
2001-08-07;0000;0;null;null;null;null;null;
2001-08-07;1200;,6;null;null;null;null;null;
2001-08-07;1800;3,6;null;null;null;null;null;
2001-08-08;0000;0;null;null;null;null;null;
2001-08-08;1200;0;null;null;null;null;null;
2001-08-08;1800;0;null;null;null;null;null;
2001-08-09;0000;0;null;null;null;null;null;
2001-08-09;1200;0;null;null;null;null;null;
2001-08-09;1800;0;null;null;null;null;null;
2001-08-10;0000;0;null;null;null;null;null;
2001-08-10;1200;,4;null;null;null;null;null;
2001-08-10;1800;0;null;null;null;null;null;
2001-08-11;0000;0;null;null;null;null;null;
2001-08-11;1200;0;null;null;null;null;null;
2001-08-11;1800;0;null;null;null;null;null;
2001-08-12;0000;0;null;null;null;null;null;
2001-08-12;1200;0;null;null;null;null;null;
2001-08-12;1800;0;null;null;null;null;null;
2001-08-13;0000;0;null;null;null;null;null;
2001-08-13;1200;0;null;null;null;null;null;
2001-08-13;1800;0;null;null;null;null;null;
2001-08-14;0000;0;null;null;null;null;null;
2001-08-14;1200;0;null;null;null;null;null;
2001-08-14;1800;0;null;null;null;null;null;
2001-08-15;0000;0;null;null;null;null;null;
2001-08-15;1200;0;null;null;null;null;null;
2001-08-15;1800;0;null;null;null;null;null;
2001-08-16;0000;0;null;null;null;null;null;
2001-08-16;1200;0;null;null;null;null;null;
2001-08-16;1800;0;null;null;null;null;null;
2001-08-17;0000;0;null;null;null;null;null;
2001-08-17;1200;0;null;null;null;null;null;
2001-08-17;1800;0;null;null;null;null;null;
2001-08-18;0000;0;null;null;null;null;null;
2001-08-18;1200;0;null;null;null;null;null;
2001-08-18;1800;0;null;null;null;null;null;
2001-08-19;0000;0;null;null;null;null;null;
2001-08-19;1200;0;null;null;null;null;null;
2001-08-19;1800;0;null;null;null;null;null;
2001-08-20;0000;10,4;null;null;null;null;null;
2001-08-20;1200;14,6;null;null;null;null;null;
2001-08-20;1800;0;null;null;null;null;null;
2001-08-21;0000;0;1018,4;20,2;null;14;1;
2001-08-21;1200;,1;null;null;null;null;null;
2001-08-21;1800;0;null;null;null;null;null;
2001-08-22;0000;0;1019,5;19,2;null;14;1,6;
2001-08-22;1200;0;null;null;null;null;null;
2001-08-22;1800;,5;null;null;null;null;null;
2001-08-23;0000;0;1018,1;19,8;null;14;1,6;
2001-08-23;1200;0;null;null;null;null;null;
2001-08-23;1800;0;null;null;null;null;null;
2001-08-24;0000;0;1015,2;21;null;9;2,1;
2001-08-24;1200;0;null;null;null;null;null;
2001-08-24;1800;0;null;null;null;null;null;
2001-08-25;0000;0;1012,4;22,6;null;9;1;
2001-08-25;1200;0;null;null;null;null;null;
2001-08-25;1800;0;null;null;null;null;null;
2001-08-26;0000;0;null;null;null;null;null;
2001-08-26;1200;0;null;null;null;null;null;
2001-08-26;1800;0;null;null;null;null;null;
2001-08-27;0000;0;1020;15,4;null;14;1,6;
2001-08-27;1200;0;null;null;null;null;null;
2001-08-27;1800;2,4;null;null;null;null;null;
2001-08-28;0000;0;null;null;null;null;null;
2001-08-28;1200;0;null;null;null;null;null;
2001-08-28;1800;0;null;null;null;null;null;
2001-08-29;0000;0;1021,2;18,4;null;9;3,1;
2001-08-29;1200;0;null;null;null;null;null;
2001-08-29;1800;0;null;null;null;null;null;
2001-08-30;0000;0;null;null;null;null;null;
2001-08-30;1200;0;null;null;null;null;null;
2001-08-30;1800;0;null;null;null;null;null;
2001-08-31;0000;0;1018,4;19,4;null;14;5,2;
2001-08-31;1200;0;null;null;null;null;null;
2001-08-31;1800;1,8;null;null;null;null;null;
2001-09-01;0000;,6;1010,8;18;null;14;3,1;
2001-09-01;1200;0;null;null;null;null;null;
2001-09-01;1800;0;null;null;null;null;null;
2001-09-02;0000;0;1005,2;18,8;null;14;1;
2001-09-02;1200;0;null;null;null;null;null;
2001-09-02;1800;0;null;null;null;null;null;
2001-09-03;0000;0;1006,7;18;78;32;3,1;
2001-09-03;1200;0;null;null;null;null;null;
2001-09-03;1800;0;null;null;null;null;null;
2001-09-04;0000;0;null;null;null;null;null;
2001-09-04;1200;20,6;null;null;null;null;null;
2001-09-04;1800;11,2;null;null;null;null;null;
2001-09-05;0000;3,2;null;null;null;null;null;
2001-09-05;1200;6,2;null;null;null;null;null;
2001-09-05;1800;0;null;null;null;null;null;
2001-09-06;0000;0;null;null;null;null;null;
2001-09-06;1200;0;null;null;null;null;null;
2001-09-06;1800;0;null;null;null;null;null;
2001-09-07;0000;0;null;null;null;null;null;
2001-09-07;1200;0;null;null;null;null;null;
2001-09-07;1800;0;null;null;null;null;null;
2001-09-08;0000;2;null;null;null;null;null;
2001-09-08;1200;15;null;null;null;null;null;
2001-09-08;1800;,6;null;null;null;null;null;
2001-09-09;0000;0;null;null;null;null;null;
2001-09-09;1200;0;null;null;null;null;null;
2001-09-09;1800;0;null;null;null;null;null;
2001-09-10;0000;3,9;null;null;null;null;null;
2001-09-10;1200;2,1;null;null;null;null;null;
2001-09-10;1800;0;null;null;null;null;null;
2001-09-11;0000;0;null;null;null;null;null;
2001-09-11;1200;0;null;null;null;null;null;
2001-09-11;1800;0;null;null;null;null;null;
2001-09-12;0000;0;null;null;null;null;null;
2001-09-12;1200;0;null;null;null;null;null;
2001-09-12;1800;0;null;null;null;null;null;
2001-09-13;0000;0;null;null;null;null;null;
2001-09-13;1200;1,7;null;null;null;null;null;
2001-09-13;1800;7,8;null;null;null;null;null;
2001-09-14;0000;24;null;null;null;null;null;
2001-09-14;1200;1,9;null;null;null;null;null;
2001-09-14;1800;0;null;null;null;null;null;
2001-09-15;0000;0;null;null;null;null;null;
2001-09-15;1200;,2;null;null;null;null;null;
2001-09-15;1800;0;1012,1;17,8;null;32;7,3;
2001-09-16;0000;1,3;1016;11,6;null;27;3,1;
2001-09-16;1200;0;1023,3;8,8;null;23;5,7;
2001-09-16;1800;0;1023,4;15,6;null;23;2,1;
2001-09-17;0000;0;1028,2;11,6;null;23;1,6;
2001-09-17;1200;0;1030,5;11,9;null;23;1;
2001-09-17;1800;0;1026,8;17,5;null;18;,5;
2001-09-18;0000;0;1027,4;13;null;14;3,1;
2001-09-18;1200;0;null;null;null;null;null;
2001-09-18;1800;0;null;null;null;null;null;
2001-09-19;0000;0;1022,7;16,2;null;9;1,6;
2001-09-19;1200;0;1024,1;17;null;0;0;
2001-09-19;1800;0;null;null;null;null;null;
2001-09-20;0000;0;null;null;null;null;null;
2001-09-20;1200;0;null;null;null;null;null;
2001-09-20;1800;0;1022,2;28,4;null;0;0;
2001-09-21;0000;0;null;null;null;null;null;
2001-09-21;1200;0;1022,7;20;null;0;0;
2001-09-21;1800;0;1019,7;27,6;null;9;1;
2001-09-22;0000;0;null;null;null;null;null;
2001-09-22;1200;0;1021,2;20,2;null;9;2,6;
2001-09-22;1800;0;1019,9;23,5;null;9;2,1;
2001-09-23;0000;0;null;null;null;null;null;
2001-09-23;1200;0;1017;21,8;null;9;2,1;
2001-09-23;1800;0;1014;25,2;null;9;2,6;
2001-09-24;0000;0;null;null;null;null;null;
2001-09-24;1200;0;1015;23;null;0;0;
2001-09-24;1800;0;1009,5;28;null;9;,5;
2001-09-25;0000;0;null;null;null;null;null;
2001-09-25;1200;0;1013,8;23,3;null;9;1;
2001-09-25;1800;0;1010,2;22,6;null;23;6,2;
2001-09-26;0000;0;null;null;null;null;null;
2001-09-26;1200;8,4;1016;15,9;null;9;1,6;
2001-09-26;1800;,9;1016,3;18;null;18;2,6;
2001-09-27;0000;1,2;null;null;null;null;null;
2001-09-27;1200;1,5;null;null;null;null;null;
2001-09-27;1800;0;null;null;null;null;null;
2001-09-28;0000;0;null;null;null;null;null;
2001-09-28;1200;14,9;1021,2;17,2;88;9;6,2;
2001-09-28;1800;0;null;null;null;null;null;
2001-09-29;0000;0;null;null;null;null;null;
2001-09-29;1200;0;null;null;null;null;null;
2001-09-29;1800;0;1019,8;23;null;14;3,1;
2001-09-30;0000;0;null;null;null;null;null;
2001-09-30;1200;28;1016,7;17,3;null;9;1;
2001-09-30;1800;29;1012;17,4;null;14;3,1;
2001-10-01;0000;25;1017,4;20,4;77;14;1,6;
2001-10-01;1200;17;1007,5;18;null;9;1,6;
2001-10-01;1800;4;1003,4;22;null;9;1;
2001-10-02;0000;20,2;null;null;null;null;null;
2001-10-02;1200;0;1005,3;19;null;32;2,6;
2001-10-02;1800;1,4;1003,4;20;79;27;2,1;
2001-10-03;0000;0;null;null;null;null;null;
2001-10-03;1200;0;1011,9;17,7;84;32;1,6;
2001-10-03;1800;0;1020,2;21,6;69;32;4,7;
2001-10-04;0000;0;1012,7;18,8;77;32;5,2;
2001-10-04;1200;0;1015,2;17,6;90;32;3,6;
2001-10-04;1800;,5;1013,7;21,5;80;32;1,6;
2001-10-05;0000;6,4;1017,2;18;91;14;1,6;
2001-10-05;1200;0;1020,1;18,2;83;23;2,6;
2001-10-05;1800;,1;1017,7;22;71;14;1,6;
2001-10-06;0000;0;1019,9;17,4;95;18;1;
2001-10-06;1200;0;1022,3;19,4;83;0;0;
2001-10-06;1800;0;1019;24;64;14;1,6;
2001-10-07;0000;0;null;null;null;null;null;
2001-10-07;1200;0;1018,7;21,1;78;9;5,7;
2001-10-07;1800;0;1014,6;23,4;72;9;4,1;
2001-10-08;0000;0;1014,2;19,6;83;9;4,1;
2001-10-08;1200;12,7;null;null;null;null;null;
2001-10-08;1800;0;1010,8;23,8;69;5;3,6;
2001-10-09;0000;0;1014,3;19,4;80;9;3,1;
2001-10-09;1200;2,8;1014,3;19,3;89;9;1,6;
2001-10-09;1800;0;1011,9;27;46;27;2,1;
2001-10-10;0000;0;1012,8;21,2;69;10;5,2;
2001-10-10;1200;0;1017,9;20,9;70;9;1,6;
2001-10-10;1800;0;1015,6;26,3;52;32;2,1;
2001-10-11;0000;0;1017,9;19,8;80;18;1,6;
2001-10-11;1200;0;1020,3;22;71;27;,5;
2001-10-11;1800;0;1018;26,7;61;14;2,6;
2001-10-12;0000;0;1021,1;20,2;88;14;1,6;
2001-10-12;1200;0;1024,4;21,2;80;5;2,1;
2001-10-12;1800;0;1021,2;24,1;71;14;3,6;
2001-10-13;0000;0;1023,3;19,6;89;18;3,1;
2001-10-13;1200;0;1022;22;84;18;1,6;
2001-10-13;1800;0;1019,4;23,2;79;14;3,1;
2001-10-14;0000;0;1020,7;20,4;87;14;3,1;
2001-10-14;1200;0;1019,8;22,3;85;18;2,1;
2001-10-14;1800;0;1016,8;25,8;70;14;3,6;
2001-10-15;0000;0;1017,8;21;87;14;3,1;
2001-10-15;1200;0;1017,6;22;85;5;4,7;
2001-10-15;1800;0;1016,6;25,4;70;18;4,7;
2001-10-16;0000;0;1019,1;20,6;86;14;5,2;
2001-10-16;1200;16,2;1019,1;19,4;93;18;2,1;
2001-10-16;1800;0;1015,5;21,6;85;9;2,6;
2001-10-17;0000;0;1015,6;19,6;92;14;2,6;
2001-10-17;1200;,1;1015,1;20,8;86;9;1,6;
2001-10-17;1800;,3;1012,2;22,2;85;14;2,6;
2001-10-18;0000;2;1012,8;19,4;91;14;2,1;
2001-10-18;1200;0;1014;22,9;76;14;1,6;
2001-10-18;1800;0;1010,4;26,3;67;9;3,1;
2001-10-19;0000;0;1010,4;19,8;91;9;3,1;
2001-10-19;1200;0;1010,4;22,5;83;0;0;
2001-10-19;1800;0;1008,6;28,7;65;0;0;
2001-10-20;0000;0;1009,6;23,6;85;14;1;
2001-10-20;1200;0;1012,2;24;61;0;0;
2001-10-20;1800;0;1000,5;31,2;51;3;7,8;
2001-10-21;0000;0;null;null;null;null;null;
2001-10-21;1200;0;1011,4;21,4;74;0;0;
2001-10-21;1800;0;1008,6;24,5;72;27;3,1;
2001-10-22;0000;5;1010,4;20,2;90;18;1,6;
2001-10-22;1200;0;1013,7;16,5;64;23;6,7;
2001-10-22;1800;0;1010,6;22,2;47;36;5,7;
2001-10-23;0000;0;1012,8;18,2;59;32;3,1;
2001-10-23;1200;0;1017,9;16,4;57;32;2,6;
2001-10-23;1800;0;1017,4;23,6;47;23;1,6;
2001-10-24;0000;0;1019,3;17,6;72;18;1;
2001-10-24;1200;0;1022,8;21,4;60;0;0;
2001-10-24;1800;0;1018,7;27;42;9;2,6;
2001-10-25;0000;0;1020,4;19,4;65;18;2,6;
2001-10-25;1200;0;1020,6;24;62;18;1,6;
2001-10-25;1800;0;1016,8;32,1;47;27;1;
2001-10-26;0000;0;1016,3;21;81;9;2,6;
2001-10-26;1200;0;1017;24,6;65;9;5,2;
2001-10-26;1800;0;1013,1;32,3;48;32;1,6;
2001-10-27;0000;0;1013,2;23,4;75;14;1,6;
2001-10-27;1200;0;1014,7;25,2;75;0;0;
2001-10-27;1800;0;1009,9;34,8;45;14;,5;
2001-10-28;0000;0;1011,7;26;67;14;2,1;
2001-10-28;1200;0;1012,6;26,6;73;0;0;
2001-10-28;1800;0;1008,7;35;45;5;1;
2001-10-29;0000;0;1012,9;24,4;77;18;3,1;
2001-10-29;1200;0;1013,6;25,8;78;27;1,6;
2001-10-29;1800;0;1013,1;25,6;79;18;2,6;
2001-10-30;0000;0;1014,7;22,6;89;14;2,6;
2001-10-30;1200;,4;1014;22,4;87;18;3,1;
2001-10-30;1800;0;1011,6;27,1;67;27;3,1;
2001-10-31;0000;0;1013,4;23;85;23;2,1;
2001-10-31;1200;0;1017,9;22,5;61;18;2,6;
2001-10-31;1800;0;1014,6;27;50;27;4,1;
2001-11-01;0000;0;null;null;null;null;null;
2001-11-01;1200;0;1018,2;20,8;70;27;1;
2001-11-01;1800;0;1016,2;24,5;57;14;2,6;
2001-11-02;0000;0;1017,6;19;73;18;2,1;
2001-11-02;1200;,8;1020,4;16,6;92;0;0;
2001-11-02;1800;1,2;1017,1;23,3;58;18;5,7;
2001-11-03;0000;0;1018,5;18,2;75;18;3,1;
2001-11-03;1200;,8;1018,1;20,6;73;18;1,6;
2001-11-03;1800;0;1015,9;22,5;64;14;4,1;
2001-11-04;0000;0;null;null;null;null;null;
2001-11-04;1200;0;1014,9;21;74;18;3,1;
2001-11-04;1800;0;1011,2;25,6;61;14;3,1;
2001-11-05;0000;0;1013,2;18,7;83;9;1,6;
2001-11-05;1200;0;1014,3;22,4;76;0;0;
2001-11-05;1800;0;1010,3;30,6;55;27;1,6;
2001-11-06;0000;0;1012;23,4;73;18;1,6;
2001-11-06;1200;0;1015,1;26,6;64;5;1;
2001-11-06;1800;0;1010,1;34,6;43;23;1,6;
2001-11-07;0000;0;1011,5;26,8;61;14;1,6;
2001-11-07;1200;0;1012,3;25,6;76;27;,5;
2001-11-07;1800;3,5;1015,8;21,3;93;14;4,7;
2001-11-08;0000;10,9;1016,6;19,8;95;0;0;
2001-11-08;1200;0;1018;21,6;88;23;1,6;
2001-11-08;1800;0;1018,3;23,2;77;14;3,6;
2001-11-09;0000;0;1020,4;19,4;85;18;1,6;
2001-11-09;1200;0;1022,4;20,8;78;14;3,1;
2001-11-09;1800;0;1016,7;24,6;66;9;5,2;
2001-11-10;0000;0;1016,4;20;81;14;3,6;
2001-11-10;1200;,4;1014,1;20,7;90;9;1;
2001-11-10;1800;16;1009,3;20,4;96;9;3,1;
2001-11-11;0000;27,6;1012,8;20,6;97;14;1,6;
2001-11-11;1200;2,7;1010;22,7;89;27;1,6;
2001-11-11;1800;0;1009;26,4;52;27;4,1;
2001-11-12;0000;0;1012,6;20,6;78;27;1;
2001-11-12;1200;0;1017,9;21,9;72;27;1;
2001-11-12;1800;0;1014,5;29,2;45;9;,5;
2001-11-13;0000;0;1014,8;22,2;71;9;1,6;
2001-11-13;1200;0;1016,5;25;59;9;,5;
2001-11-13;1800;0;1009,2;29,2;51;9;3,6;
2001-11-14;0000;0;1009,4;22,2;76;14;1,6;
2001-11-14;1200;1,1;1006,6;24,3;71;36;1;
2001-11-14;1800;0;1004,7;27,4;62;27;3,1;
2001-11-15;0000;0;1006,6;23,8;79;0;0;
2001-11-15;1200;0;1010,3;22,3;79;23;2,1;
2001-11-15;1800;0;1010,8;24,2;66;18;3,6;
2001-11-16;0000;0;1013,4;20,4;75;14;1;
2001-11-16;1200;0;1017,5;21,4;67;23;1,6;
2001-11-16;1800;0;1015,2;25,4;60;18;3,6;
2001-11-17;0000;0;1018,9;18,6;75;18;3,1;
2001-11-17;1200;0;1021,2;20;65;18;1;
2001-11-17;1800;0;1017,8;24,6;54;9;3,1;
2001-11-18;0000;0;1017,7;17,2;71;9;2,6;
2001-11-18;1200;0;1017,4;22,6;67;27;,5;
2001-11-18;1800;0;1014,4;28,8;51;14;1,6;
2001-11-19;0000;0;1016;21,8;72;18;1;
2001-11-19;1200;0;1017,9;25,3;62;32;1;
2001-11-19;1800;0;1013,1;29,4;42;18;2,1;
2001-11-20;0000;0;1014,6;22,4;75;14;2,6;
2001-11-20;1200;0;1016,4;24,2;77;0;0;
2001-11-20;1800;0;1011,1;33,2;38;9;1,6;
2001-11-21;0000;0;1011,8;23,2;83;14;3,1;
2001-11-21;1200;0;1013,3;28,5;62;5;2,1;
2001-11-21;1800;0;1009,4;34;54;18;2,6;
2001-11-22;0000;14,5;1013,4;21;95;9;2,1;
2001-11-22;1200;0;1013,2;24,7;80;14;1;
2001-11-22;1800;0;1011,5;29,9;61;14;3,1;
2001-11-23;0000;0;1011,1;23,8;85;14;1;
2001-11-23;1200;0;1011,4;22,8;88;9;1,6;
2001-11-23;1800;0;1004,6;31,2;63;18;2,1;
2001-11-24;0000;0;1004,9;24,2;86;14;1,6;
2001-11-24;1200;,4;1010,6;24,4;85;0;0;
2001-11-24;1800;0;1008,9;31,2;59;27;2,6;
2001-11-25;0000;0;1017,2;20;87;18;3,6;
2001-11-25;1200;1,3;1021,1;18,6;88;9;2,1;
2001-11-25;1800;,1;1018,7;17,8;89;18;3,1;
2001-11-26;0000;0;1019,5;18;87;14;3,1;
2001-11-26;1200;13;1017,5;20,8;92;9;1,6;
2001-11-26;1800;,3;1012,6;24,8;84;14;1,6;
2001-11-27;0000;52,5;1013,9;21,6;97;32;3,1;
2001-11-27;1200;20;1015,6;22,1;89;14;6,7;
2001-11-27;1800;,1;1013,6;23,5;70;14;2,6;
2001-11-28;0000;0;1015,4;20,8;65;18;3,1;
2001-11-28;1200;,3;1015,2;22;67;18;1;
2001-11-28;1800;0;1013,5;25,2;62;18;3,6;
2001-11-29;0000;0;1014,1;18,6;79;18;,5;
2001-11-29;1200;0;1013,3;21,8;64;14;4,1;
2001-11-29;1800;0;1011,3;24,9;59;9;3,1;
2001-11-30;0000;0;1011,9;20;80;14;3,1;
2001-11-30;1200;15,2;1008,3;17,7;96;9;2,6;
2001-11-30;1800;3,1;1004,5;19,2;81;9;2,6;
2001-12-01;0000;,5;1005,1;20,8;94;9;1;
2001-12-01;1200;0;1006,3;17,1;91;36;2,6;
2001-12-01;1800;0;1007,6;23;65;18;2,1;
2001-12-02;0000;0;1010,9;20,2;81;14;,5;
2001-12-02;1200;0;1016,2;21,9;76;32;1,6;
2001-12-02;1800;0;1014,3;26,6;57;23;1,6;
2001-12-03;0000;0;1016,2;20;81;14;3,1;
2001-12-03;1200;0;1019,2;23,7;70;9;2,1;
2001-12-03;1800;0;1015,1;26,2;66;18;3,1;
2001-12-04;0000;0;1016,3;20,8;88;14;3,1;
2001-12-04;1200;0;1016,6;22,5;86;18;1,6;
2001-12-04;1800;0;1015,1;25,2;75;23;1,6;
2001-12-05;0000;5;1015,1;20,4;98;9;1,6;
2001-12-05;1200;25;1011,7;19,2;97;9;1,6;
2001-12-05;1800;1,5;1008,4;22,6;89;9;1,6;
2001-12-06;0000;1,7;1010;20,8;96;9;1,6;
2001-12-06;1200;1,2;1009,4;20,2;88;36;3,1;
2001-12-06;1800;0;1006,7;26,6;64;27;4,7;
2001-12-07;0000;0;1007,1;24;75;32;3,1;
2001-12-07;1200;,6;1012,7;22,4;85;0;0;
