Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 1996-01-01
Data Final: 2022-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);
1996-01-01;0000;0;null;20,7;78;14;1,3;
1996-01-01;1200;0;null;24,8;70;14;1,6;
1996-01-01;1800;0;null;28,8;59;14;7;
1996-01-02;0000;0;null;22,6;82;36;2,1;
1996-01-02;1200;0;null;26,4;67;14;,5;
1996-01-02;1800;0;null;32;58;36;4;
1996-01-03;0000;0;null;23,4;81;36;2;
1996-01-03;1200;0;null;26,8;66;9;1,6;
1996-01-03;1800;0;null;32;55;36;1,4;
1996-01-04;0000;0;null;23,7;82;36;3,3;
1996-01-04;1200;0;null;28;65;14;1,3;
1996-01-04;1800;0;null;35,3;49;36;1,3;
1996-01-05;0000;0;null;27;78;36;,8;
1996-01-05;1200;,8;null;23,6;88;18;1,6;
1996-01-05;1800;31,6;null;22;91;5;3,5;
1996-01-06;0000;3,3;null;20,4;79;18;2,1;
1996-01-06;1200;0;null;22,4;67;18;1,3;
1996-01-06;1800;0;null;25,5;59;14;6,1;
1996-01-07;0000;0;null;20,4;71;5;1,6;
1996-01-07;1200;0;null;23,6;69;14;2;
1996-01-07;1800;0;null;27,3;56;14;6,6;
1996-01-08;0000;0;null;21,5;75;36;2,6;
1996-01-08;1200;,5;null;23,4;82;0;0;
1996-01-08;1800;0;null;32,2;59;0;0;
1996-01-09;0000;0;null;24,1;76;0;0;
1996-01-09;1200;0;null;26,4;63;36;1,6;
1996-01-09;1800;0;null;33,5;56;18;1,5;
1996-01-10;0000;9;null;24,8;91;0;0;
1996-01-10;1200;0;null;26,8;73;32;1,3;
1996-01-10;1800;0;null;29,1;73;23;2;
1996-01-11;0000;0;null;25,8;74;36;3;
1996-01-11;1200;0;null;28,2;58;5;,8;
1996-01-11;1800;0;null;35,6;47;27;1,3;
1996-01-12;0000;0;null;30;62;32;2;
1996-01-12;1200;0;null;27,8;73;32;1,6;
1996-01-12;1800;0;null;30,8;60;27;3,6;
1996-01-13;0000;0;null;25,2;78;9;1,5;
1996-01-13;1200;0;null;25,8;79;14;1,6;
1996-01-13;1800;0;null;29,7;67;18;3,1;
1996-01-14;0000;0;null;24,3;78;5;2,8;
1996-01-14;1200;,8;null;24,1;76;14;5;
1996-01-14;1800;0;null;25,6;62;14;4,3;
1996-01-15;0000;0;null;22,4;69;5;3;
1996-01-15;1200;0;null;24,3;73;36;1,6;
1996-01-15;1800;0;null;27,2;69;14;,5;
1996-01-16;0000;0;null;24,3;77;36;,8;
1996-01-16;1200;3,8;null;23,8;81;18;1,3;
1996-01-16;1800;0;null;28,5;68;14;1,3;
1996-01-17;0000;0;null;24,7;81;14;1;
1996-01-17;1200;,2;null;23,2;91;36;1,6;
1996-01-17;1800;11,6;null;25,1;86;18;1;
1996-01-18;0000;0;null;22,1;91;5;1,8;
1996-01-18;1200;5;null;19,7;98;14;2,1;
1996-01-18;1800;4,7;null;21,8;95;9;3,1;
1996-01-19;0000;5,4;null;20,9;91;36;1;
1996-01-19;1200;0;null;23,4;78;14;2;
1996-01-19;1800;0;null;23,6;75;5;3,5;
1996-01-20;0000;0;null;21,4;82;14;5;
1996-01-20;1200;0;null;22,8;86;5;2,1;
1996-01-20;1800;0;null;25,3;77;14;5,5;
1996-01-21;0000;,5;null;22,1;89;14;3,3;
1996-01-21;1200;0;null;23,4;87;5;1,3;
1996-01-21;1800;0;null;27,8;73;14;6;
1996-01-22;0000;4,2;null;22,2;84;14;2,1;
1996-01-22;1200;0;null;23;87;5;1,3;
1996-01-22;1800;0;null;29,7;63;23;,7;
1996-01-23;0000;0;null;25,6;86;14;,5;
1996-01-23;1200;0;null;25,6;75;23;2;
1996-01-23;1800;0;null;30,8;60;9;4;
1996-01-24;0000;0;null;25,3;80;18;2,8;
1996-01-24;1200;0;null;25,2;80;5;2;
1996-01-24;1800;0;null;28,4;71;14;3,5;
1996-01-25;0000;,1;null;24,4;86;5;4,1;
1996-01-25;1200;18,4;null;22,6;86;36;2,5;
1996-01-25;1800;12,1;null;22,2;91;18;,7;
1996-01-26;0000;10;null;21;93;36;2,3;
1996-01-26;1200;0;null;23,8;86;5;,3;
1996-01-26;1800;,2;null;28,5;69;18;1,3;
1996-01-27;0000;8,6;null;21,4;92;23;1,6;
1996-01-27;1200;4,4;null;22,2;92;23;,8;
1996-01-27;1800;5,4;null;21,8;94;18;1,6;
1996-01-28;0000;12,4;null;20,5;96;0;0;
1996-01-28;1200;0;null;22,2;84;32;,7;
1996-01-28;1800;0;null;28,3;71;0;0;
1996-01-29;0000;1;null;22;90;14;,7;
1996-01-29;1200;,3;null;23;92;0;0;
1996-01-29;1800;0;null;30;70;9;1,3;
1996-01-30;0000;1;null;25,2;93;9;,5;
1996-01-30;1200;5,8;null;26,5;74;36;3;
1996-01-30;1800;0;null;31,2;62;27;3,5;
1996-01-31;0000;18,1;null;22,9;92;36;1,6;
1996-01-31;1200;,2;null;23,2;87;32;1,3;
1996-01-31;1800;9,7;null;28,1;76;27;1,5;
1996-02-01;0000;11;null;21,6;96;27;,7;
1996-02-01;1200;,1;null;23,1;89;27;,7;
1996-02-01;1800;7,1;null;22,8;87;14;4,5;
1996-02-02;0000;,9;null;21,8;85;18;1,3;
1996-02-02;1200;0;null;23,2;70;14;2;
1996-02-02;1800;0;null;26,2;58;5;3,1;
1996-02-03;0000;0;null;20,6;81;9;4,1;
1996-02-03;1200;0;null;23,8;70;14;2;
1996-02-03;1800;0;null;29;61;9;3;
1996-02-04;0000;0;null;24;79;36;4,6;
1996-02-04;1200;0;null;25;77;36;1,3;
1996-02-04;1800;0;null;31;60;27;1,6;
1996-02-05;0000;0;null;24,2;81;5;,7;
1996-02-05;1200;1,6;null;25,4;83;36;1,3;
1996-02-05;1800;0;null;31;60;32;2,5;
1996-02-06;0000;0;null;26,5;84;27;,5;
1996-02-06;1200;4,3;null;23,4;84;18;2;
1996-02-06;1800;0;null;27,7;63;5;3,5;
1996-02-07;0000;0;null;23;83;9;1,6;
1996-02-07;1200;0;null;24,2;74;9;,8;
1996-02-07;1800;0;null;32,1;55;14;1,3;
1996-02-08;0000;0;null;25,2;83;5;2,3;
1996-02-08;1200;0;null;27,6;71;32;,5;
1996-02-08;1800;0;null;23,8;83;0;0;
1996-02-09;0000;,3;null;23,4;89;32;,5;
1996-02-09;1200;,2;null;26;76;36;,3;
1996-02-09;1800;0;null;29,2;67;23;2,3;
1996-02-10;0000;0;null;23,6;88;36;1,3;
1996-02-10;1200;15,8;null;22,3;93;5;1,3;
1996-02-10;1800;1,8;null;26,2;72;23;2,6;
1996-02-11;0000;0;null;24,2;82;32;1,8;
1996-02-11;1200;0;null;19,5;69;27;1,6;
1996-02-11;1800;0;null;23,6;56;14;1,6;
1996-02-12;0000;0;null;20,5;57;18;1;
1996-02-12;1200;0;null;18,8;63;23;2;
1996-02-12;1800;0;null;23,5;48;18;1,8;
1996-02-13;0000;0;null;18,2;70;14;2,3;
1996-02-13;1200;0;null;21;66;0;0;
1996-02-13;1800;0;null;25,6;52;9;2,1;
1996-02-14;0000;0;null;20,2;70;9;3,3;
1996-02-14;1200;0;null;22,4;61;9;,7;
1996-02-14;1800;0;null;28,7;51;18;2;
1996-02-15;0000;0;null;21,8;75;14;3;
1996-02-15;1200;0;null;21,6;82;18;,7;
1996-02-15;1800;0;null;26,2;71;18;1,3;
1996-02-16;0000;0;null;23,4;89;36;1;
1996-02-16;1200;0;null;24,5;86;14;1,3;
1996-02-16;1800;,3;null;27;79;14;3,3;
1996-02-17;0000;0;null;22,6;89;5;2;
1996-02-17;1200;0;null;24;84;18;2,5;
1996-02-17;1800;,8;null;26,6;73;5;2,3;
1996-02-18;0000;0;null;22,8;86;5;3;
1996-02-18;1200;0;null;25,4;77;18;3;
1996-02-18;1800;0;null;28,6;64;5;3;
1996-02-19;0000;0;null;23,6;86;5;2,6;
1996-02-19;1200;0;null;25,6;82;18;1,6;
1996-02-19;1800;0;null;30,6;61;9;2,5;
1996-02-20;0000;0;null;24,2;84;36;1,6;
1996-02-20;1200;0;null;26,8;73;9;,7;
1996-02-20;1800;0;null;33,6;52;18;,8;
1996-02-21;0000;8;null;23,8;93;0;0;
1996-02-21;1200;0;null;24,6;83;23;1,3;
1996-02-21;1800;0;null;31;59;18;1,3;
1996-02-22;0000;0;null;25;85;36;,5;
1996-02-22;1200;0;null;23,4;93;18;1;
1996-02-22;1800;0;null;32,5;60;14;3,3;
1996-02-23;0000;0;null;25;86;36;1,6;
1996-02-23;1200;0;null;27,2;68;36;1,6;
1996-02-23;1800;0;null;33,3;61;32;1,6;
1996-02-24;0000;2,4;null;22,6;92;36;1;
1996-02-24;1200;0;null;25;83;14;,8;
1996-02-24;1800;0;null;28,9;73;14;3;
1996-02-25;0000;0;null;25,6;86;36;,8;
1996-02-25;1200;14,2;null;24,6;88;36;2;
1996-02-25;1800;4,7;null;28,5;81;27;1,6;
1996-02-26;0000;1,2;null;23,6;91;5;1,6;
1996-02-26;1200;0;null;24,2;89;14;,8;
1996-02-26;1800;1,4;null;25,2;88;14;1,6;
1996-02-27;0000;0;null;24;86;36;1,3;
1996-02-27;1200;0;null;24;89;14;1,6;
1996-02-27;1800;0;null;27,9;75;14;3,3;
1996-02-28;0000;0;null;24,6;85;36;1,6;
1996-02-28;1200;0;null;26,6;85;18;2;
1996-02-28;1800;0;null;32,2;62;23;1,3;
1996-02-29;0000;0;null;25,2;88;27;1,6;
1996-02-29;1200;1,2;null;24,2;86;27;2;
1996-02-29;1800;0;null;24,3;80;18;4,6;
1996-03-01;0000;2,3;null;21,8;94;36;,8;
1996-03-01;1200;,2;null;22,8;79;18;3;
1996-03-01;1800;0;null;26;53;14;3,6;
1996-03-02;0000;0;null;21;71;36;1,3;
1996-03-02;1200;0;null;22,8;66;9;2,5;
1996-03-02;1800;0;null;27;53;9;5;
1996-03-03;0000;0;null;21,2;78;36;2;
1996-03-03;1200;0;null;21,8;80;18;1,3;
1996-03-03;1800;0;null;26,8;61;14;3,6;
1996-03-04;0000;0;null;21,4;82;36;1,6;
1996-03-04;1200;0;null;23,4;78;18;2;
1996-03-04;1800;0;null;27,3;59;9;3;
1996-03-05;0000;0;null;21,6;83;36;1,6;
1996-03-05;1200;0;null;23,4;81;5;2,8;
1996-03-05;1800;,7;null;25,2;70;9;2,6;
1996-03-06;0000;1,3;null;21,8;90;36;1;
1996-03-06;1200;,1;null;22,8;89;36;,8;
1996-03-06;1800;0;null;29,7;63;9;1,3;
1996-03-07;0000;0;null;23;87;36;1,6;
1996-03-07;1200;0;null;23,6;89;5;1,3;
1996-03-07;1800;0;null;31;60;14;1,6;
1996-03-08;0000;0;null;23,6;86;36;1,6;
1996-03-08;1200;0;null;24,6;81;14;2;
1996-03-08;1800;0;null;28,7;64;14;4,1;
1996-03-09;0000;0;null;24;79;36;1,3;
1996-03-09;1200;0;null;24,4;83;5;,7;
1996-03-09;1800;,3;null;27,2;79;18;2,6;
1996-03-10;0000;0;null;22,8;82;36;1,3;
1996-03-10;1200;0;null;23,6;78;9;,8;
1996-03-10;1800;0;null;29,1;52;14;3,3;
1996-03-11;0000;0;null;22,6;80;36;1,6;
1996-03-11;1200;0;null;24;64;5;1,3;
1996-03-11;1800;0;null;30,8;44;9;2,6;
1996-03-12;0000;0;null;22,4;82;36;1;
1996-03-12;1200;0;null;22;80;5;1;
1996-03-12;1800;0;null;31,2;50;5;2;
1996-03-13;0000;0;null;24,4;81;36;1;
1996-03-13;1200;0;null;23,6;78;36;,3;
1996-03-13;1800;0;null;30,2;59;23;1,6;
1996-03-14;0000;23,6;null;21,9;96;5;,5;
1996-03-14;1200;,2;null;23,2;93;14;,8;
1996-03-14;1800;0;null;27,8;77;9;2;
1996-03-15;0000;0;null;25;90;14;2,6;
1996-03-15;1200;0;null;24,1;80;5;,5;
1996-03-15;1800;0;null;28,9;70;18;3;
1996-03-16;0000;0;null;23,8;88;36;1,6;
1996-03-16;1200;0;null;23;91;9;1,3;
1996-03-16;1800;0;null;27,6;68;14;4,3;
1996-03-17;0000;0;null;23,2;82;36;1;
1996-03-17;1200;0;null;24,4;83;18;1,6;
1996-03-17;1800;0;null;27,7;64;32;3,5;
1996-03-18;0000;2,5;null;22,4;85;36;1;
1996-03-18;1200;0;null;22,2;87;9;,7;
1996-03-18;1800;0;null;29;63;5;1,8;
1996-03-19;0000;0;null;22,7;83;14;3;
1996-03-19;1200;0;null;22,9;88;5;,7;
1996-03-19;1800;2;null;24,4;83;14;1,6;
1996-03-20;0000;0;null;22,2;86;5;2,8;
1996-03-20;1200;0;null;22,2;87;14;2,8;
1996-03-20;1800;0;null;26,9;63;9;5;
1996-03-21;0000;0;null;21,4;78;5;3,3;
1996-03-21;1200;0;null;23,2;74;5;1,3;
1996-03-21;1800;0;null;29,3;56;36;3,6;
1996-03-22;0000;0;null;22,2;77;36;3,3;
1996-03-22;1200;0;null;23,8;68;5;1,3;
1996-03-22;1800;0;null;30;54;27;2,5;
1996-03-23;0000;0;null;24,5;77;9;2,5;
1996-03-23;1200;0;null;25,6;69;27;1,8;
1996-03-23;1800;8,1;null;25,4;84;32;3;
1996-03-24;0000;0;null;22,4;75;27;5;
1996-03-24;1200;0;null;19,2;79;32;2,3;
1996-03-24;1800;0;null;23,9;47;27;6,3;
1996-03-25;0000;0;null;19,1;65;32;1,6;
1996-03-25;1200;0;null;18,6;67;36;2,3;
1996-03-25;1800;0;null;25,4;43;18;2;
1996-03-26;0000;0;null;19,4;75;5;,7;
1996-03-26;1200;0;null;20,4;69;32;,8;
1996-03-26;1800;0;null;28,3;43;23;1,5;
1996-03-27;0000;0;null;22,1;69;0;0;
1996-03-27;1200;0;null;22,4;76;36;,7;
1996-03-27;1800;0;null;29,8;45;9;2;
1996-03-28;0000;0;null;22;80;36;,7;
1996-03-28;1200;0;null;19,8;94;9;,8;
1996-03-28;1800;0;null;29,6;56;18;1,3;
1996-03-29;0000;0;null;22;89;36;3,3;
1996-03-29;1200;0;null;21,4;87;36;2,5;
1996-03-29;1800;11,6;null;21,5;96;5;,5;
1996-03-30;0000;33,3;null;21,6;96;36;,7;
1996-03-30;1200;1,9;null;20,2;98;32;1,3;
1996-03-30;1800;0;null;25,7;68;27;1,6;
1996-03-31;0000;0;null;21,9;93;5;1,3;
1996-03-31;1200;0;null;19,8;96;0;0;
1996-03-31;1800;0;null;27,4;72;18;5,7;
1996-04-01;0000;0;null;22,6;89;9;2,3;
1996-04-01;1200;0;null;22,6;91;9;,7;
1996-04-01;1800;0;null;31,9;56;32;2;
1996-04-02;0000;0;null;25,2;80;36;,7;
1996-04-02;1200;1,6;null;27,2;71;27;1,6;
1996-04-02;1800;0;null;35;49;23;5;
1996-04-03;0000;0;null;22,5;83;9;1,6;
1996-04-03;1200;24;null;20,4;93;32;1,6;
1996-04-03;1800;0;null;25,2;67;18;,7;
1996-04-04;0000;0;null;22,8;89;36;,7;
1996-04-04;1200;0;null;23,2;92;5;1,3;
1996-04-04;1800;0;null;27;76;14;3;
1996-04-05;0000;0;null;23,2;89;36;,5;
1996-04-05;1200;0;null;23,4;89;9;1,3;
1996-04-05;1800;0;null;30,2;69;36;1;
1996-04-06;0000;0;null;23,4;86;36;,5;
1996-04-06;1200;0;null;24,7;85;0;0;
1996-04-06;1800;0;null;33,5;54;23;3,6;
1996-04-07;0000;9,5;null;23,3;93;27;1,6;
1996-04-07;1200;0;null;18,3;90;32;,5;
1996-04-07;1800;0;null;23,2;58;5;3,6;
1996-04-08;0000;0;null;17,8;68;14;1,6;
1996-04-08;1200;0;null;19;75;14;1,6;
1996-04-08;1800;0;null;28;57;5;1,3;
1996-04-09;0000;0;null;23,4;78;9;2,1;
1996-04-09;1200;0;null;23,8;81;0;0;
1996-04-09;1800;0;null;32,5;59;18;1,8;
1996-04-10;0000;2,6;null;20,6;90;18;2,5;
1996-04-10;1200;11,4;null;21;92;27;1,3;
1996-04-10;1800;,7;null;23,9;73;18;4,1;
1996-04-11;0000;0;null;21;89;36;,7;
1996-04-11;1200;0;null;21,3;90;14;3,8;
1996-04-11;1800;0;null;23,6;78;14;3;
1996-04-12;0000;0;null;21,4;87;36;3,6;
1996-04-12;1200;0;null;22;87;0;0;
1996-04-12;1800;0;null;30;62;9;,5;
1996-04-13;0000;0;null;24;85;0;0;
1996-04-13;1200;0;null;22,2;96;18;1,3;
1996-04-13;1800;0;null;27,4;74;18;2,6;
1996-04-14;0000;0;null;23,2;93;36;1,8;
1996-04-14;1200;0;null;23,8;93;9;1,6;
1996-04-14;1800;0;null;31,3;57;14;1,3;
1996-04-15;0000;0;null;25,3;96;36;1,3;
1996-04-15;1200;0;null;25,6;71;36;2;
1996-04-15;1800;0;null;32,4;52;36;4;
1996-04-16;0000;20,2;null;20;90;9;5,3;
1996-04-16;1200;4,4;null;20;87;14;5,8;
1996-04-16;1800;0;null;21,6;59;14;3,3;
1996-04-17;0000;0;null;17,5;64;27;2,3;
1996-04-17;1200;0;null;13;81;32;2,1;
1996-04-17;1800;0;null;18,5;42;23;9,5;
1996-04-18;0000;0;null;14,4;65;18;,8;
1996-04-18;1200;0;null;11,4;82;32;1,3;
1996-04-18;1800;0;null;19,5;61;32;1,6;
1996-04-19;0000;0;null;14,5;78;23;2,8;
1996-04-19;1200;0;null;13;88;0;0;
1996-04-19;1800;0;null;20;69;32;1,5;
1996-04-20;0000;0;null;17,1;74;14;5;
1996-04-20;1200;0;null;15,2;84;9;,8;
1996-04-20;1800;0;null;24,2;44;27;1,6;
1996-04-21;0000;0;null;17,6;71;14;2,3;
1996-04-21;1200;0;null;14,8;86;27;,5;
1996-04-21;1800;0;null;26,2;55;36;1,3;
1996-04-22;0000;0;null;19,9;71;14;1,3;
1996-04-22;1200;0;null;18,2;84;0;0;
1996-04-22;1800;0;null;28,1;57;27;1,6;
1996-04-23;0000;0;null;20,6;82;14;,5;
1996-04-23;1200;0;null;20,1;82;0;0;
1996-04-23;1800;0;null;27;72;32;1,3;
1996-04-24;0000;0;null;22,4;85;14;2;
1996-04-24;1200;0;null;20,6;94;0;0;
1996-04-24;1800;0;null;26,6;70;32;1,3;
1996-04-25;0000;0;null;22,2;89;9;,5;
1996-04-25;1200;0;null;20,2;79;23;3,3;
1996-04-25;1800;0;null;21,9;73;18;1,8;
1996-04-26;0000;0;null;19,3;90;14;2;
1996-04-26;1200;0;null;18;89;18;1,3;
1996-04-26;1800;0;null;21,6;60;14;4,1;
1996-04-27;0000;0;null;17;73;14;2,1;
1996-04-27;1200;0;null;17;79;9;1,6;
1996-04-27;1800;0;null;23,2;52;14;7,8;
1996-04-28;0000;0;null;17,3;78;9;1,3;
1996-04-28;1200;0;null;17,8;82;9;1,6;
1996-04-28;1800;0;null;23,8;67;9;6;
1996-04-29;0000;0;null;19;83;9;8;
1996-04-29;1200;0;null;17,6;91;0;0;
1996-04-29;1800;0;null;26,8;56;14;2;
1996-04-30;0000;0;null;20;82;14;5,8;
1996-04-30;1200;0;null;18;89;0;0;
1996-04-30;1800;0;null;25,8;61;14;3;
1996-05-01;0000;0;null;20,4;86;14;3;
1996-05-01;1200;0;null;20;88;9;,8;
1996-05-01;1800;0;null;26,1;60;9;4,6;
1996-05-02;0000;0;null;20;86;14;2,8;
1996-05-02;1200;0;null;20,1;85;5;2;
1996-05-02;1800;0;null;25;55;14;3,3;
1996-05-03;0000;0;null;18,7;86;9;4,6;
1996-05-03;1200;0;null;16,2;93;0;0;
1996-05-03;1800;0;null;25,9;57;32;,5;
1996-05-04;0000;0;null;20,1;76;9;3,3;
1996-05-04;1200;0;null;16,2;95;0;0;
1996-05-04;1800;0;null;24,5;67;27;,8;
1996-05-05;0000;0;null;18,2;85;9;1,3;
1996-05-05;1200;0;null;16;97;0;0;
1996-05-05;1800;0;null;25,1;56;27;1;
1996-05-06;0000;0;null;18;79;9;,5;
1996-05-06;1200;0;null;15,8;93;27;,8;
1996-05-06;1800;0;null;25,8;57;27;,3;
1996-05-07;0000;0;null;19,8;88;9;1;
1996-05-07;1200;0;null;17,3;98;0;0;
1996-05-07;1800;0;null;28,8;49;27;1,6;
1996-05-08;0000;0;null;20,4;78;23;1,3;
1996-05-08;1200;0;null;17,8;93;27;,8;
1996-05-08;1800;0;null;26,8;59;18;2,5;
1996-05-09;0000;0;null;20,2;85;14;2,8;
1996-05-09;1200;0;null;19,3;90;9;6,6;
1996-05-09;1800;0;null;24,6;68;14;2;
1996-05-10;0000;0;null;19;86;18;,5;
1996-05-10;1200;0;null;18,6;94;5;1,3;
1996-05-10;1800;0;null;24,5;62;23;1,8;
1996-05-11;0000;0;null;18;86;0;0;
1996-05-11;1200;0;null;15,3;91;0;0;
1996-05-11;1800;0;null;23;56;14;1,6;
1996-05-12;0000;0;null;16,5;82;14;,7;
1996-05-12;1200;0;null;14,4;95;0;0;
1996-05-12;1800;0;null;25,7;61;27;1,3;
1996-05-13;0000;0;null;19;86;14;1;
1996-05-13;1200;0;null;16;91;32;,8;
1996-05-13;1800;0;null;25;52;32;2,8;
1996-05-14;0000;0;null;20,8;74;0;0;
1996-05-14;1200;0;null;18,2;86;32;1,6;
1996-05-14;1800;0;null;24,3;68;27;,5;
1996-05-15;0000;0;null;18,2;86;18;1,3;
1996-05-15;1200;0;null;14,3;94;0;0;
1996-05-15;1800;0;null;20,8;58;23;,7;
1996-05-16;0000;0;null;15,9;73;14;,7;
1996-05-16;1200;0;null;12;95;0;0;
1996-05-16;1800;0;null;19,4;66;14;2,1;
1996-05-17;0000;0;null;14,4;84;18;1;
1996-05-17;1200;0;null;14,2;79;9;1,3;
1996-05-17;1800;0;null;25,4;51;36;1,3;
1996-05-18;0000;0;null;19,5;76;9;1;
1996-05-18;1200;,1;null;16,6;89;23;1,3;
1996-05-18;1800;0;null;19,8;72;18;,5;
1996-05-19;0000;0;null;16,2;85;9;,8;
1996-05-19;1200;0;null;13,6;95;0;0;
1996-05-19;1800;0;null;18,8;82;27;,3;
1996-05-20;0000;0;null;16,7;86;14;1,3;
1996-05-20;1200;0;null;14,4;82;23;2,8;
1996-05-20;1800;0;null;16;79;18;1,6;
1996-05-21;0000;0;null;14,4;88;18;,3;
1996-05-21;1200;0;null;12;95;18;2;
1996-05-21;1800;0;null;19,8;61;9;1,3;
1996-05-22;0000;0;null;14,4;81;14;2,6;
1996-05-22;1200;0;null;16,2;81;14;1,3;
1996-05-22;1800;0;null;18,2;66;18;2;
1996-05-23;0000;0;null;15,8;66;14;2,8;
1996-05-23;1200;0;null;14,3;84;14;,5;
1996-05-23;1800;0;null;18,3;65;18;3;
1996-05-24;0000;0;null;15;70;18;2;
1996-05-24;1200;0;null;10,8;92;32;,8;
1996-05-24;1800;0;null;18,7;66;18;2;
1996-05-25;0000;0;null;14,6;87;14;1,3;
1996-05-25;1200;0;null;13,4;88;5;1,6;
1996-05-25;1800;0;null;23,2;49;9;2,1;
1996-05-26;0000;0;null;16,6;74;14;1,6;
1996-05-26;1200;0;null;13,6;90;27;,5;
1996-05-26;1800;0;null;23,1;63;32;1;
1996-05-27;0000;0;null;15,8;89;9;,8;
1996-05-27;1200;0;null;13,4;95;0;0;
1996-05-27;1800;0;null;16,3;86;27;1,3;
1996-05-28;0000;0;null;15;91;18;,7;
1996-05-28;1200;0;null;9,8;92;0;0;
1996-05-28;1800;0;null;18,9;60;32;,7;
1996-05-29;0000;0;null;13,2;86;14;1,3;
1996-05-29;1200;0;null;12;97;0;0;
1996-05-29;1800;0;null;19,3;67;18;,8;
1996-05-30;0000;0;null;14,6;91;18;1;
1996-05-30;1200;0;null;14,3;100;0;0;
1996-05-30;1800;0;null;18,4;77;18;1,6;
1996-05-31;0000;0;null;15,8;89;18;1;
1996-05-31;1200;10,2;null;13;95;23;2,8;
1996-05-31;1800;0;null;12,5;85;32;,7;
1996-06-01;0000;,3;null;11,3;81;18;3;
1996-06-01;1200;0;null;6,5;90;23;1,5;
1996-06-01;1800;0;null;14,4;58;27;1,3;
1996-06-02;0000;0;null;10,7;77;32;1,3;
1996-06-02;1200;0;null;6;95;27;1;
1996-06-02;1800;0;null;14,6;59;27;,7;
1996-06-03;0000;0;null;9;87;0;0;
1996-06-03;1200;0;null;5,8;93;32;,5;
1996-06-03;1800;0;null;16,3;59;0;0;
1996-06-04;0000;0;null;10;76;18;,5;
1996-06-04;1200;0;null;6,1;96;0;0;
1996-06-04;1800;0;null;18,7;54;9;1,5;
1996-06-05;0000;0;null;13,4;86;14;2;
1996-06-05;1200;,8;null;13;95;36;,5;
1996-06-05;1800;0;null;20,2;76;5;,5;
1996-06-06;0000;,4;null;15,4;94;27;2;
1996-06-06;1200;,1;null;14,4;97;0;0;
1996-06-06;1800;0;null;16;89;27;1,3;
1996-06-07;0000;0;null;12,8;94;0;0;
1996-06-07;1200;0;null;11;97;36;1,3;
1996-06-07;1800;0;null;18;74;27;2,1;
1996-06-08;0000;0;null;13,8;84;14;,5;
1996-06-08;1200;0;null;10,8;94;0;0;
1996-06-08;1800;0;null;16,2;61;18;1,3;
1996-06-09;0000;0;null;9,8;81;0;0;
1996-06-09;1200;0;null;8,6;94;0;0;
1996-06-09;1800;0;null;20,9;53;9;2,1;
1996-06-10;0000;0;null;14,8;80;18;,5;
1996-06-10;1200;0;null;11;97;36;1,3;
1996-06-10;1800;0;null;22,9;52;32;2;
1996-06-11;0000;0;null;16,2;77;18;,7;
1996-06-11;1200;0;null;10,8;93;0;0;
1996-06-11;1800;0;null;24,8;51;32;1,3;
1996-06-12;0000;0;null;17,9;71;14;1,6;
1996-06-12;1200;0;null;12,4;90;9;,8;
1996-06-12;1800;0;null;23,5;49;32;,7;
1996-06-13;0000;0;null;15,8;78;9;,5;
1996-06-13;1200;0;null;13,3;87;9;,5;
1996-06-13;1800;0;null;26,4;47;36;2;
1996-06-14;0000;0;null;18,6;71;9;,3;
1996-06-14;1200;0;null;15,8;83;23;,5;
1996-06-14;1800;0;null;27,8;45;32;1,3;
1996-06-15;0000;0;null;18,6;80;9;,5;
1996-06-15;1200;0;null;21,4;60;36;3;
1996-06-15;1800;0;null;26,7;53;36;1,3;
1996-06-16;0000;8,6;null;18,4;94;14;1,3;
1996-06-16;1200;24,4;null;18,2;88;18;,8;
1996-06-16;1800;0;null;18,3;94;0;0;
1996-06-17;0000;0;null;17,2;93;18;1,3;
1996-06-17;1200;0;null;16,9;89;14;1,3;
1996-06-17;1800;10,7;null;16,4;93;14;2,5;
1996-06-18;0000;11,2;null;15,8;97;18;,3;
1996-06-18;1200;,1;null;15,5;89;23;,5;
1996-06-18;1800;0;null;15,2;71;23;2,1;
1996-06-19;0000;0;null;12,8;74;18;1,6;
1996-06-19;1200;0;null;9,2;69;23;1,6;
1996-06-19;1800;0;null;13,6;58;23;1,6;
1996-06-20;0000;0;null;8,8;73;9;,3;
1996-06-20;1200;0;null;8,4;83;9;3,3;
1996-06-20;1800;6,2;null;10;94;14;3;
1996-06-21;0000;8;null;11,4;97;18;2,3;
1996-06-21;1200;21;null;9,2;95;32;2;
1996-06-21;1800;,5;null;11,2;88;32;1,3;
1996-06-22;0000;0;null;10;90;23;,5;
1996-06-22;1200;0;null;8,2;97;0;0;
1996-06-22;1800;0;null;13,9;69;18;1,3;
1996-06-23;0000;0;null;10;94;0;0;
1996-06-23;1200;0;null;6,6;96;27;,8;
