data,pressao,temp,umidade,ventodir,ventovel,prec,tmin,tmax,urmin,urmax,amplitude_t
2001-10-04,1013.87,19.3,82.33,32.0,3.47,0.5,17.6,21.5,77.0,90.0,3.8999999999999986
2001-10-05,1018.33,19.4,81.67,17.0,1.93,6.5,18.0,22.0,71.0,91.0,4.0
2001-10-06,1020.4,20.27,80.67,10.67,0.87,0.0,17.4,24.0,64.0,95.0,6.600000000000001
2001-10-09,1013.5,21.9,71.67,15.0,2.27,2.8,19.3,27.0,46.0,89.0,7.699999999999999
2001-10-10,1015.43,22.8,63.67,17.0,2.97,0.0,20.9,26.3,52.0,70.0,5.400000000000002
2001-10-11,1018.73,22.83,70.67,19.67,1.57,0.0,19.8,26.7,61.0,80.0,6.899999999999999
2001-10-12,1022.23,21.83,79.67,11.0,2.43,0.0,20.2,24.1,71.0,88.0,3.900000000000002
2001-10-13,1021.57,21.6,84.0,16.67,2.6,0.0,19.6,23.2,79.0,89.0,3.599999999999998
2001-10-14,1019.1,22.83,80.67,15.33,2.93,0.0,20.4,25.8,70.0,87.0,5.400000000000002
2001-10-15,1017.33,22.8,80.67,12.33,4.17,0.0,21.0,25.4,70.0,87.0,4.399999999999999
2001-10-16,1017.9,20.53,88.0,13.67,3.3,16.2,19.4,21.6,85.0,93.0,2.200000000000003
2001-10-17,1014.3,20.87,87.67,12.33,2.27,0.4,19.6,22.2,85.0,92.0,2.599999999999998
2001-10-18,1012.4,22.87,78.0,12.33,2.27,2.0,19.4,26.3,67.0,91.0,6.900000000000002
2001-10-19,1009.8,23.67,79.67,3.0,1.03,0.0,19.8,28.7,65.0,91.0,8.899999999999999
2001-10-20,1007.43,26.27,65.67,5.67,2.93,0.0,23.6,31.2,51.0,85.0,7.599999999999998
2001-10-22,1011.57,19.63,67.0,25.67,4.67,5.0,16.5,22.2,47.0,90.0,5.699999999999999
2001-10-23,1016.03,19.4,54.33,29.0,2.43,0.0,16.4,23.6,47.0,59.0,7.200000000000003
2001-10-24,1020.27,22.0,58.0,9.0,1.2,0.0,17.6,27.0,42.0,72.0,9.399999999999999
2001-10-25,1019.27,25.17,58.0,21.0,1.73,0.0,19.4,32.1,47.0,65.0,12.700000000000003
2001-10-26,1015.47,25.97,64.67,16.67,3.13,0.0,21.0,32.3,48.0,81.0,11.299999999999997
2001-10-27,1012.6,27.8,65.0,9.33,0.7,0.0,23.4,34.8,45.0,75.0,11.399999999999999
2001-10-28,1011.0,29.2,61.67,6.33,1.03,0.0,26.0,35.0,45.0,73.0,9.0
2001-10-29,1013.2,25.27,78.0,21.0,2.43,0.0,24.4,25.8,77.0,79.0,1.4000000000000021
2001-10-30,1013.43,24.03,81.0,19.67,2.93,0.4,22.4,27.1,67.0,89.0,4.700000000000003
2001-10-31,1015.3,24.17,65.33,22.67,2.93,0.0,22.5,27.0,50.0,85.0,4.5
2001-11-02,1018.37,19.63,74.33,12.0,2.6,2.0,16.6,23.3,58.0,92.0,6.699999999999999
2001-11-03,1017.5,20.43,70.67,16.67,2.93,0.8,18.2,22.5,64.0,75.0,4.300000000000001
2001-11-05,1012.6,23.9,71.33,12.0,1.07,0.0,18.7,30.6,55.0,83.0,11.900000000000002
2001-11-06,1012.4,28.2,60.0,15.33,1.4,0.0,23.4,34.6,43.0,73.0,11.200000000000003
2001-11-07,1013.2,24.57,76.67,18.33,2.27,3.5,21.3,26.8,61.0,93.0,5.5
2001-11-08,1017.63,21.53,86.67,12.33,1.73,10.9,19.8,23.2,77.0,95.0,3.3999999999999986
2001-11-09,1019.83,21.6,76.33,13.67,3.3,0.0,19.4,24.6,66.0,85.0,5.200000000000003
2001-11-10,1013.27,20.37,89.0,10.67,2.57,16.4,20.0,20.7,81.0,96.0,0.6999999999999993
2001-11-11,1010.6,23.23,79.33,22.67,2.43,30.3,20.6,26.4,52.0,97.0,5.799999999999997
2001-11-12,1015.0,23.9,65.0,21.0,0.83,0.0,20.6,29.2,45.0,78.0,8.599999999999998
2001-11-13,1013.5,25.47,60.33,9.0,1.9,0.0,22.2,29.2,51.0,71.0,7.0
2001-11-14,1006.9,24.63,69.67,25.67,1.9,1.1,22.2,27.4,62.0,76.0,5.199999999999999
2001-11-15,1009.23,23.43,74.67,13.67,1.9,0.0,22.3,24.2,66.0,79.0,1.8999999999999986
2001-11-16,1015.37,22.4,67.33,18.33,2.07,0.0,20.4,25.4,60.0,75.0,5.0
2001-11-17,1019.3,21.07,64.67,15.0,2.4,0.0,18.6,24.6,54.0,75.0,6.0
2001-11-18,1016.5,22.87,63.0,16.67,1.57,0.0,17.2,28.8,51.0,71.0,11.600000000000001
2001-11-19,1015.67,25.5,58.67,22.67,1.37,0.0,21.8,29.4,42.0,72.0,7.599999999999998
2001-11-20,1014.03,26.6,63.33,7.67,1.4,0.0,22.4,33.2,38.0,77.0,10.800000000000004
2001-11-21,1011.5,28.57,66.33,12.33,2.6,0.0,23.2,34.0,54.0,83.0,10.8
2001-11-22,1012.7,25.2,78.67,12.33,2.07,14.5,21.0,29.9,61.0,95.0,8.899999999999999
2001-11-23,1009.03,25.93,78.67,13.67,1.57,0.0,22.8,31.2,63.0,88.0,8.399999999999999
2001-11-24,1008.13,26.6,76.67,13.67,1.4,0.4,24.2,31.2,59.0,86.0,7.0
2001-11-25,1019.0,18.8,88.0,15.0,2.93,1.4000000000000001,17.8,20.0,87.0,89.0,2.1999999999999993
2001-11-26,1016.53,21.2,87.67,12.33,2.1,13.3,18.0,24.8,84.0,92.0,6.800000000000001
2001-11-27,1014.37,22.4,85.33,20.0,4.13,72.6,21.6,23.5,70.0,97.0,1.8999999999999986
2001-11-28,1014.7,22.67,64.67,18.0,2.57,0.3,20.8,25.2,62.0,67.0,4.399999999999999
2001-11-29,1012.9,21.77,67.33,13.67,2.57,0.0,18.6,24.9,59.0,79.0,6.299999999999997
2001-11-30,1008.23,18.97,85.67,10.67,2.77,18.3,17.7,20.0,80.0,96.0,2.3000000000000007
2001-12-01,1006.33,20.3,83.33,21.0,1.9,0.5,17.1,23.0,65.0,94.0,5.899999999999999
2001-12-02,1013.8,22.9,71.33,23.0,1.23,0.0,20.2,26.6,57.0,81.0,6.400000000000002
2001-12-03,1016.83,23.3,72.33,13.67,2.77,0.0,20.0,26.2,66.0,81.0,6.199999999999999
2001-12-04,1016.0,22.83,83.0,18.33,2.1,0.0,20.8,25.2,75.0,88.0,4.399999999999999
2001-12-05,1011.73,20.73,94.67,9.0,1.6,31.5,19.2,22.6,89.0,98.0,3.400000000000002
2001-12-06,1008.7,22.53,82.67,24.0,3.13,2.9,20.2,26.6,64.0,96.0,6.400000000000002
2001-12-07,1010.3,24.93,73.67,21.33,1.37,0.6,22.4,28.4,61.0,85.0,6.0
2001-12-08,1012.0,23.23,78.67,15.67,4.47,0.0,22.2,25.1,74.0,87.0,2.900000000000002
2001-12-09,1016.3,19.37,71.33,18.0,1.6,0.0,18.5,20.4,68.0,75.0,1.8999999999999986
2001-12-10,1017.43,20.2,77.33,15.0,1.73,0.0,17.0,24.4,72.0,86.0,7.399999999999999
2001-12-11,1015.37,24.23,76.33,19.67,2.4,0.0,20.8,30.0,68.0,89.0,9.2
2001-12-12,1013.33,27.2,76.67,12.33,1.23,0.0,23.4,32.2,56.0,89.0,8.800000000000004
2001-12-13,1009.47,26.47,80.33,11.67,2.1,0.0,24.2,30.2,66.0,88.0,6.0
2001-12-14,1011.0,25.0,79.67,15.33,2.6,0.0,23.8,26.6,70.0,88.0,2.8000000000000007
2001-12-15,1013.2,22.7,76.67,3.67,2.73,0.4,21.5,25.0,65.0,86.0,3.5
2001-12-16,1011.67,22.2,78.0,23.0,2.07,0.0,20.2,25.8,66.0,85.0,5.600000000000001
2001-12-17,1007.63,25.0,64.33,27.33,4.33,0.0,22.2,29.4,38.0,81.0,7.199999999999999
2001-12-18,1008.4,23.67,74.33,13.67,1.4,0.0,21.8,27.4,65.0,79.0,5.599999999999998
2001-12-19,1007.77,25.33,64.67,5.67,1.13,0.0,20.8,31.8,46.0,75.0,11.0
2001-12-20,1009.73,29.5,59.33,21.33,1.6,0.0,25.4,35.1,43.0,73.0,9.700000000000003
2001-12-21,1007.53,25.73,79.33,12.33,1.57,14.0,20.2,32.6,62.0,96.0,12.400000000000002
2001-12-25,1023.13,23.83,62.0,13.67,4.17,0.0,20.6,27.0,53.0,76.0,6.399999999999999
2001-12-26,1018.77,24.87,63.33,15.33,2.23,0.0,20.6,29.2,53.0,77.0,8.599999999999998
2001-12-27,1014.5,26.0,62.33,21.0,1.4,0.0,21.8,31.0,51.0,74.0,9.2
2001-12-28,1012.43,28.0,66.0,10.67,1.73,0.0,24.4,32.8,55.0,78.0,8.399999999999999
2001-12-29,1013.2,26.23,78.33,7.67,2.27,0.7,23.9,29.6,67.0,86.0,5.700000000000003
2001-12-30,1012.13,26.7,75.33,12.0,2.1,0.0,24.2,29.5,62.0,87.0,5.300000000000001
2002-01-02,1006.03,26.43,68.67,16.67,1.7,0.8,25.7,27.3,59.0,74.0,1.6000000000000014
2002-01-03,1009.7,25.97,66.33,12.33,1.5,0.0,24.0,29.2,49.0,77.0,5.199999999999999
2002-01-04,1011.23,25.47,69.33,23.0,1.53,0.0,24.0,28.2,57.0,77.0,4.199999999999999
2002-01-05,1013.6,24.47,77.67,18.0,1.57,0.0,22.8,27.2,70.0,82.0,4.399999999999999
2002-01-06,1006.33,25.87,74.67,24.33,1.37,14.4,23.6,29.6,57.0,84.0,6.0
2002-01-07,1010.1,26.07,60.67,28.67,2.73,0.0,23.7,28.1,51.0,72.0,4.400000000000002
2002-01-08,1013.33,26.87,63.67,15.33,1.03,0.0,25.0,30.4,55.0,74.0,5.399999999999999
2002-01-09,1018.8,26.63,68.67,12.33,2.87,0.0,24.4,29.5,62.0,78.0,5.100000000000001
2002-01-10,1021.43,26.13,72.67,12.0,3.1,0.0,23.8,28.8,65.0,79.0,5.0
2002-01-11,1020.1,27.13,72.0,18.33,2.03,0.2,24.6,31.8,61.0,78.0,7.199999999999999
2002-01-12,1016.13,28.63,66.0,7.67,1.1,0.0,26.2,32.2,52.0,81.0,6.0000000000000036
2002-01-13,1010.9,26.4,76.0,13.67,1.47,0.7,25.0,27.4,69.0,86.0,2.3999999999999986
2002-01-14,1010.0,25.7,80.0,10.67,1.27,0.0,23.8,27.6,76.0,85.0,3.8000000000000007
2002-01-15,1014.37,23.67,67.33,16.67,3.43,2.7,22.4,26.0,47.0,90.0,3.6000000000000014
2002-01-16,1016.43,22.8,61.0,12.33,2.47,0.0,20.7,25.6,53.0,67.0,4.900000000000002
2002-01-17,1017.33,23.73,60.0,13.67,1.63,0.0,20.8,27.2,46.0,70.0,6.399999999999999
2002-01-18,1018.63,23.83,59.33,15.33,1.4,0.0,20.8,27.4,46.0,67.0,6.599999999999998
2002-01-19,1016.83,25.0,58.33,10.67,1.8,0.0,21.2,30.0,45.0,69.0,8.8
2002-01-20,1014.73,27.47,55.33,24.33,2.07,0.0,22.4,34.3,36.0,71.0,11.899999999999999
2002-01-21,1013.67,28.3,60.67,12.33,2.4,0.0,26.8,30.1,55.0,66.0,3.3000000000000007
2002-01-22,1014.77,24.87,82.33,10.67,0.53,20.4,22.4,26.8,71.0,97.0,4.400000000000002
2002-01-23,1013.9,27.6,72.0,10.67,0.87,0.0,25.0,31.6,55.0,84.0,6.600000000000001
2002-01-24,1011.53,27.8,68.33,12.33,1.8,0.0,25.8,31.4,58.0,79.0,5.599999999999998
2002-01-25,1007.7,25.27,80.33,13.67,0.97,11.5,22.4,29.4,61.0,91.0,7.0
2002-01-26,1008.8,24.93,83.33,9.33,1.27,0.0,22.4,28.8,72.0,92.0,6.400000000000002
2002-01-27,1008.2,25.37,82.0,25.67,1.87,5.2,23.5,27.2,71.0,96.0,3.6999999999999993
2002-01-28,1007.5,27.3,69.33,30.33,1.3,0.0,24.8,31.4,48.0,83.0,6.599999999999998
2002-01-29,1009.67,29.1,57.67,18.0,0.7,0.0,26.0,34.3,39.0,67.0,8.299999999999997
2002-01-30,1010.77,29.9,48.33,12.33,0.87,0.0,26.8,35.2,46.0,51.0,8.400000000000002
2002-02-01,1009.6,24.87,86.33,29.0,2.57,0.0,23.2,28.0,83.0,93.0,4.800000000000001
2002-02-02,1014.43,24.13,55.67,26.0,2.43,0.0,20.6,27.2,45.0,68.0,6.599999999999998
2002-02-03,1017.93,23.3,63.0,17.0,1.37,0.3,21.6,25.2,55.0,68.0,3.599999999999998
2002-02-04,1015.83,24.4,59.67,18.33,1.43,0.0,20.6,30.0,46.0,73.0,9.399999999999999
2002-02-05,1013.77,26.0,62.33,7.67,0.87,0.0,22.4,31.2,44.0,73.0,8.8
2002-02-06,1015.6,22.87,86.0,18.0,0.77,4.5,20.8,24.0,81.0,95.0,3.1999999999999993
2002-02-07,1013.53,23.37,75.33,21.33,1.43,0.0,21.0,27.7,55.0,86.0,6.699999999999999
2002-02-09,1009.47,23.33,76.33,18.33,1.77,1.8,20.8,28.2,54.0,91.0,7.399999999999999
2002-02-10,1008.97,23.73,79.33,28.67,1.53,9.4,20.6,29.2,58.0,95.0,8.599999999999998
2002-02-11,1012.83,25.67,67.67,33.33,0.93,3.7,22.4,30.6,52.0,79.0,8.200000000000003
2002-02-12,1015.57,25.67,78.0,13.67,2.23,0.0,23.4,29.2,69.0,85.0,5.800000000000001
2002-02-13,1014.03,25.13,80.0,16.67,0.7,11.100000000000001,22.6,29.8,61.0,93.0,7.199999999999999
2002-02-14,1012.17,25.77,75.33,18.33,0.97,17.8,22.0,31.0,55.0,94.0,9.0
2002-02-16,1019.33,23.87,78.67,13.67,1.83,0.3,23.0,24.8,76.0,83.0,1.8000000000000007
2002-02-17,1021.37,22.87,68.33,13.67,2.23,0.0,21.4,25.4,54.0,77.0,4.0
2002-02-18,1018.23,24.67,64.33,16.67,1.8,0.0,21.2,28.6,53.0,72.0,7.400000000000002
2002-02-19,1016.5,25.47,64.33,12.33,2.23,0.0,22.4,28.6,59.0,69.0,6.200000000000003
2002-02-20,1014.23,25.77,69.67,14.0,1.23,0.0,23.4,29.8,56.0,78.0,6.400000000000002
2002-02-21,1009.17,27.33,67.0,14.0,1.07,0.0,23.6,33.2,45.0,81.0,9.600000000000001
2002-02-22,1006.0,26.07,72.0,19.67,2.37,0.0,23.6,29.6,51.0,86.0,6.0
2002-02-23,1008.27,25.07,69.0,29.0,2.83,0.9,23.0,28.8,54.0,80.0,5.800000000000001
2002-02-24,1018.0,22.67,65.0,22.67,2.6,2.4,20.3,26.2,48.0,78.0,5.899999999999999
2002-02-25,1017.83,23.93,60.67,12.33,1.2,0.0,19.6,29.4,50.0,67.0,9.799999999999997
2002-02-26,1013.43,27.07,61.67,20.0,1.47,0.0,22.6,33.6,45.0,76.0,11.0
2002-02-27,1012.87,29.13,56.67,19.67,1.67,0.0,26.0,34.4,45.0,69.0,8.399999999999999
2002-02-28,1011.1,30.33,51.33,25.67,2.77,0.0,28.2,34.2,45.0,55.0,6.0000000000000036
2002-03-01,1014.87,25.13,84.33,24.0,0.97,24.1,22.0,29.4,64.0,95.0,7.399999999999999
2002-03-02,1018.93,22.37,73.67,12.33,2.0,1.8,20.3,24.8,61.0,86.0,4.5
2002-03-03,1017.07,26.0,73.67,15.33,1.3,0.0,21.6,31.8,58.0,84.0,10.2
2002-03-04,1015.03,28.93,67.33,30.0,3.03,0.0,24.4,34.4,51.0,85.0,10.0
2002-03-05,1015.27,27.4,76.67,13.67,0.87,2.0,25.2,28.8,73.0,82.0,3.6000000000000014
2002-03-06,1014.33,25.07,84.67,12.0,0.7,5.5,23.0,27.8,77.0,91.0,4.800000000000001
2002-03-07,1011.57,26.8,79.0,15.33,0.77,0.0,24.3,31.5,61.0,89.0,7.199999999999999
2002-03-08,1012.93,30.37,67.0,21.0,0.77,0.0,28.0,34.4,55.0,77.0,6.399999999999999
2002-03-09,1015.27,30.67,67.33,13.67,0.8,1.2,26.8,36.0,50.0,84.0,9.2
2002-03-10,1014.53,33.0,56.0,30.0,0.77,0.0,30.8,37.2,46.0,69.0,6.400000000000002
2002-03-11,1013.87,30.2,60.0,10.67,0.77,0.0,29.8,30.8,58.0,61.0,1.0
2002-03-12,1017.33,27.6,75.33,22.67,2.03,1.0,27.0,28.0,73.0,79.0,1.0
2002-03-13,1014.2,27.17,78.67,9.0,0.77,0.0,25.2,30.8,59.0,90.0,5.600000000000001
2002-03-14,1010.77,27.33,81.0,13.67,0.93,3.0,25.4,30.8,63.0,91.0,5.400000000000002
2002-03-15,1011.33,30.2,65.33,21.33,0.53,0.0,27.2,35.4,48.0,82.0,8.2
2002-03-16,1011.13,30.53,64.33,16.67,0.77,0.0,27.6,35.6,51.0,73.0,8.0
2002-03-17,1010.43,28.4,73.67,21.0,2.9,0.0,25.2,30.0,65.0,84.0,4.800000000000001
2002-03-18,1012.37,26.43,81.0,25.67,0.8,4.3,23.4,30.6,64.0,93.0,7.200000000000003
2002-03-19,1009.8,27.13,80.0,10.67,2.2,0.0,25.0,29.6,71.0,87.0,4.600000000000001
2002-03-20,1010.23,24.53,85.67,17.0,2.47,16.6,23.0,27.6,67.0,97.0,4.600000000000001
2002-03-21,1017.4,23.27,82.0,18.33,1.97,14.1,21.8,25.2,70.0,91.0,3.3999999999999986
2002-03-22,1017.57,25.6,65.33,12.33,1.77,0.1,21.4,31.2,49.0,76.0,9.8
2002-03-23,1013.67,25.87,71.33,16.67,0.7,0.0,23.2,30.8,55.0,81.0,7.600000000000001
2002-03-24,1010.5,27.4,71.0,27.33,1.23,0.0,24.6,32.0,60.0,79.0,7.399999999999999
2002-03-25,1011.03,27.5,76.0,13.67,1.57,0.0,26.4,29.4,71.0,79.0,3.0
2002-03-26,1011.77,25.33,78.67,24.33,1.53,24.1,23.0,28.6,62.0,88.0,5.600000000000001
2002-03-27,1016.47,23.33,87.33,12.0,0.8,19.4,22.8,23.8,82.0,90.0,1.0
2002-03-28,1018.0,23.87,85.0,13.67,2.63,0.0,20.8,28.0,73.0,91.0,7.199999999999999
2002-03-29,1012.67,28.1,73.33,18.0,0.93,0.0,24.2,33.4,54.0,92.0,9.2
2002-03-30,1006.83,31.37,58.67,15.33,1.87,0.0,28.6,35.4,42.0,74.0,6.799999999999997
2002-03-31,1014.33,21.77,90.33,22.67,1.07,35.2,21.2,22.5,86.0,93.0,1.3000000000000007
2002-04-01,1017.53,18.4,79.0,21.33,2.93,9.8,16.0,20.2,61.0,95.0,4.199999999999999
2002-04-02,1017.2,17.93,64.0,30.33,1.97,0.0,16.0,21.4,53.0,73.0,5.399999999999999
2002-04-03,1020.77,19.67,69.0,7.67,0.97,0.0,16.4,25.2,55.0,77.0,8.8
2002-04-04,1021.1,22.17,74.33,16.67,1.67,0.0,18.6,26.6,62.0,81.0,8.0
2002-04-05,1019.5,24.3,68.67,12.0,2.03,0.0,21.4,28.3,53.0,79.0,6.900000000000002
2002-04-06,1014.8,25.37,65.67,14.0,1.23,0.0,22.6,29.7,52.0,75.0,7.099999999999998
2002-04-07,1015.03,25.6,68.0,9.33,1.33,0.0,22.7,30.6,52.0,81.0,7.900000000000002
2002-04-08,1014.3,25.9,67.0,7.67,1.77,0.0,23.6,29.2,56.0,77.0,5.599999999999998
2002-04-09,1013.5,25.83,74.33,9.33,0.53,0.0,22.9,31.4,51.0,86.0,8.5
2002-04-10,1012.03,26.53,73.33,10.67,0.97,0.0,24.5,30.1,67.0,79.0,5.600000000000001
2002-04-11,1009.63,24.93,86.0,24.33,0.97,12.899999999999999,23.2,26.8,81.0,95.0,3.6000000000000014
2002-04-12,1013.2,23.0,86.33,25.67,2.63,6.5,22.2,23.4,78.0,91.0,1.1999999999999993
2002-04-13,1020.7,20.77,84.67,12.0,2.07,1.3,19.8,21.7,79.0,94.0,1.8999999999999986
2002-04-14,1021.37,19.7,93.67,13.67,2.13,2.8,19.0,20.8,88.0,97.0,1.8000000000000007
2002-04-15,1019.43,21.9,91.67,13.67,1.63,1.7000000000000002,20.4,24.1,88.0,96.0,3.700000000000003
2002-04-16,1015.97,24.0,85.33,12.33,1.53,0.0,21.0,28.6,72.0,93.0,7.600000000000001
2002-04-17,1012.27,23.1,78.33,27.33,3.3,15.3,20.5,25.2,58.0,92.0,4.699999999999999
2002-04-18,1018.73,21.13,77.67,22.67,1.2,0.3,19.3,22.4,66.0,90.0,3.099999999999998
2002-04-19,1017.1,21.9,74.33,12.33,1.3,0.0,17.8,27.0,65.0,84.0,9.2
2002-04-20,1012.03,21.63,89.0,24.33,0.77,36.4,20.1,23.4,84.0,97.0,3.299999999999997
2002-04-21,1021.07,18.37,63.33,21.33,0.93,0.0,15.9,20.2,52.0,74.0,4.299999999999999
2002-04-22,1020.0,18.2,76.33,15.33,1.97,0.0,13.8,22.7,72.0,80.0,8.899999999999999
2002-04-23,1012.5,24.83,75.33,16.67,0.5,0.0,20.0,30.0,63.0,89.0,10.0
2002-04-24,1011.7,22.53,87.0,14.0,3.07,2.8,21.7,23.9,79.0,94.0,2.1999999999999993
2002-04-25,1011.93,21.7,84.67,16.67,1.93,7.3999999999999995,20.8,23.4,73.0,94.0,2.599999999999998
2002-04-26,1014.73,20.33,92.33,16.67,1.13,22.0,20.0,20.6,90.0,95.0,0.6000000000000014
2002-04-28,1017.37,17.23,78.67,10.67,0.8,0.0,12.4,24.5,56.0,98.0,12.1
2002-04-29,1013.07,18.53,92.0,9.0,0.87,13.1,18.2,18.8,87.0,95.0,0.6000000000000014
2002-04-30,1014.1,17.93,91.67,24.33,1.2,5.8,16.5,19.3,86.0,95.0,2.8000000000000007
2002-05-02,1016.07,20.2,84.0,15.33,1.37,0.0,17.2,23.9,71.0,91.0,6.699999999999999
2002-05-03,1013.2,20.07,84.0,18.33,0.83,0.1,18.0,23.4,65.0,94.0,5.399999999999999
2002-05-04,1015.37,18.77,79.67,16.67,0.67,0.0,15.7,23.2,52.0,98.0,7.5
2002-05-05,1019.3,17.33,83.33,10.67,1.2,0.0,14.9,21.1,66.0,96.0,6.200000000000001
2002-05-06,1022.13,19.73,86.67,13.67,2.07,0.0,18.4,22.0,77.0,92.0,3.6000000000000014
2002-05-07,1021.87,18.47,93.0,10.67,1.73,9.9,17.7,19.4,88.0,97.0,1.6999999999999993
2002-05-08,1018.7,19.5,92.0,9.33,0.67,0.4,18.0,21.5,84.0,97.0,3.5
2002-05-09,1021.23,18.93,88.33,7.67,1.37,0.0,15.9,22.7,74.0,98.0,6.799999999999999
2002-05-10,1021.0,19.73,86.0,9.0,0.83,0.1,15.7,26.3,65.0,98.0,10.600000000000001
2002-05-11,1020.17,23.0,80.67,4.67,0.33,0.0,19.7,28.5,62.0,92.0,8.8
2002-05-12,1018.23,24.03,77.33,4.67,0.67,0.0,19.8,29.9,56.0,89.0,10.099999999999998
2002-05-13,1017.97,25.23,76.33,4.67,0.67,0.0,21.4,31.5,54.0,88.0,10.100000000000001
2002-05-14,1014.33,25.23,67.33,15.0,1.37,0.0,20.4,30.9,50.0,81.0,10.5
2002-05-15,1010.63,22.23,83.33,4.67,1.53,14.6,18.3,24.6,75.0,98.0,6.300000000000001
2002-05-16,1012.23,19.63,88.0,21.33,1.17,28.700000000000003,18.2,21.9,77.0,97.0,3.6999999999999993
2002-05-17,1014.27,19.43,93.67,12.33,1.0,0.1,17.7,21.0,89.0,98.0,3.3000000000000007
2002-05-18,1009.03,20.97,86.0,15.33,1.0,0.0,18.8,24.7,75.0,93.0,5.899999999999999
2002-05-19,1009.87,19.63,90.33,15.33,1.53,10.8,18.6,21.2,85.0,94.0,2.599999999999998
2002-05-20,1013.8,16.9,92.0,13.67,1.17,61.4,15.5,17.8,86.0,96.0,2.3000000000000007
2002-05-21,1017.23,16.23,90.33,22.67,1.33,8.5,15.6,17.0,86.0,97.0,1.4000000000000004
2002-05-22,1024.33,15.77,83.33,12.0,1.03,0.2,13.1,19.2,77.0,96.0,6.1
2002-05-23,1026.53,17.9,76.33,6.0,1.0,0.0,15.5,22.6,57.0,86.0,7.100000000000001
2002-05-24,1025.63,17.97,74.33,7.67,1.53,0.0,13.3,23.4,59.0,91.0,10.099999999999998
2002-05-25,1022.97,18.6,76.67,22.67,1.0,0.0,14.9,23.7,55.0,89.0,8.799999999999999
2002-05-26,1019.47,18.53,74.67,25.67,1.33,0.0,15.1,23.5,57.0,86.0,8.4
2002-05-27,1016.6,19.77,75.33,15.0,0.87,0.0,17.2,24.7,62.0,84.0,7.5
2002-05-28,1014.33,21.67,72.67,13.67,0.83,0.0,18.4,28.2,52.0,85.0,9.8
2002-05-29,1013.93,19.2,90.33,27.33,1.53,13.7,17.3,21.0,81.0,95.0,3.6999999999999993
2002-05-30,1016.87,18.5,89.67,24.33,1.0,0.30000000000000004,17.6,19.6,86.0,94.0,2.0
2002-05-31,1019.93,17.5,92.67,12.33,1.03,0.1,17.3,17.8,86.0,97.0,0.5
2002-06-01,1021.4,16.97,85.33,10.67,1.87,0.0,12.9,23.8,66.0,96.0,10.9
2002-06-02,1017.33,19.1,88.0,7.67,0.83,0.4,19.0,19.2,84.0,93.0,0.1999999999999993
2002-06-03,1016.1,19.77,90.0,12.33,2.43,17.1,18.3,22.4,80.0,96.0,4.099999999999998
2002-06-04,1013.3,22.93,81.67,13.67,0.83,0.0,19.2,30.0,56.0,96.0,10.8
2002-06-05,1009.0,24.63,68.33,24.0,2.03,0.0,21.1,30.0,48.0,84.0,8.899999999999999
2002-06-06,1013.67,19.2,84.67,15.33,1.2,9.7,16.5,24.3,64.0,97.0,7.800000000000001
2002-06-07,1014.23,15.77,94.33,10.67,2.2,61.400000000000006,14.8,16.8,92.0,97.0,2.0
2002-06-08,1019.3,16.53,88.67,10.67,0.87,2.7,15.0,18.6,76.0,98.0,3.6000000000000014
2002-06-09,1014.07,18.13,92.67,16.67,1.73,14.9,17.2,19.4,87.0,96.0,2.1999999999999993
2002-06-10,1020.43,14.83,73.67,30.0,2.03,33.2,10.8,19.0,60.0,96.0,8.2
2002-06-11,1021.47,11.0,89.67,3.0,0.5,10.8,9.6,12.6,81.0,94.0,3.0
2002-06-12,1021.67,12.03,86.33,12.33,1.4,0.3,10.2,13.6,78.0,91.0,3.4000000000000004
2002-06-13,1022.03,12.3,83.0,18.0,1.03,0.0,11.2,13.5,77.0,89.0,2.3000000000000007
2002-06-14,1025.77,13.2,74.0,18.33,1.17,0.0,11.5,15.8,53.0,86.0,4.300000000000001
2002-06-15,1030.27,11.37,86.0,7.67,0.7,0.0,7.1,18.2,69.0,96.0,11.1
2002-06-16,1024.83,16.87,87.33,19.67,1.37,0.0,14.2,20.2,83.0,90.0,6.0
2002-06-17,1018.67,18.67,89.67,3.0,0.33,0.0,15.2,24.0,75.0,98.0,8.8
2002-06-18,1017.33,16.13,92.0,10.67,0.7,21.9,14.5,17.9,88.0,96.0,3.3999999999999986
2002-06-19,1024.57,13.27,86.67,30.33,1.7,0.0,10.0,16.0,75.0,97.0,6.0
2002-06-20,1022.9,13.53,88.0,4.67,0.33,0.1,9.7,20.1,71.0,98.0,10.400000000000002
2002-06-21,1024.9,13.8,81.33,13.67,0.83,0.0,13.0,15.1,66.0,93.0,2.0999999999999996
2002-06-22,1032.8,9.63,66.33,24.33,2.23,0.0,7.2,12.3,53.0,76.0,5.1000000000000005
2002-06-23,1032.37,7.83,85.67,4.67,0.33,0.0,4.2,12.2,79.0,95.0,7.999999999999999
2002-06-24,1030.67,9.87,74.33,19.67,1.37,0.0,6.8,12.4,58.0,88.0,5.6000000000000005
2002-06-25,1031.47,9.1,78.0,28.67,1.17,0.0,5.0,13.5,67.0,91.0,8.5
2002-06-26,1028.87,11.17,88.67,0.0,0.0,0.0,8.0,17.4,76.0,96.0,9.399999999999999
2002-06-27,1021.97,14.83,82.0,6.33,1.57,0.1,8.4,23.4,59.0,98.0,14.999999999999998
