data,pressao,temp,umidade,ventodir,ventovel,prec,tmin,tmax,urmin,urmax,amplitude_t,wind_chill,heat_index,obitos
2001-10-04,1013.87,19.3,82.33,32.0,12.492,0.5,17.6,21.5,77.0,90.0,3.899999999999999,64.92008395508047,68.80319673512524,4
2001-10-05,1018.33,19.4,81.67,17.0,6.9479999999999995,6.5,18.0,22.0,71.0,91.0,4.0,66.2531787057713,69.14775599614646,10
2001-10-06,1020.4,20.27,80.67,10.67,3.132,0.0,17.4,24.0,64.0,95.0,6.600000000000001,69.46649021420627,69.95248588593095,3
2001-10-09,1013.5,21.9,71.67,15.0,8.172,2.8,19.3,27.0,46.0,89.0,7.699999999999999,71.82101204861273,73.95245031669918,5
2001-10-10,1015.43,22.8,63.67,17.0,10.692,0.0,20.9,26.3,52.0,70.0,5.400000000000002,73.61375183301749,76.03477825206436,9
2001-10-11,1018.73,22.83,70.67,19.67,5.652,0.0,19.8,26.7,61.0,80.0,6.899999999999999,74.41121878833144,75.09075515653224,3
2001-10-12,1022.23,21.83,79.67,11.0,8.748000000000001,0.0,20.2,24.1,71.0,88.0,3.900000000000002,71.56499706622017,71.81441192316964,7
2001-10-13,1021.57,21.6,84.0,16.67,9.360000000000001,0.0,19.6,23.2,79.0,89.0,3.599999999999998,70.92747478006264,70.09797611161623,9
2001-10-14,1019.1,22.83,80.67,15.33,10.548,0.0,20.4,25.8,70.0,87.0,5.400000000000002,73.70189232597312,73.17815236900607,7
2001-10-15,1017.33,22.8,80.67,12.33,15.012,0.0,21.0,25.4,70.0,87.0,4.399999999999999,73.19411873164556,73.12084199049286,7
2001-10-16,1017.9,20.53,88.0,13.67,11.879999999999999,16.2,19.4,21.6,85.0,93.0,2.200000000000003,67.99420810752065,66.93454277700484,9
2001-10-17,1014.3,20.87,87.67,12.33,8.172,0.4,19.6,22.2,85.0,92.0,2.599999999999998,69.40702536505879,67.55326219244203,7
2001-10-18,1012.4,22.87,78.0,12.33,8.172,2.0,19.4,26.3,67.0,91.0,6.900000000000002,74.09437814865866,73.81840247615207,3
2001-10-19,1009.8,23.67,79.67,3.0,3.708,0.0,19.8,28.7,65.0,91.0,8.899999999999999,76.69835951850669,75.11989859789931,6
2001-10-20,1007.43,26.27,65.67,5.67,10.548,0.0,23.6,31.2,51.0,85.0,7.599999999999998,81.93977884918687,81.4683172465725,9
2001-10-22,1011.57,19.63,67.0,25.67,16.812,5.0,16.5,22.2,47.0,90.0,5.699999999999999,65.14439602305018,74.68697825841984,6
2001-10-23,1016.03,19.4,54.33,29.0,8.748000000000001,0.0,16.4,23.6,47.0,59.0,7.200000000000003,65.83724654560613,77.35447293791299,3
2001-10-24,1020.27,22.0,58.0,9.0,4.32,0.0,17.6,27.0,42.0,72.0,9.4,72.84893846770649,76.26730699679999,3
2001-10-25,1019.27,25.17,58.0,21.0,6.228,0.0,19.4,32.1,47.0,65.0,12.700000000000005,79.66776715035527,79.0012549322785,9
2001-10-26,1015.47,25.97,64.67,16.67,11.268,0.0,21.0,32.3,48.0,81.0,11.299999999999995,81.18461784563505,80.71199326753516,12
2001-10-27,1012.6,27.8,65.0,9.33,2.52,0.0,23.4,34.8,45.0,75.0,11.4,85.83386255441502,85.4549665904321,10
2001-10-28,1011.0,29.2,61.67,6.33,3.708,0.0,26.0,35.0,45.0,73.0,9.0,88.85433529307639,88.97312472989643,6
2001-10-29,1013.2,25.27,78.0,21.0,8.748000000000001,0.0,24.4,25.8,77.0,79.0,1.400000000000002,79.67341755630754,79.39680248333903,7
2001-10-30,1013.43,24.03,81.0,19.67,10.548,0.4,22.4,27.1,67.0,89.0,4.700000000000003,76.57557367128025,75.81021735723954,6
2001-10-31,1015.3,24.17,65.33,22.67,10.548,0.0,22.5,27.0,50.0,85.0,4.5,76.9108364948994,77.43941290309328,9
2001-11-02,1018.37,19.63,74.33,12.0,9.360000000000001,2.0,16.6,23.3,58.0,92.0,6.699999999999999,66.25745139532081,72.29631402283539,6
2001-11-03,1017.5,20.43,70.67,16.67,10.548,0.8,18.2,22.5,64.0,75.0,4.300000000000001,67.95452963535888,73.51901293852417,7
2001-11-05,1012.6,23.9,71.33,12.0,3.8520000000000003,0.0,18.7,30.6,55.0,83.0,11.900000000000002,77.17238525684715,76.57361859452345,3
2001-11-06,1012.4,28.2,60.0,15.33,5.04,0.0,23.4,34.6,43.0,73.0,11.200000000000005,86.63001610454239,85.54875782003197,5
2001-11-07,1013.2,24.57,76.67,18.33,8.172,3.5,21.3,26.8,61.0,93.0,5.5,78.07862801471859,77.55539127486527,6
2001-11-08,1017.63,21.53,86.67,12.33,6.228,10.9,19.8,23.2,77.0,95.0,3.3999999999999986,71.32644173040516,69.0155126826906,6
2001-11-09,1019.83,21.6,76.33,13.67,11.879999999999999,0.0,19.4,24.6,66.0,85.0,5.200000000000003,70.58280163010036,72.50892240667253,6
2001-11-10,1013.27,20.37,89.0,10.67,9.251999999999999,16.4,20.0,20.7,81.0,96.0,0.6999999999999993,68.03097496381163,66.2402346239455,3
2001-11-11,1010.6,23.23,79.33,22.67,8.748000000000001,30.3,20.6,26.4,52.0,97.0,5.799999999999997,74.86493563776733,74.23508481184274,5
2001-11-12,1015.0,23.9,65.0,21.0,2.988,0.0,20.6,29.2,45.0,78.0,8.599999999999998,77.37917035807854,77.0822752706079,7
2001-11-13,1013.5,25.47,60.33,9.0,6.84,0.0,22.2,29.2,51.0,71.0,7.0,80.29833318697156,79.53731037807069,5
2001-11-14,1006.9,24.63,69.67,25.67,6.84,1.1,22.2,27.4,62.0,76.0,5.199999999999999,78.35852514855324,78.0233715003346,2
2001-11-15,1009.23,23.43,74.67,13.67,6.84,0.0,22.3,24.2,66.0,79.0,1.8999999999999984,75.58737080795564,75.36418018002877,5
2001-11-16,1015.37,22.4,67.33,18.33,7.452,0.0,20.4,25.4,60.0,75.0,5.0,73.10555735535354,75.1988555486437,7
2001-11-17,1019.3,21.07,64.67,15.0,8.64,0.0,18.6,24.6,54.0,75.0,6.0,69.79231720557307,75.06111219232248,5
2001-11-18,1016.5,22.87,63.0,16.67,5.652,0.0,17.2,28.8,51.0,71.0,11.6,74.50215886820038,76.1675498139311,7
2001-11-19,1015.67,25.5,58.67,22.67,4.932,0.0,21.8,29.4,42.0,72.0,7.599999999999998,80.56069081914839,79.5272925338956,5
2001-11-20,1014.03,26.6,63.33,7.67,5.04,0.0,22.4,33.2,38.0,77.0,10.800000000000004,83.02598429668674,82.01952751713813,10
2001-11-21,1011.5,28.57,66.33,12.33,9.360000000000001,0.0,23.2,34.0,54.0,83.0,10.8,87.45034939511372,88.22068494516493,11
2001-11-22,1012.7,25.2,78.67,12.33,7.452,14.5,21.0,29.9,61.0,95.0,8.899999999999999,79.61760736821361,79.1880155368877,3
2001-11-23,1009.03,25.93,78.67,13.67,5.652,0.0,22.8,31.2,63.0,88.0,8.399999999999999,81.45907497817485,81.47431009890414,8
2001-11-24,1008.13,26.6,76.67,13.67,5.04,0.4,24.2,31.2,59.0,86.0,7.0,83.02598429668674,83.55881593959963,6
2001-11-25,1019.0,18.8,88.0,15.0,10.548,1.4,17.8,20.0,87.0,89.0,2.1999999999999997,64.05111247465004,65.530177512288,7
2001-11-26,1016.53,21.2,87.67,12.33,7.5600000000000005,13.3,18.0,24.8,84.0,92.0,6.800000000000001,70.2938665324948,68.06335430818054,4
2001-11-27,1014.37,22.4,85.33,20.0,14.868,72.6,21.6,23.5,70.0,97.0,1.8999999999999984,72.21964267426944,71.1258090982328,8
2001-11-28,1014.7,22.67,64.67,18.0,9.251999999999999,0.3,20.8,25.2,62.0,67.0,4.399999999999999,73.47794495190413,75.80626742324436,8
2001-11-29,1012.9,21.77,67.33,13.67,9.251999999999999,0.0,18.6,24.9,59.0,79.0,6.299999999999997,71.34652191308533,74.7692200315465,7
2001-11-30,1008.23,18.97,85.67,10.67,9.972,18.3,17.7,20.0,80.0,96.0,2.3000000000000007,64.56905420953353,66.95189393159401,3
2001-12-01,1006.33,20.3,83.33,21.0,6.84,0.5,17.1,23.0,65.0,94.0,5.899999999999999,68.35927656956356,68.8373324695765,5
2001-12-02,1013.8,22.9,71.33,23.0,4.428,0.0,20.2,26.6,57.0,81.0,6.400000000000002,74.82603101048883,75.07169577602689,4
2001-12-03,1016.83,23.3,72.33,13.67,9.972,0.0,20.0,26.2,66.0,81.0,6.199999999999999,74.88883357803292,75.48093888000648,6
2001-12-04,1016.0,22.83,83.0,18.33,7.5600000000000005,0.0,20.8,25.2,75.0,88.0,4.399999999999999,74.08934463871893,72.64307758884955,8
2001-12-05,1011.73,20.73,94.67,9.0,5.760000000000001,31.5,19.2,22.6,89.0,98.0,3.400000000000002,69.60901557536125,63.910388681918306,6
2001-12-06,1008.7,22.53,82.67,24.0,11.268,2.9,20.2,26.6,64.0,96.0,6.400000000000002,72.90011026652084,72.11877357642564,7
2001-12-07,1010.3,24.93,73.67,21.33,4.932,0.6,22.4,28.4,61.0,85.0,6.0,79.27899050401847,78.55102034383775,3
2001-12-08,1012.0,23.23,78.67,15.67,16.092,0.0,22.2,25.1,74.0,87.0,2.900000000000002,74.17346530351205,74.35394428249266,8
2001-12-09,1016.3,19.37,71.33,18.0,5.760000000000001,0.0,18.5,20.4,68.0,75.0,1.8999999999999984,66.51228932697666,73.43203798000386,7
2001-12-10,1017.43,20.2,77.33,15.0,6.228,0.0,17.0,24.4,72.0,86.0,7.399999999999999,68.27864975003877,71.2414456517409,8
2001-12-11,1015.37,24.23,76.33,19.67,8.64,0.0,20.8,30.0,68.0,89.0,9.2,77.2329795375409,76.77725056141567,4
2001-12-12,1013.33,27.2,76.67,12.33,4.428,0.0,23.4,32.2,56.0,89.0,8.800000000000004,84.41191908182694,85.72011625828682,10
2001-12-13,1009.47,26.47,80.33,11.67,7.5600000000000005,0.0,24.2,30.2,66.0,88.0,6.0,82.56513623789427,83.52659969406447,8
2001-12-14,1011.0,25.0,79.67,15.33,9.360000000000001,0.0,23.8,26.6,70.0,88.0,2.8000000000000007,78.98741361667294,78.58048542141401,5
2001-12-15,1013.2,22.7,76.67,3.67,9.828,0.4,21.5,25.0,65.0,86.0,3.5,73.47642357215321,73.8132177906207,3
2001-12-16,1011.67,22.2,78.0,23.0,7.452,0.0,20.2,25.8,66.0,85.0,5.600000000000001,72.64041092586356,72.77356632476827,5
2001-12-17,1007.63,25.0,64.33,27.33,15.588000000000001,0.0,22.2,29.4,38.0,81.0,7.199999999999999,78.59558133592127,78.79914791741417,5
2001-12-18,1008.4,23.67,74.33,13.67,5.04,0.0,21.8,27.4,65.0,79.0,5.599999999999998,76.42610104855103,75.83988178249432,4
2001-12-19,1007.77,25.33,64.67,5.67,4.068,0.0,20.8,31.8,46.0,75.0,11.0,80.29332266489035,79.40590329362004,1
2001-12-20,1009.73,29.5,59.33,21.33,5.760000000000001,0.0,25.4,35.1,43.0,73.0,9.700000000000005,89.57834586825325,89.21980836538386,6
2001-12-21,1007.53,25.73,79.33,12.33,5.652,14.0,20.2,32.6,62.0,96.0,12.400000000000002,81.0043745788301,80.8482270992698,10
2001-12-25,1023.13,23.83,62.0,13.67,15.012,0.0,20.6,27.0,53.0,76.0,6.399999999999999,75.73704489399111,77.18548955994969,7
2001-12-26,1018.77,24.87,63.33,15.33,8.028,0.0,20.6,29.2,53.0,77.0,8.599999999999998,78.79499124174255,78.58204706676273,5
2001-12-27,1014.5,26.0,62.33,21.0,5.04,0.0,21.8,31.0,51.0,74.0,9.2,81.67447236874085,80.62300751903376,6
2001-12-28,1012.43,28.0,66.0,10.67,6.228,0.0,24.4,32.8,55.0,78.0,8.399999999999999,86.15291850707473,86.2769680791997,7
2001-12-29,1013.2,26.23,78.33,7.67,8.172,0.7,23.9,29.6,67.0,86.0,5.700000000000003,81.96913082510648,82.46117152201556,8
2001-12-30,1012.13,26.7,75.33,12.0,7.5600000000000005,0.0,24.2,29.5,62.0,87.0,5.300000000000001,83.10069449828171,83.7295833994861,6
2002-01-02,1006.03,26.43,68.67,16.67,6.12,0.8,25.7,27.3,59.0,74.0,1.6000000000000014,82.56252806219494,82.14940274475723,5
2002-01-03,1009.7,25.97,66.33,12.33,5.4,0.0,24.0,29.2,49.0,77.0,5.199999999999999,81.57277819531936,80.8181712724676,7
2002-01-04,1011.23,25.47,69.33,23.0,5.508,0.0,24.0,28.2,57.0,77.0,4.199999999999999,80.42854389513167,79.80658040707586,9
2002-01-05,1013.6,24.47,77.67,18.0,5.652,0.0,22.8,27.2,70.0,82.0,4.399999999999999,78.13976206295827,77.24210198785393,6
2002-01-06,1006.33,25.87,74.67,24.33,4.932,14.4,23.6,29.6,57.0,84.0,6.0,81.39267172546079,81.05746822505894,8
2002-01-07,1010.1,26.07,60.67,28.67,9.828,0.0,23.7,28.1,51.0,72.0,4.400000000000002,81.49830795650877,80.64930269651028,8
2002-01-08,1013.33,26.87,63.67,15.33,3.708,0.0,25.0,30.4,55.0,74.0,5.399999999999999,83.73255888172966,82.70937821314072,4
2002-01-09,1018.8,26.63,68.67,12.33,10.332,0.0,24.4,29.5,62.0,78.0,5.100000000000001,82.8105327330412,82.69227635443436,6
2002-01-10,1021.43,26.13,72.67,12.0,11.16,0.0,23.8,28.8,65.0,79.0,5.0,81.5750090959952,81.67618724308763,11
2002-01-11,1020.1,27.13,72.0,18.33,7.308,0.2,24.6,31.8,61.0,78.0,7.199999999999999,84.11210596587964,84.6638770235115,6
2002-01-12,1016.13,28.63,66.0,7.67,3.9600000000000004,0.0,26.2,32.2,52.0,81.0,6.000000000000004,87.60078673325134,88.33375800771907,7
2002-01-13,1010.9,26.4,76.0,13.67,5.292,0.7,25.0,27.4,69.0,86.0,2.3999999999999986,82.55521233626123,82.80789081676802,12
2002-01-14,1010.0,25.7,80.0,10.67,4.572,0.0,23.8,27.6,76.0,85.0,3.8000000000000007,81.05100952056418,80.77528497401207,2
2002-01-15,1014.37,23.67,67.33,16.67,12.348,2.7,22.4,26.0,47.0,90.0,3.6000000000000014,75.5502283239657,76.58775880879895,6
2002-01-16,1016.43,22.8,61.0,12.33,8.892000000000001,0.0,20.7,25.6,53.0,67.0,4.900000000000002,73.83233286294842,76.32734281123197,8
2002-01-17,1017.33,23.73,60.0,13.67,5.867999999999999,0.0,20.8,27.2,46.0,70.0,6.399999999999999,76.42295913883227,77.19222552215567,5
2002-01-18,1018.63,23.83,59.33,15.33,5.04,0.0,20.8,27.4,46.0,67.0,6.599999999999998,76.78650422933657,77.32739740689368,9
2002-01-19,1016.83,25.0,58.33,10.67,6.48,0.0,21.2,30.0,45.0,69.0,8.8,79.2507131341321,78.76319764781402,12
2002-01-20,1014.73,27.47,55.33,24.33,7.452,0.0,22.4,34.3,36.0,71.0,11.9,84.89701934292515,82.93244030084404,4
2002-01-21,1013.67,28.3,60.67,12.33,8.64,0.0,26.8,30.1,55.0,66.0,3.3000000000000007,86.81636424991717,85.97377011093104,3
2002-01-22,1014.77,24.87,82.33,10.67,1.9080000000000001,20.4,22.4,26.8,71.0,97.0,4.400000000000002,79.75108629382669,78.08640579714816,6
2002-01-23,1013.9,27.6,72.0,10.67,3.132,0.0,25.0,31.6,55.0,84.0,6.600000000000001,85.36833284177364,86.2521384976962,4
2002-01-24,1011.53,27.8,68.33,12.33,6.48,0.0,25.8,31.4,58.0,79.0,5.599999999999998,85.68802557233121,86.14899589384893,6
2002-01-25,1007.7,25.27,80.33,13.67,3.492,11.5,22.4,29.4,61.0,91.0,7.0,80.2506486419082,79.39013906455874,10
2002-01-26,1008.8,24.93,83.33,9.33,4.572,0.0,22.4,28.8,72.0,92.0,6.400000000000002,79.33007683363046,78.2331594398773,8
2002-01-27,1008.2,25.37,82.0,25.67,6.732,5.2,23.5,27.2,71.0,96.0,3.6999999999999993,80.07742912342093,79.71363038694821,5
2002-01-28,1007.5,27.3,69.33,30.33,4.680000000000001,0.0,24.8,31.4,48.0,83.0,6.599999999999998,84.62120424620093,84.75369984278504,2
2002-01-29,1009.67,29.1,57.67,18.0,2.52,0.0,26.0,34.3,39.0,67.0,8.299999999999997,88.60740893838161,87.52071454254414,2
2002-01-30,1010.77,29.9,48.33,12.33,3.132,0.0,26.8,35.2,46.0,51.0,8.400000000000002,90.35799696774976,87.173045288899,5
2002-02-01,1009.6,24.87,86.33,29.0,9.251999999999999,0.0,23.2,28.0,83.0,93.0,4.800000000000001,78.6880901579056,77.8830041238944,8
2002-02-02,1014.43,24.13,55.67,26.0,8.748000000000001,0.0,20.6,27.2,45.0,68.0,6.599999999999998,76.98632471947626,77.7473417941057,7
2002-02-03,1017.93,23.3,63.0,17.0,4.932,0.3,21.6,25.2,55.0,68.0,3.599999999999998,75.61377732215576,76.5499515069278,6
2002-02-04,1015.83,24.4,59.67,18.33,5.148,0.0,20.6,30.0,46.0,73.0,9.4,78.05394666226731,77.95946185371264,6
2002-02-05,1013.77,26.0,62.33,7.67,3.132,0.0,22.4,31.2,44.0,73.0,8.8,81.89726214544243,80.62300751903376,10
2002-02-06,1015.6,22.87,86.0,18.0,2.7720000000000002,4.5,20.8,24.0,81.0,95.0,3.1999999999999997,75.22510583393,72.0001404064182,9
2002-02-07,1013.53,23.37,75.33,21.33,5.148,0.0,21.0,27.7,55.0,86.0,6.699999999999999,75.72988275154941,75.16227812405722,5
2002-02-09,1009.47,23.33,76.33,18.33,6.372,1.8,20.8,28.2,54.0,91.0,7.399999999999999,75.42827773669958,74.93645087185863,3
2002-02-10,1008.97,23.73,79.33,28.67,5.508,9.4,20.6,29.2,58.0,95.0,8.599999999999998,76.48093046789295,75.30462213092785,6
2002-02-11,1012.83,25.67,67.67,33.33,3.3480000000000003,3.7,22.4,30.6,52.0,79.0,8.200000000000003,81.14741468512524,80.20620395641743,11
2002-02-12,1015.57,25.67,78.0,13.67,8.028,0.0,23.4,29.2,69.0,85.0,5.800000000000001,80.66714874082894,80.60557867169445,11
2002-02-13,1014.03,25.13,80.0,16.67,2.52,11.1,22.6,29.8,61.0,93.0,7.199999999999999,80.1374249811914,78.96136508029979,11
2002-02-14,1012.17,25.77,75.33,18.33,3.492,17.8,22.0,31.0,55.0,94.0,9.0,81.34458400491657,80.7986536788568,7
2002-02-16,1019.33,23.87,78.67,13.67,6.588,0.3,23.0,24.8,76.0,83.0,1.8000000000000007,76.63775982974136,75.71063705316888,6
2002-02-17,1021.37,22.87,68.33,13.67,8.028,0.0,21.4,25.4,54.0,77.0,4.0,74.11459749402658,75.49119167172793,4
2002-02-18,1018.23,24.67,64.33,16.67,6.48,0.0,21.2,28.6,53.0,72.0,7.400000000000002,78.4920298824872,78.24470296739271,8
2002-02-19,1016.5,25.47,64.33,12.33,8.028,0.0,22.4,28.6,59.0,69.0,6.200000000000003,80.19910936605734,79.66674482081436,7
2002-02-20,1014.23,25.77,69.67,14.0,4.428,0.0,23.4,29.8,56.0,78.0,6.400000000000002,81.2240539790331,80.53172178080928,6
2002-02-21,1009.17,27.33,67.0,14.0,3.8520000000000003,0.0,23.6,33.2,45.0,81.0,9.6,84.73480784722115,84.4435770939113,5
2002-02-22,1006.0,26.07,72.0,19.67,8.532,0.0,23.6,29.6,51.0,86.0,6.0,81.57200522724705,81.45657611218823,5
2002-02-23,1008.27,25.07,69.0,29.0,10.188,0.9,23.0,28.8,54.0,80.0,5.800000000000001,79.09162748398671,78.92529692537599,4
2002-02-24,1018.0,22.67,65.0,22.67,9.360000000000001,2.4,20.3,26.2,48.0,78.0,5.899999999999999,73.46398494334883,75.76280494916274,6
2002-02-25,1017.83,23.93,60.67,12.33,4.32,0.0,19.6,29.4,50.0,67.0,9.799999999999995,77.14299019281108,77.36937753245255,3
2002-02-26,1013.43,27.07,61.67,20.0,5.292,0.0,22.6,33.6,45.0,76.0,11.0,84.07035408754626,82.93295364732806,6
2002-02-27,1012.87,29.13,56.67,19.67,6.012,0.0,26.0,34.4,45.0,69.0,8.399999999999999,88.73942987088074,87.3383997974192,8
2002-02-28,1011.1,30.33,51.33,25.67,9.972,0.0,28.2,34.2,45.0,55.0,6.000000000000004,91.64357929640487,89.19786727508462,5
2002-03-01,1014.87,25.13,84.33,24.0,3.492,24.1,22.0,29.4,64.0,95.0,7.399999999999999,79.94434674026584,78.87131190763881,11
2002-03-02,1018.93,22.37,73.67,12.33,7.2,1.8,20.3,24.8,61.0,86.0,4.5,73.07759885381596,73.99110387203044,2
2002-03-03,1017.07,26.0,73.67,15.33,4.680000000000001,0.0,21.6,31.8,58.0,84.0,10.2,81.71030241369459,81.37412015291349,6
2002-03-04,1015.03,28.93,67.33,30.0,10.908,0.0,24.4,34.4,51.0,85.0,10.0,88.31148345697173,89.78218993394685,6
2002-03-05,1015.27,27.4,76.67,13.67,3.132,2.0,25.2,28.8,73.0,82.0,3.6000000000000014,84.93444900473224,86.4797779957184,7
2002-03-06,1014.33,25.07,84.67,12.0,2.52,5.5,23.0,27.8,77.0,91.0,4.800000000000001,80.00941514808525,78.6540191050386,5
2002-03-07,1011.57,26.8,79.0,15.33,2.7720000000000002,0.0,24.3,31.5,61.0,89.0,7.199999999999999,83.67103384722033,84.59695691750412,7
2002-03-08,1012.93,30.37,67.0,21.0,2.7720000000000002,0.0,28.0,34.4,55.0,77.0,6.399999999999999,91.34328906540007,95.33599589002003,7
2002-03-09,1015.27,30.67,67.33,13.67,2.8800000000000003,1.2,26.8,36.0,50.0,84.0,9.2,92.00058821933105,96.785867229009,8
2002-03-10,1014.53,33.0,56.0,30.0,2.7720000000000002,0.0,30.8,37.2,46.0,69.0,6.400000000000002,96.99539865190225,100.65123934719995,8
2002-03-11,1013.87,30.2,60.0,10.67,2.7720000000000002,0.0,29.8,30.8,58.0,61.0,1.0,90.97794357882009,91.79160302627224,11
2002-03-12,1017.33,27.6,75.33,22.67,7.308,1.0,27.0,28.0,73.0,79.0,1.0,85.20343168205072,86.96314996244809,6
2002-03-13,1014.2,27.17,78.67,9.0,2.7720000000000002,0.0,25.2,30.8,59.0,90.0,5.600000000000001,84.46619755330619,85.97135385854105,8
2002-03-14,1010.77,27.33,81.0,13.67,3.3480000000000003,3.0,25.4,30.8,63.0,91.0,5.400000000000002,84.76736181513171,87.08264604060587,7
2002-03-15,1011.33,30.2,65.33,21.33,1.9080000000000001,0.0,27.2,35.4,48.0,82.0,8.2,90.8871438469263,93.9109747598624,18
2002-03-16,1011.13,30.53,64.33,16.67,2.7720000000000002,0.0,27.6,35.6,51.0,73.0,8.0,91.68714364100475,94.80699649453402,9
2002-03-17,1010.43,28.4,73.67,21.0,10.44,0.0,25.2,30.0,65.0,84.0,4.800000000000001,87.04115311002477,89.67289309780068,4
2002-03-18,1012.37,26.43,81.0,25.67,2.8800000000000003,4.3,23.4,30.6,64.0,93.0,7.200000000000003,82.86164281587091,83.45103868273087,2
2002-03-19,1009.8,27.13,80.0,10.67,7.920000000000001,0.0,25.0,29.6,71.0,87.0,4.600000000000001,84.08793724568892,86.05549705487579,10
2002-03-20,1010.23,24.53,85.67,17.0,8.892000000000001,16.6,23.0,27.6,67.0,97.0,4.600000000000001,77.91571809103716,76.77353238235764,2
2002-03-21,1017.4,23.27,82.0,18.33,7.092,14.1,21.8,25.2,70.0,91.0,3.3999999999999986,75.18048278301684,73.8200739834777,5
2002-03-22,1017.57,25.6,65.33,12.33,6.372,0.1,21.4,31.2,49.0,76.0,9.8,80.63990336720062,79.96150465043902,4
2002-03-23,1013.67,25.87,71.33,16.67,2.52,0.0,23.2,30.8,55.0,81.0,7.600000000000001,81.7162129228339,80.87234082041726,7
2002-03-24,1010.5,27.4,71.0,27.33,4.428,0.0,24.6,32.0,60.0,79.0,7.399999999999999,84.85777434095895,85.37545828028803,5
2002-03-25,1011.03,27.5,76.0,13.67,5.652,0.0,26.4,29.4,71.0,79.0,3.0,85.02847311303103,86.72510856750007,5
2002-03-26,1011.77,25.33,78.67,24.33,5.508,24.1,23.0,28.6,62.0,88.0,5.600000000000001,80.11091982627337,79.57557527894053,3
2002-03-27,1016.47,23.33,87.33,12.0,2.8800000000000003,19.4,22.8,23.8,82.0,90.0,1.0,76.17986669541656,72.88238362346101,6
2002-03-28,1018.0,23.87,85.0,13.67,9.468,0.0,20.8,28.0,73.0,91.0,7.199999999999999,76.29760391362343,74.8320389628619,3
2002-03-29,1012.67,28.1,73.33,18.0,3.3480000000000003,0.0,24.2,33.4,54.0,92.0,9.2,86.4464939176046,88.39771347730846,6
2002-03-30,1006.83,31.37,58.67,15.33,6.732,0.0,28.6,35.4,42.0,74.0,6.799999999999997,93.91503305670636,95.52785572039636,4
2002-03-31,1014.33,21.77,90.33,22.67,3.8520000000000003,35.2,21.2,22.5,86.0,93.0,1.3000000000000007,72.47618697186272,68.08704071699619,8
2002-04-01,1017.53,18.4,79.0,21.33,10.548,9.8,16.0,20.2,61.0,95.0,4.199999999999999,63.093218692881024,70.58538968697614,5
2002-04-02,1017.2,17.93,64.0,30.33,7.092,0.0,16.0,21.4,53.0,73.0,5.399999999999999,62.81193567763622,76.89031265000729,8
2002-04-03,1020.77,19.67,69.0,7.67,3.492,0.0,16.4,25.2,55.0,77.0,8.8,67.99857257621426,74.09061357050226,8
2002-04-04,1021.1,22.17,74.33,16.67,6.012,0.0,18.6,26.6,62.0,81.0,8.0,72.83605525449357,73.61689017357065,9
2002-04-05,1019.5,24.3,68.67,12.0,7.308,0.0,21.4,28.3,53.0,79.0,6.900000000000002,77.54093197276427,77.46372957803969,11
2002-04-06,1014.8,25.37,65.67,14.0,4.428,0.0,22.6,29.7,52.0,75.0,7.099999999999998,80.3323434607691,79.50543408689897,6
2002-04-07,1015.03,25.6,68.0,9.33,4.788,0.0,22.7,30.6,52.0,81.0,7.900000000000002,80.80201599010243,80.06108082707198,8
2002-04-08,1014.3,25.9,67.0,7.67,6.372,0.0,23.6,29.2,56.0,77.0,5.599999999999998,81.3286644637426,80.69821410321615,6
2002-04-09,1013.5,25.83,74.33,9.33,1.9080000000000001,0.0,22.9,31.4,51.0,86.0,8.5,81.75683024335306,80.9236232867909,5
2002-04-10,1012.03,26.53,73.33,10.67,3.492,0.0,24.5,30.1,67.0,79.0,5.600000000000001,83.00736575668934,82.93419064907997,5
2002-04-11,1009.63,24.93,86.0,24.33,3.492,12.9,23.2,26.8,81.0,95.0,3.6000000000000014,79.50677259506247,78.11180253794431,1
2002-04-12,1013.2,23.0,86.33,25.67,9.468,6.5,22.2,23.4,78.0,91.0,1.1999999999999993,74.23320677908362,72.23801731803306,6
2002-04-13,1020.7,20.77,84.67,12.0,7.452,1.3,19.8,21.7,79.0,94.0,1.8999999999999984,69.31461395501002,68.71921559834877,10
2002-04-14,1021.37,19.7,93.67,13.67,7.668,2.8,19.0,20.8,88.0,97.0,1.8000000000000007,66.77640802695944,62.769818949561724,3
2002-04-15,1019.43,21.9,91.67,13.67,5.867999999999999,1.7000000000000002,20.4,24.1,88.0,96.0,3.700000000000003,72.24973114836999,67.8687749164547,4
2002-04-16,1015.97,24.0,85.33,12.33,5.508,0.0,21.0,28.6,72.0,93.0,7.600000000000001,77.09349117211963,75.16128522913125,11
2002-04-17,1012.27,23.1,78.33,27.33,11.879999999999999,15.3,20.5,25.2,58.0,92.0,4.699999999999999,74.21167105427756,74.16733035847537,6
2002-04-18,1018.73,21.13,77.67,22.67,4.32,0.3,19.3,22.4,66.0,90.0,3.099999999999998,70.91327784550907,71.67628955418795,4
2002-04-19,1017.1,21.9,74.33,12.33,4.680000000000001,0.0,17.8,27.0,65.0,84.0,9.2,72.52976586502068,73.33055842746796,5
2002-04-20,1012.03,21.63,89.0,24.33,2.7720000000000002,36.4,20.1,23.4,84.0,97.0,3.299999999999997,72.56023287299362,68.30928943789743,11
2002-04-21,1021.07,18.37,63.33,21.33,3.3480000000000003,0.0,15.9,20.2,52.0,74.0,4.299999999999999,65.2283700772654,76.58553809002615,9
